Authority,Location,Period,Count
E09000020,Shared building,2023-12-01/P1M,55570
E09000020,Shared building,2024-01-01/P1M,52529
E09000020,Shared building,2024-02-01/P1M,50200
E09000020,Shared building,2024-03-01/P1M,51336
E10000016,Shared building,2023-04-01/P1M,171678
E10000016,Shared building,2023-05-01/P1M,171150
E10000016,Shared building,2023-06-01/P1M,186697
E10000016,Shared building,2023-07-01/P1M,211377
E10000016,Shared building,2023-08-01/P1M,210949
E10000016,Shared building,2023-09-01/P1M,188704
E10000016,Shared building,2023-10-01/P1M,192482
E10000016,Shared building,2023-11-01/P1M,182306
E10000016,Shared building,2023-12-01/P1M,146873
E10000016,Shared building,2024-01-01/P1M,186824
E10000016,Shared building,2024-02-01/P1M,187728
E10000016,Shared building,2024-03-01/P1M,185676
E10000016,Library,2023-04-01/P1M,63912
E10000016,Library,2023-05-01/P1M,65813
E10000016,Library,2023-06-01/P1M,69817
E10000016,Library,2023-07-01/P1M,72915
E10000016,Library,2023-08-01/P1M,76361
E10000016,Library,2023-09-01/P1M,68739
E10000016,Library,2023-10-01/P1M,71675
E10000016,Library,2023-11-01/P1M,70812
E10000016,Library,2023-12-01/P1M,68567
E10000016,Library,2024-01-01/P1M,75233
E10000016,Library,2024-02-01/P1M,70440
E10000016,Library,2024-03-01/P1M,73196
E10000016,Mobile library,2023-04-01/P1M,2144
E10000016,Mobile library,2023-05-01/P1M,2871
E10000016,Mobile library,2023-06-01/P1M,2448
E10000016,Mobile library,2023-07-01/P1M,2530
E10000016,Mobile library,2023-08-01/P1M,2748
E10000016,Mobile library,2023-09-01/P1M,2674
E10000016,Mobile library,2023-10-01/P1M,2628
E10000016,Mobile library,2023-11-01/P1M,2948
E10000016,Mobile library,2023-12-01/P1M,1895
E10000016,Mobile library,2024-01-01/P1M,2470
E10000016,Mobile library,2024-02-01/P1M,2641
E10000016,Mobile library,2024-03-01/P1M,2547
E09000021,Shared building,2023-04-01/P1M,2097
E09000021,Shared building,2023-05-01/P1M,2395
E09000021,Shared building,2023-06-01/P1M,2294
E09000021,Shared building,2023-07-01/P1M,2607
E09000021,Shared building,2023-08-01/P1M,2945
E09000021,Shared building,2023-09-01/P1M,2374
E09000021,Shared building,2023-10-01/P1M,2198
E09000021,Shared building,2023-11-01/P1M,2894
E09000021,Shared building,2023-12-01/P1M,1985
E09000021,Shared building,2024-01-01/P1M,2039
E09000021,Shared building,2024-02-01/P1M,1965
E09000021,Shared building,2024-03-01/P1M,1467
E09000021,Library,2023-04-01/P1M,23560
E09000021,Library,2023-05-01/P1M,23773
E09000021,Library,2023-06-01/P1M,24316
E09000021,Library,2023-07-01/P1M,27523
E09000021,Library,2023-08-01/P1M,26973
E09000021,Library,2023-09-01/P1M,24965
E09000021,Library,2023-10-01/P1M,26701
E09000021,Library,2023-11-01/P1M,24153
E09000021,Library,2023-12-01/P1M,19292
E09000021,Library,2024-01-01/P1M,25394
E09000021,Library,2024-02-01/P1M,25999
E09000021,Library,2024-03-01/P1M,26195
E09000021,Home delivery,2023-04-01/P1M,264
E09000021,Home delivery,2023-05-01/P1M,265
E09000021,Home delivery,2023-06-01/P1M,269
E09000021,Home delivery,2023-07-01/P1M,272
E09000021,Home delivery,2023-08-01/P1M,267
E09000021,Home delivery,2023-09-01/P1M,269
E09000021,Home delivery,2023-10-01/P1M,271
E09000021,Home delivery,2023-11-01/P1M,275
E09000021,Home delivery,2023-12-01/P1M,276
E09000021,Home delivery,2024-01-01/P1M,282
E09000021,Home delivery,2024-02-01/P1M,268
E09000021,Home delivery,2024-03-01/P1M,262
E08000034,Shared building,2023-04-01/P1M,33002
E08000034,Shared building,2023-05-01/P1M,37308
E08000034,Shared building,2023-06-01/P1M,37632
E08000034,Shared building,2023-07-01/P1M,43927
E08000034,Shared building,2023-08-01/P1M,44560
E08000034,Shared building,2023-09-01/P1M,42562
E08000034,Shared building,2023-10-01/P1M,44398
E08000034,Shared building,2023-11-01/P1M,41485
E08000034,Shared building,2023-12-01/P1M,33807
E08000034,Shared building,2024-01-01/P1M,40537
E08000034,Shared building,2024-02-01/P1M,41767
E08000034,Shared building,2024-03-01/P1M,42988
E08000034,Library,2023-04-01/P1M,27458
E08000034,Library,2023-05-01/P1M,27398
E08000034,Library,2023-06-01/P1M,27749
E08000034,Library,2023-07-01/P1M,31460
E08000034,Library,2023-08-01/P1M,32574
E08000034,Library,2023-09-01/P1M,29912
E08000034,Library,2023-10-01/P1M,29315
E08000034,Library,2023-11-01/P1M,29666
E08000034,Library,2023-12-01/P1M,23553
E08000034,Library,2024-01-01/P1M,30635
E08000034,Library,2024-02-01/P1M,30780
E08000034,Library,2024-03-01/P1M,31095
E08000034,Home delivery,2023-04-01/P1M,631
E08000034,Home delivery,2023-05-01/P1M,638
E08000034,Home delivery,2023-06-01/P1M,631
E08000034,Home delivery,2023-07-01/P1M,615
E08000034,Home delivery,2023-08-01/P1M,634
E08000034,Home delivery,2023-09-01/P1M,638
E08000034,Home delivery,2023-10-01/P1M,634
E08000034,Home delivery,2023-11-01/P1M,627
E08000034,Home delivery,2023-12-01/P1M,626
E08000034,Home delivery,2024-01-01/P1M,630
E08000034,Home delivery,2024-02-01/P1M,612
E08000034,Home delivery,2024-03-01/P1M,652
E08000011,Library,2023-04-01/P1M,11553
E08000011,Library,2023-05-01/P1M,12093
E08000011,Library,2023-06-01/P1M,12666
E08000011,Library,2023-07-01/P1M,16106
E08000011,Library,2023-08-01/P1M,18026
E08000011,Library,2023-09-01/P1M,15354
E08000011,Library,2023-10-01/P1M,16393
E08000011,Library,2023-11-01/P1M,16603
E08000011,Library,2023-12-01/P1M,12274
E08000011,Library,2024-01-01/P1M,17426
E08000011,Library,2024-02-01/P1M,19173
E08000011,Library,2024-03-01/P1M,18537
E08000011,Home delivery,2023-04-01/P1M,145
E08000011,Home delivery,2023-05-01/P1M,146
E08000011,Home delivery,2023-06-01/P1M,140
E08000011,Home delivery,2023-07-01/P1M,142
E08000011,Home delivery,2023-08-01/P1M,148
E08000011,Home delivery,2023-09-01/P1M,141
E08000011,Home delivery,2023-10-01/P1M,135
E08000011,Home delivery,2023-11-01/P1M,140
E08000011,Home delivery,2023-12-01/P1M,122
E08000011,Home delivery,2024-01-01/P1M,149
E08000011,Home delivery,2024-02-01/P1M,121
E08000011,Home delivery,2024-03-01/P1M,127
E10000017,Shared building,2023-04-01/P1M,167582
E10000017,Shared building,2023-05-01/P1M,163844
E10000017,Shared building,2023-06-01/P1M,167921
E10000017,Shared building,2023-07-01/P1M,186866
E10000017,Shared building,2023-08-01/P1M,191557
E10000017,Shared building,2023-09-01/P1M,178985
E10000017,Shared building,2023-10-01/P1M,197018
E10000017,Shared building,2023-11-01/P1M,195239
E10000017,Shared building,2023-12-01/P1M,155320
E10000017,Shared building,2024-01-01/P1M,184896
E10000017,Shared building,2024-02-01/P1M,192222
E10000017,Shared building,2024-03-01/P1M,195253
E10000017,Library,2023-04-01/P1M,32818
E10000017,Library,2023-05-01/P1M,33539
E10000017,Library,2023-06-01/P1M,34537
E10000017,Library,2023-07-01/P1M,38249
E10000017,Library,2023-08-01/P1M,38031
E10000017,Library,2023-09-01/P1M,34755
E10000017,Library,2023-10-01/P1M,36217
E10000017,Library,2023-11-01/P1M,36605
E10000017,Library,2023-12-01/P1M,28375
E10000017,Library,2024-01-01/P1M,31991
E10000017,Library,2024-02-01/P1M,35713
E10000017,Library,2024-03-01/P1M,36881
E10000017,Mobile library,2023-04-01/P1M,1802
E10000017,Mobile library,2023-05-01/P1M,1711
E10000017,Mobile library,2023-06-01/P1M,2001
E10000017,Mobile library,2023-07-01/P1M,1842
E10000017,Mobile library,2023-08-01/P1M,1566
E10000017,Mobile library,2023-09-01/P1M,1840
E10000017,Mobile library,2023-10-01/P1M,1973
E10000017,Mobile library,2023-11-01/P1M,1643
E10000017,Mobile library,2023-12-01/P1M,1337
E10000017,Mobile library,2024-01-01/P1M,1861
E10000017,Mobile library,2024-02-01/P1M,2056
E10000017,Mobile library,2024-03-01/P1M,1911
E10000017,Home delivery,2023-04-01/P1M,517
E10000017,Home delivery,2023-05-01/P1M,521
E10000017,Home delivery,2023-06-01/P1M,530
E10000017,Home delivery,2023-07-01/P1M,522
E10000017,Home delivery,2023-08-01/P1M,550
E10000017,Home delivery,2023-09-01/P1M,553
E10000017,Home delivery,2023-10-01/P1M,566
E10000017,Home delivery,2023-11-01/P1M,570
E10000017,Home delivery,2023-12-01/P1M,541
E10000017,Home delivery,2024-01-01/P1M,565
E10000017,Home delivery,2024-02-01/P1M,573
E10000017,Home delivery,2024-03-01/P1M,598
E06000016,Shared building,2023-04-01/P1M,46284
E06000016,Shared building,2023-05-01/P1M,49884
E06000016,Shared building,2023-06-01/P1M,50222
E06000016,Shared building,2023-07-01/P1M,53711
E06000016,Shared building,2023-08-01/P1M,56159
E06000016,Shared building,2023-09-01/P1M,52089
E06000016,Shared building,2023-10-01/P1M,54359
E06000016,Shared building,2023-11-01/P1M,55072
E06000016,Shared building,2023-12-01/P1M,42675
E06000016,Shared building,2024-01-01/P1M,57845
E06000016,Shared building,2024-02-01/P1M,55554
E06000016,Shared building,2024-03-01/P1M,51253
E06000016,Library,2023-04-01/P1M,37453
E06000016,Library,2023-05-01/P1M,43724
E06000016,Library,2023-06-01/P1M,45076
E06000016,Library,2023-07-01/P1M,44203
E06000016,Library,2023-08-01/P1M,42168
E06000016,Library,2023-09-01/P1M,45702
E06000016,Library,2023-10-01/P1M,41394
E06000016,Library,2023-11-01/P1M,41469
E06000016,Library,2023-12-01/P1M,32469
E06000016,Library,2024-01-01/P1M,41632
E06000016,Library,2024-02-01/P1M,41904
E06000016,Library,2024-03-01/P1M,41904
E06000016,Mobile library,2023-04-01/P1M,498
E06000016,Mobile library,2023-05-01/P1M,642
E06000016,Mobile library,2023-06-01/P1M,573
E06000016,Mobile library,2023-07-01/P1M,653
E06000016,Mobile library,2023-08-01/P1M,662
E06000016,Mobile library,2023-09-01/P1M,943
E06000016,Mobile library,2023-10-01/P1M,516
E06000016,Mobile library,2023-12-01/P1M,198
E06000016,Mobile library,2024-03-01/P1M,209
E06000016,Home delivery,2023-04-01/P1M,400
E06000016,Home delivery,2023-05-01/P1M,695
E06000016,Home delivery,2023-06-01/P1M,385
E06000016,Home delivery,2023-07-01/P1M,512
E06000016,Home delivery,2023-08-01/P1M,362
E06000016,Home delivery,2023-09-01/P1M,504
E06000016,Home delivery,2023-10-01/P1M,757
E06000016,Home delivery,2023-11-01/P1M,331
E06000016,Home delivery,2023-12-01/P1M,176
E06000016,Home delivery,2024-01-01/P1M,569
E06000016,Home delivery,2024-02-01/P1M,286
E06000016,Home delivery,2024-03-01/P1M,418
E10000018,Shared building,2023-04-01/P1M,44488
E10000018,Shared building,2023-05-01/P1M,43313
E10000018,Shared building,2023-06-01/P1M,54753
E10000018,Shared building,2023-07-01/P1M,53050
E10000018,Shared building,2023-08-01/P1M,66381
E10000018,Shared building,2023-09-01/P1M,47277
E10000018,Shared building,2023-10-01/P1M,48604
E10000018,Shared building,2023-11-01/P1M,58303
E10000018,Shared building,2023-12-01/P1M,41219
E10000018,Shared building,2024-01-01/P1M,46259
E10000018,Shared building,2024-02-01/P1M,51872
E10000018,Shared building,2024-03-01/P1M,59541
E09000023,Shared building,2023-04-01/P1M,99009
E09000023,Shared building,2023-05-01/P1M,105646
E09000023,Shared building,2023-06-01/P1M,110841
E09000023,Shared building,2023-07-01/P1M,107328
E09000023,Shared building,2023-08-01/P1M,99569
E09000023,Shared building,2023-09-01/P1M,100156
E09000023,Shared building,2023-10-01/P1M,112898
E09000023,Shared building,2023-11-01/P1M,104598
E09000023,Shared building,2023-12-01/P1M,77106
E09000023,Shared building,2024-01-01/P1M,92778
E09000023,Shared building,2024-02-01/P1M,104206
E09000023,Shared building,2024-03-01/P1M,101678
E10000019,Shared building,2023-04-01/P1M,71919
E10000019,Shared building,2023-05-01/P1M,71337
E10000019,Shared building,2023-06-01/P1M,75665
E10000019,Shared building,2023-07-01/P1M,83456
E10000019,Shared building,2023-08-01/P1M,89418
E10000019,Shared building,2023-09-01/P1M,82856
E10000019,Shared building,2023-10-01/P1M,84402
E10000019,Shared building,2023-11-01/P1M,84181
E10000019,Shared building,2023-12-01/P1M,67283
E10000019,Shared building,2024-01-01/P1M,82454
E10000019,Shared building,2024-02-01/P1M,85599
E10000019,Shared building,2024-03-01/P1M,87060
E10000019,Mobile library,2023-04-01/P1M,4950
E10000019,Mobile library,2023-05-01/P1M,5102
E10000019,Mobile library,2023-06-01/P1M,5841
E10000019,Mobile library,2023-07-01/P1M,5452
E10000019,Mobile library,2023-08-01/P1M,4644
E10000019,Mobile library,2023-09-01/P1M,5366
E10000019,Mobile library,2023-10-01/P1M,6180
E10000019,Mobile library,2023-11-01/P1M,5075
E10000019,Mobile library,2023-12-01/P1M,3623
E10000019,Mobile library,2024-01-01/P1M,4453
E10000019,Mobile library,2024-02-01/P1M,5015
E10000019,Mobile library,2024-03-01/P1M,5099
E10000019,Home delivery,2023-04-01/P1M,474
E10000019,Home delivery,2023-05-01/P1M,464
E10000019,Home delivery,2023-06-01/P1M,517
E10000019,Home delivery,2023-07-01/P1M,518
E10000019,Home delivery,2023-08-01/P1M,539
E10000019,Home delivery,2023-09-01/P1M,508
E10000019,Home delivery,2023-10-01/P1M,618
E10000019,Home delivery,2023-11-01/P1M,670
E10000019,Home delivery,2023-12-01/P1M,454
E10000019,Home delivery,2024-01-01/P1M,627
E10000019,Home delivery,2024-02-01/P1M,571
E10000019,Home delivery,2024-03-01/P1M,584
E09000002,Shared building,2023-04-01/P1M,19610
E09000002,Shared building,2023-05-01/P1M,33469
E09000002,Shared building,2023-06-01/P1M,32479
E09000002,Shared building,2023-07-01/P1M,31669
E09000002,Shared building,2023-08-01/P1M,30488
E09000002,Shared building,2023-09-01/P1M,29683
E09000002,Shared building,2023-10-01/P1M,31087
E09000002,Shared building,2023-11-01/P1M,27379
E09000002,Shared building,2023-12-01/P1M,26628
E09000002,Shared building,2024-01-01/P1M,33039
E09000002,Shared building,2024-02-01/P1M,33963
E09000002,Shared building,2024-03-01/P1M,40693
E09000002,Library,2023-04-01/P1M,28816
E09000002,Library,2023-05-01/P1M,35388
E09000002,Library,2023-06-01/P1M,34518
E09000002,Library,2023-07-01/P1M,31699
E09000002,Library,2023-08-01/P1M,28185
E09000002,Library,2023-09-01/P1M,34144
E09000002,Library,2023-10-01/P1M,35017
E09000002,Library,2023-11-01/P1M,36559
E09000002,Library,2023-12-01/P1M,27856
E09000002,Library,2024-01-01/P1M,33425
E09000002,Library,2024-02-01/P1M,32994
E09000002,Library,2024-03-01/P1M,34530
E09000002,Home delivery,2023-04-01/P1M,1413
E09000002,Home delivery,2023-05-01/P1M,2314
E09000002,Home delivery,2023-06-01/P1M,1946
E09000002,Home delivery,2023-07-01/P1M,1774
E09000002,Home delivery,2023-08-01/P1M,1971
E09000002,Home delivery,2023-09-01/P1M,1763
E09000002,Home delivery,2023-10-01/P1M,2362
E09000002,Home delivery,2023-11-01/P1M,1985
E09000002,Home delivery,2023-12-01/P1M,1739
E09000002,Home delivery,2024-01-01/P1M,2079
E09000002,Home delivery,2024-02-01/P1M,1906
E09000002,Home delivery,2024-03-01/P1M,1651
E09000003,Shared building,2023-04-01/P1Y,178771
E09000003,Library,2023-04-01/P1Y,644609
E09000003,Mobile library,2023-04-01/P1Y,6348
E09000003,Home delivery,2023-04-01/P1Y,4533
E09000007,Shared building,2023-04-01/P1M,53174
E09000007,Shared building,2023-05-01/P1M,59392
E09000007,Shared building,2023-06-01/P1M,51823
E09000007,Shared building,2023-07-01/P1M,56049
E09000007,Shared building,2023-08-01/P1M,53053
E09000007,Shared building,2023-09-01/P1M,55634
E09000007,Shared building,2023-10-01/P1M,59883
E09000007,Shared building,2023-11-01/P1M,63014
E09000007,Shared building,2023-12-01/P1M,52385
E09000007,Shared building,2024-01-01/P1M,63693
E09000007,Shared building,2024-02-01/P1M,69214
E09000007,Shared building,2024-03-01/P1M,62673
E09000007,Home delivery,2023-04-01/P1M,281
E09000007,Home delivery,2023-05-01/P1M,185
E09000007,Home delivery,2023-06-01/P1M,296
E09000007,Home delivery,2023-07-01/P1M,258
E09000007,Home delivery,2023-08-01/P1M,277
E09000007,Home delivery,2023-09-01/P1M,312
E09000007,Home delivery,2023-10-01/P1M,210
E09000007,Home delivery,2023-11-01/P1M,228
E09000007,Home delivery,2023-12-01/P1M,196
E09000007,Home delivery,2024-01-01/P1M,173
E09000007,Home delivery,2024-02-01/P1M,337
E09000007,Home delivery,2024-03-01/P1M,223
E09000009,Shared building,2023-04-01/P1M,6344
E09000009,Shared building,2023-05-01/P1M,7228
E09000009,Shared building,2023-06-01/P1M,7317
E09000009,Shared building,2023-07-01/P1M,6242
E09000009,Shared building,2023-08-01/P1M,5349
E09000009,Shared building,2023-09-01/P1M,7285
E09000009,Shared building,2023-10-01/P1M,7899
E09000009,Shared building,2023-11-01/P1M,7695
E09000009,Shared building,2023-12-01/P1M,3380
E09000009,Shared building,2024-01-01/P1M,8223
E09000009,Shared building,2024-02-01/P1M,7575
E09000009,Shared building,2024-03-01/P1M,7412
E09000009,Library,2023-04-01/P1M,43378
E09000009,Library,2023-05-01/P1M,43555
E09000009,Library,2023-06-01/P1M,40722
E09000009,Library,2023-07-01/P1M,40124
E09000009,Library,2023-08-01/P1M,39717
E09000009,Library,2023-09-01/P1M,40548
E09000009,Library,2023-10-01/P1M,43059
E09000009,Library,2023-11-01/P1M,38347
E09000009,Library,2023-12-01/P1M,32224
E09000009,Library,2024-01-01/P1M,47909
E09000009,Library,2024-02-01/P1M,49395
E09000009,Library,2024-03-01/P1M,48614
E09000009,Home delivery,2023-04-01/P1M,535
E09000009,Home delivery,2023-05-01/P1M,455
E09000009,Home delivery,2023-06-01/P1M,606
E09000009,Home delivery,2023-07-01/P1M,542
E09000009,Home delivery,2023-08-01/P1M,547
E09000009,Home delivery,2023-09-01/P1M,440
E09000009,Home delivery,2023-10-01/P1M,850
E09000009,Home delivery,2023-11-01/P1M,803
E09000009,Home delivery,2023-12-01/P1M,241
E09000009,Home delivery,2024-01-01/P1M,544
E09000009,Home delivery,2024-02-01/P1M,790
E09000009,Home delivery,2024-03-01/P1M,339
E09000017,Shared building,2023-04-01/P1M,69428
E09000017,Shared building,2023-05-01/P1M,74273
E09000017,Shared building,2023-06-01/P1M,74225
E09000017,Shared building,2023-07-01/P1M,75888
E09000017,Shared building,2023-08-01/P1M,72284
E09000017,Shared building,2023-09-01/P1M,73393
E09000017,Shared building,2023-10-01/P1M,71595
E09000017,Shared building,2023-11-01/P1M,68369
E09000017,Shared building,2023-12-01/P1M,58365
E09000017,Shared building,2024-01-01/P1M,69923
E09000017,Shared building,2024-02-01/P1M,66330
E09000017,Shared building,2024-03-01/P1M,66193
E09000017,Library,2023-04-01/P1M,15130
E09000017,Library,2023-05-01/P1M,15486
E09000017,Library,2023-06-01/P1M,15599
E09000017,Library,2023-07-01/P1M,15663
E09000017,Library,2023-08-01/P1M,15835
E09000017,Library,2023-09-01/P1M,16079
E09000017,Library,2023-10-01/P1M,17934
E09000017,Library,2023-11-01/P1M,16536
E09000017,Library,2023-12-01/P1M,13913
E09000017,Library,2024-01-01/P1M,17279
E09000017,Library,2024-02-01/P1M,18661
E09000017,Library,2024-03-01/P1M,18681
E09000017,Mobile library,2023-04-01/P1M,1572
E09000017,Mobile library,2023-05-01/P1M,2230
E09000017,Mobile library,2023-06-01/P1M,2381
E09000017,Mobile library,2023-07-01/P1M,1956
E09000017,Mobile library,2023-08-01/P1M,1319
E09000017,Mobile library,2023-09-01/P1M,1762
E09000017,Mobile library,2023-10-01/P1M,1915
E09000017,Mobile library,2023-11-01/P1M,2192
E09000017,Mobile library,2023-12-01/P1M,2302
E09000017,Mobile library,2024-01-01/P1M,2833
E09000017,Mobile library,2024-02-01/P1M,2275
E09000017,Mobile library,2024-03-01/P1M,2573
E09000017,Home delivery,2023-04-01/P1M,1719
E09000017,Home delivery,2023-05-01/P1M,1660
E09000017,Home delivery,2023-06-01/P1M,1097
E09000017,Home delivery,2023-07-01/P1M,2154
E09000017,Home delivery,2023-08-01/P1M,1546
E09000017,Home delivery,2023-09-01/P1M,1370
E09000017,Home delivery,2023-10-01/P1M,1840
E09000017,Home delivery,2023-11-01/P1M,1261
E09000017,Home delivery,2023-12-01/P1M,1614
E09000017,Home delivery,2024-01-01/P1M,1965
E09000017,Home delivery,2024-02-01/P1M,1212
E09000017,Home delivery,2024-03-01/P1M,1459
E09000018,Shared building,2023-04-01/P1M,15482
E09000018,Shared building,2023-05-01/P1M,16363
E09000018,Shared building,2023-06-01/P1M,16944
E09000018,Shared building,2023-07-01/P1M,17838
E09000018,Shared building,2023-08-01/P1M,18227
E09000018,Shared building,2023-09-01/P1M,19941
E09000018,Shared building,2023-10-01/P1M,21612
E09000018,Shared building,2023-11-01/P1M,20460
E09000018,Shared building,2023-12-01/P1M,16082
E09000018,Shared building,2024-01-01/P1M,22244
E09000018,Shared building,2024-02-01/P1M,22476
E09000018,Shared building,2024-03-01/P1M,21504
E09000018,Library,2023-04-01/P1M,37687
E09000018,Library,2023-05-01/P1M,39432
E09000018,Library,2023-06-01/P1M,40756
E09000018,Library,2023-07-01/P1M,34219
E09000018,Library,2023-08-01/P1M,37696
E09000018,Library,2023-09-01/P1M,40595
E09000018,Library,2023-10-01/P1M,42239
E09000018,Library,2023-11-01/P1M,41336
E09000018,Library,2023-12-01/P1M,33046
E09000018,Library,2024-01-01/P1M,49517
E09000018,Library,2024-02-01/P1M,45577
E09000018,Library,2024-03-01/P1M,43522
E09000018,Home delivery,2023-04-01/P1M,15
E09000018,Home delivery,2023-05-01/P1M,128
E09000018,Home delivery,2023-06-01/P1M,146
E09000018,Home delivery,2023-07-01/P1M,75
E09000018,Home delivery,2023-08-01/P1M,134
E09000018,Home delivery,2023-09-01/P1M,147
E09000018,Home delivery,2023-10-01/P1M,130
E09000018,Home delivery,2023-11-01/P1M,34
E09000018,Home delivery,2024-01-01/P1M,59
E09000018,Home delivery,2024-02-01/P1M,50
E09000018,Home delivery,2024-03-01/P1M,90
E09000027,Shared building,2023-04-01/P1M,72676
E09000027,Shared building,2023-05-01/P1M,70837
E09000027,Shared building,2023-06-01/P1M,68192
E09000027,Shared building,2023-07-01/P1M,85805
E09000027,Shared building,2023-08-01/P1M,78833
E09000027,Shared building,2023-09-01/P1M,77269
E09000027,Shared building,2023-10-01/P1M,76143
E09000027,Shared building,2023-11-01/P1M,76738
E09000027,Shared building,2023-12-01/P1M,65953
E09000027,Shared building,2024-01-01/P1M,80328
E09000027,Shared building,2024-02-01/P1M,76554
E09000027,Shared building,2024-03-01/P1M,78808
E09000027,Home delivery,2023-04-01/P1M,84
E09000027,Home delivery,2023-05-01/P1M,84
E09000027,Home delivery,2023-06-01/P1M,84
E09000027,Home delivery,2023-07-01/P1M,84
E09000027,Home delivery,2023-08-01/P1M,84
E09000027,Home delivery,2023-09-01/P1M,84
E09000027,Home delivery,2023-10-01/P1M,84
E09000027,Home delivery,2023-11-01/P1M,84
E09000027,Home delivery,2023-12-01/P1M,84
E09000027,Home delivery,2024-01-01/P1M,84
E09000027,Home delivery,2024-02-01/P1M,84
E09000027,Home delivery,2024-03-01/P1M,84
E09000029,Shared building,2023-04-01/P1M,514910
E09000029,Shared building,2023-05-01/P1M,564110
E09000029,Shared building,2023-06-01/P1M,531670
E09000029,Shared building,2023-07-01/P1M,476200
E09000029,Shared building,2023-08-01/P1M,484700
E09000029,Shared building,2023-09-01/P1M,507540
E09000029,Shared building,2023-10-01/P1M,533590
E09000029,Shared building,2023-11-01/P1M,53236
E09000029,Shared building,2023-12-01/P1M,40210
E09000029,Shared building,2024-01-01/P1M,56544
E09000029,Shared building,2024-02-01/P1M,55103
E09000029,Shared building,2024-03-01/P1M,55802
E09000029,Library,2023-04-01/P1M,185940
E09000029,Library,2023-05-01/P1M,206540
E09000029,Library,2023-06-01/P1M,195830
E09000029,Library,2023-07-01/P1M,20675
E09000029,Library,2023-08-01/P1M,184780
E09000029,Library,2023-09-01/P1M,197220
E09000029,Library,2023-10-01/P1M,215360
E09000029,Library,2023-11-01/P1M,20430
E09000029,Library,2023-12-01/P1M,16620
E09000029,Library,2024-01-01/P1M,22372
E09000029,Library,2024-02-01/P1M,23199
E09000029,Library,2024-03-01/P1M,21545
E06000032,Shared building,2023-04-01/P1M,7138
E06000032,Shared building,2023-05-01/P1M,7294
E06000032,Shared building,2023-06-01/P1M,7192
E06000032,Shared building,2023-07-01/P1M,8962
E06000032,Shared building,2023-08-01/P1M,9588
E06000032,Shared building,2023-09-01/P1M,8549
E06000032,Shared building,2023-10-01/P1M,8508
E06000032,Shared building,2023-11-01/P1M,8190
E06000032,Shared building,2023-12-01/P1M,7343
E06000032,Shared building,2024-01-01/P1M,7464
E06000032,Shared building,2024-02-01/P1M,7419
E06000032,Shared building,2024-03-01/P1M,8200
E06000032,Library,2023-04-01/P1M,17282
E06000032,Library,2023-05-01/P1M,16395
E06000032,Library,2023-06-01/P1M,17577
E06000032,Library,2023-07-01/P1M,17438
E06000032,Library,2023-08-01/P1M,19063
E06000032,Library,2023-09-01/P1M,17274
E06000032,Library,2023-10-01/P1M,22947
E06000032,Library,2023-11-01/P1M,21213
E06000032,Library,2023-12-01/P1M,21217
E06000032,Library,2024-01-01/P1M,20117
E06000032,Library,2024-02-01/P1M,20340
E06000032,Library,2024-03-01/P1M,20195
E08000003,Shared building,2023-04-01/P1M,148252
E08000003,Shared building,2023-05-01/P1M,154029
E08000003,Shared building,2023-06-01/P1M,139718
E08000003,Shared building,2023-07-01/P1M,139789
E08000003,Shared building,2023-08-01/P1M,144923
E08000003,Shared building,2023-09-01/P1M,139836
E08000003,Shared building,2023-10-01/P1M,160476
E08000003,Shared building,2023-11-01/P1M,159445
E08000003,Shared building,2023-12-01/P1M,125751
E08000003,Shared building,2024-01-01/P1M,152664
E08000003,Shared building,2024-02-01/P1M,163967
E08000003,Shared building,2024-03-01/P1M,151504
E08000003,Library,2023-04-01/P1M,68160
E08000003,Library,2023-05-01/P1M,73004
E08000003,Library,2023-06-01/P1M,72210
E08000003,Library,2023-07-01/P1M,77614
E08000003,Library,2023-08-01/P1M,77565
E08000003,Library,2023-09-01/P1M,95039
E08000003,Library,2023-10-01/P1M,101159
E08000003,Library,2023-11-01/P1M,93478
E08000003,Library,2023-12-01/P1M,80201
E08000003,Library,2024-01-01/P1M,99734
E08000003,Library,2024-02-01/P1M,103934
E08000003,Library,2024-03-01/P1M,102627
E08000003,Home delivery,2023-04-01/P1M,322
E08000003,Home delivery,2023-05-01/P1M,354
E08000003,Home delivery,2023-06-01/P1M,408
E08000003,Home delivery,2023-07-01/P1M,353
E08000003,Home delivery,2023-08-01/P1M,331
E08000003,Home delivery,2023-09-01/P1M,344
E08000003,Home delivery,2023-10-01/P1M,298
E08000003,Home delivery,2023-11-01/P1M,342
E08000003,Home delivery,2023-12-01/P1M,143
E08000003,Home delivery,2024-01-01/P1M,398
E08000003,Home delivery,2024-02-01/P1M,287
E08000003,Home delivery,2024-03-01/P1M,417
E09000024,Shared building,2023-04-01/P1M,69792
E09000024,Shared building,2023-05-01/P1M,75287
E09000024,Shared building,2023-06-01/P1M,76778
E09000024,Shared building,2023-07-01/P1M,78787
E09000024,Shared building,2023-08-01/P1M,69276
E09000024,Shared building,2023-09-01/P1M,82372
E09000024,Shared building,2023-10-01/P1M,83978
E09000024,Shared building,2023-11-01/P1M,84349
E09000024,Shared building,2023-12-01/P1M,65416
E09000024,Shared building,2024-01-01/P1M,79348
E09000024,Shared building,2024-02-01/P1M,81759
E09000024,Shared building,2024-03-01/P1M,80575
