Authority,Location,Period,Count
E09000030,Library,2023-06-01/P1M,104226
E09000030,Library,2023-07-01/P1M,101935
E09000030,Library,2023-08-01/P1M,103684
E09000030,Library,2023-09-01/P1M,104906
E09000030,Library,2023-10-01/P1M,111563
E09000030,Library,2023-11-01/P1M,87993
E09000030,Library,2023-12-01/P1M,86596
E09000030,Library,2024-01-01/P1M,113119
E09000030,Library,2024-02-01/P1M,108673
E09000030,Library,2024-03-01/P1M,104128
E09000026,Shared building,2023-04-01/P1M,39759
E09000026,Shared building,2023-05-01/P1M,38492
E09000026,Shared building,2023-06-01/P1M,40350
E09000026,Shared building,2023-07-01/P1M,40373
E09000026,Shared building,2023-08-01/P1M,40282
E09000026,Shared building,2023-09-01/P1M,42485
E09000026,Shared building,2023-10-01/P1M,45811
E09000026,Shared building,2023-11-01/P1M,46627
E09000026,Shared building,2023-12-01/P1M,40635
E09000026,Shared building,2024-01-01/P1M,49899
E09000026,Shared building,2024-02-01/P1M,51583
E09000026,Shared building,2024-03-01/P1M,53881
E09000026,Library,2023-04-01/P1M,51948
E09000026,Library,2023-05-01/P1M,59374
E09000026,Library,2023-06-01/P1M,54800
E09000026,Library,2023-07-01/P1M,46448
E09000026,Library,2023-08-01/P1M,51079
E09000026,Library,2023-09-01/P1M,48062
E09000026,Library,2023-10-01/P1M,53069
E09000026,Library,2023-11-01/P1M,50927
E09000026,Library,2023-12-01/P1M,42374
E09000026,Library,2024-01-01/P1M,50712
E09000026,Library,2024-02-01/P1M,53870
E09000026,Library,2024-03-01/P1M,52546
E09000026,Home delivery,2023-04-01/P1M,32
E09000026,Home delivery,2023-05-01/P1M,30
E09000026,Home delivery,2023-06-01/P1M,37
E09000026,Home delivery,2023-07-01/P1M,40
E09000026,Home delivery,2023-08-01/P1M,33
E09000026,Home delivery,2023-09-01/P1M,21
E09000026,Home delivery,2023-10-01/P1M,25
E09000026,Home delivery,2023-11-01/P1M,43
E09000026,Home delivery,2023-12-01/P1M,45
E09000026,Home delivery,2024-01-01/P1M,32
E09000026,Home delivery,2024-02-01/P1M,28
E09000026,Home delivery,2024-03-01/P1M,28
E08000036,Shared building,2023-04-01/P1M,61849
E08000036,Shared building,2023-05-01/P1M,56714
E08000036,Shared building,2023-06-01/P1M,59939
E08000036,Shared building,2023-07-01/P1M,64434
E08000036,Shared building,2023-08-01/P1M,69863
E08000036,Shared building,2023-09-01/P1M,60113
E08000036,Shared building,2023-10-01/P1M,64295
E08000036,Shared building,2023-11-01/P1M,68360
E08000036,Shared building,2023-12-01/P1M,47530
E08000036,Shared building,2024-01-01/P1M,67867
E08000036,Shared building,2024-02-01/P1M,67605
E08000036,Shared building,2024-03-01/P1M,69405
E08000036,Mobile library,2023-04-01/P1M,81
E08000036,Mobile library,2023-05-01/P1M,257
E08000036,Mobile library,2023-06-01/P1M,114
E08000036,Mobile library,2023-07-01/P1M,72
E08000036,Mobile library,2023-08-01/P1M,123
E08000036,Mobile library,2023-09-01/P1M,76
E08000036,Mobile library,2023-10-01/P1M,65
E08000036,Mobile library,2023-11-01/P1M,92
E08000036,Mobile library,2023-12-01/P1M,41
E08000036,Mobile library,2024-01-01/P1M,103
E08000036,Mobile library,2024-02-01/P1M,73
E08000036,Mobile library,2024-03-01/P1M,86
E08000036,Home delivery,2023-04-01/P1M,94
E08000036,Home delivery,2023-05-01/P1M,99
E08000036,Home delivery,2023-06-01/P1M,123
E08000036,Home delivery,2023-07-01/P1M,93
E08000036,Home delivery,2023-08-01/P1M,130
E08000036,Home delivery,2023-09-01/P1M,105
E08000036,Home delivery,2023-10-01/P1M,90
E08000036,Home delivery,2023-11-01/P1M,126
E08000036,Home delivery,2023-12-01/P1M,61
E08000036,Home delivery,2024-01-01/P1M,124
E08000036,Home delivery,2024-02-01/P1M,96
E08000036,Home delivery,2024-03-01/P1M,113
E08000030,Shared building,2023-04-01/P1M,22140
E08000030,Shared building,2023-05-01/P1M,23820
E08000030,Shared building,2023-06-01/P1M,22322
E08000030,Shared building,2023-07-01/P1M,24386
E08000030,Shared building,2023-08-01/P1M,29232
E08000030,Shared building,2023-09-01/P1M,25310
E08000030,Shared building,2023-10-01/P1M,27032
E08000030,Shared building,2023-11-01/P1M,26565
E08000030,Shared building,2023-12-01/P1M,21376
E08000030,Shared building,2024-01-01/P1M,25500
E08000030,Shared building,2024-02-01/P1M,20810
E08000030,Shared building,2024-03-01/P1M,23146
E08000030,Library,2023-04-01/P1M,2514
E08000030,Library,2023-05-01/P1M,4102
E08000030,Library,2023-06-01/P1M,4330
E08000030,Library,2023-07-01/P1M,4702
E08000030,Library,2023-08-01/P1M,5773
E08000030,Library,2023-09-01/P1M,4671
E08000030,Library,2023-10-01/P1M,4648
E08000030,Library,2023-11-01/P1M,5275
E08000030,Library,2023-12-01/P1M,3629
E08000030,Library,2024-01-01/P1M,4625
E08000030,Library,2024-02-01/P1M,4057
E08000030,Library,2024-03-01/P1M,4853
E08000030,Mobile library,2023-04-01/P1M,828
E08000030,Mobile library,2023-05-01/P1M,1265
E08000030,Mobile library,2023-06-01/P1M,1106
E08000030,Mobile library,2023-07-01/P1M,553
E08000030,Mobile library,2023-08-01/P1M,306
E08000030,Mobile library,2023-09-01/P1M,849
E08000030,Mobile library,2023-10-01/P1M,1043
E08000030,Mobile library,2023-11-01/P1M,1092
E08000030,Mobile library,2023-12-01/P1M,757
E08000030,Mobile library,2024-01-01/P1M,1288
E08000030,Mobile library,2024-02-01/P1M,1228
E08000030,Mobile library,2024-03-01/P1M,999
E08000030,Home delivery,2023-04-01/P1M,555
E08000030,Home delivery,2023-05-01/P1M,633
E08000030,Home delivery,2023-06-01/P1M,598
E08000030,Home delivery,2023-07-01/P1M,590
E08000030,Home delivery,2023-08-01/P1M,667
E08000030,Home delivery,2023-09-01/P1M,598
E08000030,Home delivery,2023-10-01/P1M,656
E08000030,Home delivery,2023-11-01/P1M,606
E08000030,Home delivery,2023-12-01/P1M,454
E08000030,Home delivery,2024-01-01/P1M,660
E08000030,Home delivery,2024-02-01/P1M,612
E08000030,Home delivery,2024-03-01/P1M,593
E09000032,Shared building,2023-04-01/P1M,87905
E09000032,Shared building,2023-05-01/P1M,77210
E09000032,Shared building,2023-06-01/P1M,84184
E09000032,Shared building,2023-07-01/P1M,80363
E09000032,Shared building,2023-08-01/P1M,85435
E09000032,Shared building,2023-09-01/P1M,90286
E09000032,Shared building,2023-10-01/P1M,100941
E09000032,Shared building,2023-11-01/P1M,102999
E09000032,Shared building,2023-12-01/P1M,87625
E09000032,Shared building,2024-01-01/P1M,105607
E09000032,Shared building,2024-02-01/P1M,104948
E09000032,Shared building,2024-03-01/P1M,110104
E09000032,Home delivery,2023-04-01/P1M,3281
E09000032,Home delivery,2023-05-01/P1M,3478
E09000032,Home delivery,2023-06-01/P1M,3711
E09000032,Home delivery,2023-07-01/P1M,2477
E09000032,Home delivery,2023-08-01/P1M,3445
E09000032,Home delivery,2023-09-01/P1M,3074
E09000032,Home delivery,2023-10-01/P1M,3172
E09000032,Home delivery,2023-11-01/P1M,3611
E09000032,Home delivery,2023-12-01/P1M,2633
E09000032,Home delivery,2024-01-01/P1M,3842
E09000032,Home delivery,2024-02-01/P1M,3171
E09000032,Home delivery,2024-03-01/P1M,3401
E06000007,Shared building,2023-03-01/P3M,44561
E06000007,Shared building,2023-06-01/P3M,57652
E06000007,Shared building,2023-09-01/P3M,54828
E06000007,Shared building,2023-12-01/P3M,59483
E06000007,Library,2023-03-01/P3M,53529
E06000007,Library,2023-06-01/P3M,60408
E06000007,Library,2023-09-01/P3M,64624
E06000007,Library,2023-12-01/P3M,72510
E10000031,Shared building,2023-04-01/P1M,35862
E10000031,Shared building,2023-05-01/P1M,33517
E10000031,Shared building,2023-06-01/P1M,34996
E10000031,Shared building,2023-07-01/P1M,37891
E10000031,Shared building,2023-08-01/P1M,39706
E10000031,Shared building,2023-09-01/P1M,36213
E10000031,Shared building,2023-10-01/P1M,35214
E10000031,Shared building,2023-11-01/P1M,35536
E10000031,Shared building,2023-12-01/P1M,28700
E10000031,Shared building,2024-01-01/P1M,35560
E10000031,Shared building,2024-02-01/P1M,36220
E10000031,Shared building,2024-03-01/P1M,36845
E10000031,Library,2023-04-01/P1M,47114
E10000031,Library,2023-05-01/P1M,45737
E10000031,Library,2023-06-01/P1M,51572
E10000031,Library,2023-07-01/P1M,57942
E10000031,Library,2023-08-01/P1M,59701
E10000031,Library,2023-09-01/P1M,55298
E10000031,Library,2023-10-01/P1M,56788
E10000031,Library,2023-11-01/P1M,57984
E10000031,Library,2023-12-01/P1M,45921
E10000031,Library,2024-01-01/P1M,61944
E10000031,Library,2024-02-01/P1M,60435
E10000031,Library,2024-03-01/P1M,59979
E10000031,Mobile library,2023-04-01/P1M,1329
E10000031,Mobile library,2023-05-01/P1M,1612
E10000031,Mobile library,2023-06-01/P1M,1685
E10000031,Mobile library,2023-07-01/P1M,1554
E10000031,Mobile library,2023-08-01/P1M,1368
E10000031,Mobile library,2023-09-01/P1M,1425
E10000031,Mobile library,2023-10-01/P1M,1086
E10000031,Mobile library,2023-11-01/P1M,1333
E10000031,Mobile library,2023-12-01/P1M,896
E10000031,Mobile library,2024-01-01/P1M,1279
E10000031,Mobile library,2024-02-01/P1M,1262
E10000031,Mobile library,2024-03-01/P1M,1163
E06000037,Shared building,2023-04-01/P1M,22736
E06000037,Shared building,2023-05-01/P1M,23255
E06000037,Shared building,2023-06-01/P1M,22941
E06000037,Shared building,2023-07-01/P1M,29960
E06000037,Shared building,2023-08-01/P1M,31693
E06000037,Shared building,2023-09-01/P1M,28500
E06000037,Shared building,2023-10-01/P1M,25599
E06000037,Shared building,2023-11-01/P1M,24649
E06000037,Shared building,2023-12-01/P1M,19687
E06000037,Shared building,2024-01-01/P1M,25005
E06000037,Shared building,2024-02-01/P1M,24661
E06000037,Shared building,2024-03-01/P1M,25628
E06000037,Mobile library,2023-04-01/P1M,442
E06000037,Mobile library,2023-05-01/P1M,590
E06000037,Mobile library,2023-06-01/P1M,557
E06000037,Mobile library,2023-07-01/P1M,522
E06000037,Mobile library,2023-08-01/P1M,507
E06000037,Mobile library,2023-09-01/P1M,566
E06000037,Mobile library,2023-10-01/P1M,530
E06000037,Mobile library,2023-11-01/P1M,636
E06000037,Mobile library,2023-12-01/P1M,60
E06000037,Mobile library,2024-01-01/P1M,557
E06000037,Mobile library,2024-02-01/P1M,475
E06000037,Mobile library,2024-03-01/P1M,542
E06000037,Home delivery,2023-04-01/P1M,86
E06000037,Home delivery,2023-05-01/P1M,69
E06000037,Home delivery,2023-06-01/P1M,84
E06000037,Home delivery,2023-07-01/P1M,75
E06000037,Home delivery,2023-08-01/P1M,73
E06000037,Home delivery,2023-09-01/P1M,76
E06000037,Home delivery,2023-10-01/P1M,67
E06000037,Home delivery,2023-11-01/P1M,92
E06000037,Home delivery,2023-12-01/P1M,60
E06000037,Home delivery,2024-01-01/P1M,81
E06000037,Home delivery,2024-02-01/P1M,58
E06000037,Home delivery,2024-03-01/P1M,83
E10000032,Shared building,2023-04-01/P1M,133423
E10000032,Shared building,2023-05-01/P1M,132126
E10000032,Shared building,2023-06-01/P1M,135325
E10000032,Shared building,2023-07-01/P1M,157473
E10000032,Shared building,2023-08-01/P1M,166860
E10000032,Shared building,2023-09-01/P1M,147602
E10000032,Shared building,2023-10-01/P1M,148040
E10000032,Shared building,2023-11-01/P1M,136548
E10000032,Shared building,2023-12-01/P1M,119317
E10000032,Shared building,2024-01-01/P1M,138834
E10000032,Shared building,2024-02-01/P1M,137603
E10000032,Shared building,2024-03-01/P1M,140198
E10000032,Library,2023-04-01/P1M,34367
E10000032,Library,2023-05-01/P1M,36733
E10000032,Library,2023-06-01/P1M,35815
E10000032,Library,2023-07-01/P1M,39923
E10000032,Library,2023-08-01/P1M,41230
E10000032,Library,2023-09-01/P1M,37794
E10000032,Library,2023-10-01/P1M,37787
E10000032,Library,2023-11-01/P1M,37223
E10000032,Library,2023-12-01/P1M,30912
E10000032,Library,2024-01-01/P1M,36271
E10000032,Library,2024-02-01/P1M,31812
E10000032,Library,2024-03-01/P1M,39600
E09000033,Shared building,2023-04-01/P1M,105768
E09000033,Shared building,2023-05-01/P1M,115200
E09000033,Shared building,2023-06-01/P1M,113751
E09000033,Shared building,2023-07-01/P1M,109392
E09000033,Shared building,2023-08-01/P1M,108146
E09000033,Shared building,2023-09-01/P1M,111447
E09000033,Shared building,2023-10-01/P1M,138421
E09000033,Shared building,2023-11-01/P1M,143056
E09000033,Shared building,2023-12-01/P1M,112722
E09000033,Shared building,2024-01-01/P1M,134284
E09000033,Shared building,2024-02-01/P1M,133155
E09000033,Shared building,2024-03-01/P1M,129938
E06000064,Shared building,2023-04-01/P1M,19196
E06000064,Shared building,2023-05-01/P1M,19030
E06000064,Shared building,2023-06-01/P1M,20895
E06000064,Shared building,2023-07-01/P1M,25934
E06000064,Shared building,2023-08-01/P1M,25827
E06000064,Shared building,2023-09-01/P1M,26257
E06000064,Shared building,2023-10-01/P1M,30340
E06000064,Shared building,2023-11-01/P1M,31670
E06000064,Shared building,2023-12-01/P1M,26333
E06000064,Shared building,2024-01-01/P1M,32629
E06000064,Shared building,2024-02-01/P1M,33051
E06000064,Shared building,2024-03-01/P1M,35471
E06000064,Home delivery,2023-04-01/P1M,57
E06000064,Home delivery,2023-05-01/P1M,59
E06000064,Home delivery,2023-06-01/P1M,60
E06000064,Home delivery,2023-07-01/P1M,60
E06000064,Home delivery,2023-08-01/P1M,60
E06000064,Home delivery,2023-09-01/P1M,59
E06000064,Home delivery,2023-10-01/P1M,59
E06000064,Home delivery,2023-11-01/P1M,59
E06000064,Home delivery,2023-12-01/P1M,62
E06000064,Home delivery,2024-01-01/P1M,64
E06000064,Home delivery,2024-02-01/P1M,63
E06000064,Home delivery,2024-03-01/P1M,64
E08000010,Shared building,2023-04-01/P1M,18855
E08000010,Shared building,2023-05-01/P1M,19074
E08000010,Shared building,2023-06-01/P1M,19925
E08000010,Shared building,2023-07-01/P1M,23283
E08000010,Shared building,2023-08-01/P1M,22836
E08000010,Shared building,2023-09-01/P1M,20833
E08000010,Shared building,2023-10-01/P1M,22517
E08000010,Shared building,2023-11-01/P1M,24321
E08000010,Shared building,2023-12-01/P1M,17746
E08000010,Shared building,2024-01-01/P1M,21997
E08000010,Shared building,2024-02-01/P1M,23272
E08000010,Shared building,2024-03-01/P1M,16425
E08000010,Library,2023-04-01/P1M,11830
E08000010,Library,2023-05-01/P1M,11931
E08000010,Library,2023-06-01/P1M,13361
E08000010,Library,2023-07-01/P1M,13244
E08000010,Library,2023-08-01/P1M,14534
E08000010,Library,2023-09-01/P1M,13791
E08000010,Library,2023-10-01/P1M,15340
E08000010,Library,2023-11-01/P1M,15987
E08000010,Library,2023-12-01/P1M,9641
E08000010,Library,2024-01-01/P1M,15313
E08000010,Library,2024-02-01/P1M,14439
E08000010,Library,2024-03-01/P1M,14493
E06000054,Shared building,2023-04-01/P1M,34940
E06000054,Shared building,2023-05-01/P1M,33578
E06000054,Shared building,2023-06-01/P1M,34486
E06000054,Shared building,2023-07-01/P1M,40497
E06000054,Shared building,2023-08-01/P1M,47157
E06000054,Shared building,2023-09-01/P1M,41906
E06000054,Shared building,2023-10-01/P1M,42688
E06000054,Shared building,2023-11-01/P1M,41604
E06000054,Shared building,2023-12-01/P1M,34117
E06000054,Shared building,2024-01-01/P1M,41770
E06000054,Shared building,2024-02-01/P1M,45415
E06000054,Shared building,2024-03-01/P1M,42051
E06000054,Library,2023-04-01/P1M,59860
E06000054,Library,2023-05-01/P1M,57037
E06000054,Library,2023-06-01/P1M,57981
E06000054,Library,2023-07-01/P1M,69823
E06000054,Library,2023-08-01/P1M,76727
E06000054,Library,2023-09-01/P1M,68914
E06000054,Library,2023-10-01/P1M,68783
E06000054,Library,2023-11-01/P1M,66223
E06000054,Library,2023-12-01/P1M,56001
E06000054,Library,2024-01-01/P1M,70171
E06000054,Library,2024-02-01/P1M,70960
E06000054,Library,2024-03-01/P1M,72354
E06000054,Mobile library,2023-04-01/P1M,1401
E06000054,Mobile library,2023-05-01/P1M,1622
E06000054,Mobile library,2023-06-01/P1M,1684
E06000054,Mobile library,2023-07-01/P1M,1469
E06000054,Mobile library,2023-08-01/P1M,1122
E06000054,Mobile library,2023-09-01/P1M,1802
E06000054,Mobile library,2023-10-01/P1M,1812
E06000054,Mobile library,2023-11-01/P1M,1906
E06000054,Mobile library,2023-12-01/P1M,1176
E06000054,Mobile library,2024-01-01/P1M,1683
E06000054,Mobile library,2024-02-01/P1M,1806
E06000054,Mobile library,2024-03-01/P1M,1796
E06000054,Home delivery,2023-04-01/P1M,129
E06000054,Home delivery,2023-05-01/P1M,132
E06000054,Home delivery,2023-06-01/P1M,145
E06000054,Home delivery,2023-07-01/P1M,148
E06000054,Home delivery,2023-08-01/P1M,149
E06000054,Home delivery,2023-09-01/P1M,152
E06000054,Home delivery,2023-10-01/P1M,147
E06000054,Home delivery,2023-11-01/P1M,147
E06000054,Home delivery,2023-12-01/P1M,145
E06000054,Home delivery,2024-01-01/P1M,146
E06000054,Home delivery,2024-02-01/P1M,148
E06000054,Home delivery,2024-03-01/P1M,140
E08000015,Shared building,2023-04-01/P1M,19039
E08000015,Shared building,2023-05-01/P1M,18893
E08000015,Shared building,2023-06-01/P1M,23102
E08000015,Shared building,2023-07-01/P1M,22824
E08000015,Shared building,2023-08-01/P1M,26117
E08000015,Shared building,2023-09-01/P1M,24443
E08000015,Shared building,2023-10-01/P1M,25473
E08000015,Shared building,2023-11-01/P1M,21571
E08000015,Shared building,2023-12-01/P1M,15523
E08000015,Shared building,2024-01-01/P1M,23336
E08000015,Shared building,2024-02-01/P1M,24572
E08000015,Shared building,2024-03-01/P1M,22701
E08000015,Library,2023-04-01/P1M,18970
E08000015,Library,2023-05-01/P1M,18520
E08000015,Library,2023-06-01/P1M,7219
E08000015,Library,2023-07-01/P1M,9666
E08000015,Library,2023-08-01/P1M,11664
E08000015,Library,2023-09-01/P1M,10457
E08000015,Library,2023-10-01/P1M,11191
E08000015,Library,2023-11-01/P1M,11191
E08000015,Library,2023-12-01/P1M,9003
E08000015,Library,2024-01-01/P1M,10411
E08000015,Library,2024-02-01/P1M,9648
E08000015,Library,2024-03-01/P1M,9882
E08000015,Home delivery,2023-04-01/P1M,228
E08000015,Home delivery,2023-05-01/P1M,270
E08000015,Home delivery,2023-06-01/P1M,238
E08000015,Home delivery,2023-07-01/P1M,267
E08000015,Home delivery,2023-08-01/P1M,269
E08000015,Home delivery,2023-09-01/P1M,242
E08000015,Home delivery,2023-10-01/P1M,265
E08000015,Home delivery,2023-11-01/P1M,263
E08000015,Home delivery,2023-12-01/P1M,170
E08000015,Home delivery,2024-01-01/P1M,256
E08000015,Home delivery,2024-02-01/P1M,275
E08000015,Home delivery,2024-03-01/P1M,216
E08000031,Shared building,2023-04-01/P1Y,439225
E10000034,Shared building,2023-04-01/P1M,22884
E10000034,Shared building,2023-05-01/P1M,21542
E10000034,Shared building,2023-06-01/P1M,24260
E10000034,Shared building,2023-07-01/P1M,26331
E10000034,Shared building,2023-08-01/P1M,27985
E10000034,Shared building,2023-09-01/P1M,27255
E10000034,Shared building,2023-10-01/P1M,26346
E10000034,Shared building,2023-11-01/P1M,27673
E10000034,Shared building,2023-12-01/P1M,21246
E10000034,Shared building,2024-01-01/P1M,25954
E10000034,Shared building,2024-02-01/P1M,27096
E10000034,Shared building,2024-03-01/P1M,24927
E10000034,Library,2023-04-01/P1M,119741
E10000034,Library,2023-05-01/P1M,117646
E10000034,Library,2023-06-01/P1M,114382
E10000034,Library,2023-07-01/P1M,122898
E10000034,Library,2023-08-01/P1M,127729
E10000034,Library,2023-09-01/P1M,124738
E10000034,Library,2023-10-01/P1M,131550
E10000034,Library,2023-11-01/P1M,127048
E10000034,Library,2023-12-01/P1M,99994
E10000034,Library,2024-01-01/P1M,127868
E10000034,Library,2024-02-01/P1M,128202
E10000034,Library,2024-03-01/P1M,127040
E10000034,Mobile library,2023-04-01/P1M,186
E10000034,Mobile library,2023-05-01/P1M,207
E10000034,Mobile library,2023-06-01/P1M,249
E10000034,Mobile library,2023-07-01/P1M,240
E10000034,Mobile library,2023-08-01/P1M,192
E10000034,Mobile library,2023-09-01/P1M,205
E10000034,Mobile library,2023-10-01/P1M,479
E10000034,Mobile library,2023-11-01/P1M,498
E10000034,Mobile library,2023-12-01/P1M,9
E10000034,Mobile library,2024-01-01/P1M,103
E10000034,Mobile library,2024-02-01/P1M,230
E10000034,Mobile library,2024-03-01/P1M,274
E10000034,Home delivery,2023-04-01/P1M,126
E10000034,Home delivery,2023-05-01/P1M,165
E10000034,Home delivery,2023-06-01/P1M,140
E10000034,Home delivery,2023-07-01/P1M,269
E10000034,Home delivery,2023-08-01/P1M,168
E10000034,Home delivery,2023-09-01/P1M,331
E10000034,Home delivery,2023-10-01/P1M,168
E10000034,Home delivery,2023-11-01/P1M,173
E10000034,Home delivery,2023-12-01/P1M,170
E10000034,Home delivery,2024-01-01/P1M,165
E10000034,Home delivery,2024-02-01/P1M,185
E10000034,Home delivery,2024-03-01/P1M,169
