Authority,Format,Content age group,Period,Count
E06000018,Physical book,Adult,2024-03-01/P1M,19537
E06000018,Physical book,Under 12,2023-04-01/P1M,15234
E06000018,Physical book,Under 12,2023-05-01/P1M,14368
E06000018,Physical book,Under 12,2023-06-01/P1M,13878
E06000018,Physical book,Under 12,2023-07-01/P1M,17686
E06000018,Physical book,Under 12,2023-08-01/P1M,22327
E06000018,Physical book,Under 12,2023-09-01/P1M,15261
E06000018,Physical book,Under 12,2023-10-01/P1M,17883
E06000018,Physical book,Under 12,2023-11-01/P1M,15672
E06000018,Physical book,Under 12,2023-12-01/P1M,14370
E06000018,Physical book,Under 12,2024-01-01/P1M,20068
E06000018,Physical book,Under 12,2024-02-01/P1M,17626
E06000018,Physical book,Under 12,2024-03-01/P1M,17824
E06000018,Physical book,12-17,2023-04-01/P1M,602
E06000018,Physical book,12-17,2023-05-01/P1M,629
E06000018,Physical book,12-17,2023-06-01/P1M,560
E06000018,Physical book,12-17,2023-07-01/P1M,849
E06000018,Physical book,12-17,2023-08-01/P1M,1013
E06000018,Physical book,12-17,2023-09-01/P1M,777
E06000018,Physical book,12-17,2023-10-01/P1M,878
E06000018,Physical book,12-17,2023-11-01/P1M,719
E06000018,Physical book,12-17,2023-12-01/P1M,781
E06000018,Physical book,12-17,2024-01-01/P1M,1063
E06000018,Physical book,12-17,2024-02-01/P1M,863
E06000018,Physical book,12-17,2024-03-01/P1M,805
E06000018,Physical audiobook,Adult,2023-04-01/P1M,409
E06000018,Physical audiobook,Adult,2023-05-01/P1M,424
E06000018,Physical audiobook,Adult,2023-06-01/P1M,408
E06000018,Physical audiobook,Adult,2023-07-01/P1M,548
E06000018,Physical audiobook,Adult,2023-08-01/P1M,504
E06000018,Physical audiobook,Adult,2023-09-01/P1M,522
E06000018,Physical audiobook,Adult,2023-10-01/P1M,532
E06000018,Physical audiobook,Adult,2023-11-01/P1M,611
E06000018,Physical audiobook,Adult,2023-12-01/P1M,481
E06000018,Physical audiobook,Adult,2024-01-01/P1M,649
E06000018,Physical audiobook,Adult,2024-02-01/P1M,450
E06000018,Physical audiobook,Adult,2024-03-01/P1M,542
E06000018,Physical audiobook,Under 12,2023-04-01/P1M,77
E06000018,Physical audiobook,Under 12,2023-05-01/P1M,92
E06000018,Physical audiobook,Under 12,2023-06-01/P1M,88
E06000018,Physical audiobook,Under 12,2023-07-01/P1M,93
E06000018,Physical audiobook,Under 12,2023-08-01/P1M,97
E06000018,Physical audiobook,Under 12,2023-09-01/P1M,71
E06000018,Physical audiobook,Under 12,2023-10-01/P1M,103
E06000018,Physical audiobook,Under 12,2023-11-01/P1M,87
E06000018,Physical audiobook,Under 12,2023-12-01/P1M,85
E06000018,Physical audiobook,Under 12,2024-01-01/P1M,138
E06000018,Physical audiobook,Under 12,2024-02-01/P1M,97
E06000018,Physical audiobook,Under 12,2024-03-01/P1M,106
E06000018,Ebook,Adult,2023-04-01/P1M,1976
E06000018,Ebook,Adult,2023-05-01/P1M,2113
E06000018,Ebook,Adult,2023-06-01/P1M,1771
E06000018,Ebook,Adult,2023-07-01/P1M,1919
E06000018,Ebook,Adult,2023-08-01/P1M,1918
E06000018,Ebook,Adult,2023-09-01/P1M,1753
E06000018,Ebook,Adult,2023-10-01/P1M,1884
E06000018,Ebook,Adult,2023-11-01/P1M,1771
E06000018,Ebook,Adult,2023-12-01/P1M,1843
E06000018,Ebook,Adult,2024-01-01/P1M,1963
E06000018,Ebook,Adult,2024-02-01/P1M,1912
E06000018,Ebook,Adult,2024-03-01/P1M,1940
E06000018,Ebook,Under 12,2023-04-01/P1M,200
E06000018,Ebook,Under 12,2023-05-01/P1M,225
E06000018,Ebook,Under 12,2023-06-01/P1M,178
E06000018,Ebook,Under 12,2023-07-01/P1M,198
E06000018,Ebook,Under 12,2023-08-01/P1M,231
E06000018,Ebook,Under 12,2023-09-01/P1M,166
E06000018,Ebook,Under 12,2023-10-01/P1M,203
E06000018,Ebook,Under 12,2023-11-01/P1M,173
E06000018,Ebook,Under 12,2023-12-01/P1M,205
E06000018,Ebook,Under 12,2024-01-01/P1M,200
E06000018,Ebook,Under 12,2024-02-01/P1M,169
E06000018,Ebook,Under 12,2024-03-01/P1M,159
E06000018,Ebook,12-17,2023-04-01/P1M,129
E06000018,Ebook,12-17,2023-05-01/P1M,140
E06000018,Ebook,12-17,2023-06-01/P1M,135
E06000018,Ebook,12-17,2023-07-01/P1M,109
E06000018,Ebook,12-17,2023-08-01/P1M,125
E06000018,Ebook,12-17,2023-09-01/P1M,119
E06000018,Ebook,12-17,2023-10-01/P1M,108
E06000018,Ebook,12-17,2023-11-01/P1M,87
E06000018,Ebook,12-17,2023-12-01/P1M,132
E06000018,Ebook,12-17,2024-01-01/P1M,131
E06000018,Ebook,12-17,2024-02-01/P1M,131
E06000018,Ebook,12-17,2024-03-01/P1M,135
E06000018,Eaudio,Adult,2023-04-01/P1M,2902
E06000018,Eaudio,Adult,2023-05-01/P1M,2743
E06000018,Eaudio,Adult,2023-06-01/P1M,2672
E06000018,Eaudio,Adult,2023-07-01/P1M,2797
E06000018,Eaudio,Adult,2023-08-01/P1M,3056
E06000018,Eaudio,Adult,2023-09-01/P1M,3042
E06000018,Eaudio,Adult,2023-10-01/P1M,2985
E06000018,Eaudio,Adult,2023-11-01/P1M,3102
E06000018,Eaudio,Adult,2023-12-01/P1M,2859
E06000018,Eaudio,Adult,2024-01-01/P1M,3183
E06000018,Eaudio,Adult,2024-02-01/P1M,3334
E06000018,Eaudio,Adult,2024-03-01/P1M,3479
E06000018,Eaudio,Under 12,2023-04-01/P1M,326
E06000018,Eaudio,Under 12,2023-05-01/P1M,344
E06000018,Eaudio,Under 12,2023-06-01/P1M,287
E06000018,Eaudio,Under 12,2023-07-01/P1M,305
E06000018,Eaudio,Under 12,2023-08-01/P1M,320
E06000018,Eaudio,Under 12,2023-09-01/P1M,265
E06000018,Eaudio,Under 12,2023-10-01/P1M,314
E06000018,Eaudio,Under 12,2023-11-01/P1M,289
E06000018,Eaudio,Under 12,2023-12-01/P1M,349
E06000018,Eaudio,Under 12,2024-01-01/P1M,385
E06000018,Eaudio,Under 12,2024-02-01/P1M,393
E06000018,Eaudio,Under 12,2024-03-01/P1M,413
E06000018,Eaudio,12-17,2023-04-01/P1M,113
E06000018,Eaudio,12-17,2023-05-01/P1M,113
E06000018,Eaudio,12-17,2023-06-01/P1M,99
E06000018,Eaudio,12-17,2023-07-01/P1M,116
E06000018,Eaudio,12-17,2023-08-01/P1M,141
E06000018,Eaudio,12-17,2023-09-01/P1M,115
E06000018,Eaudio,12-17,2023-10-01/P1M,108
E06000018,Eaudio,12-17,2023-11-01/P1M,110
E06000018,Eaudio,12-17,2023-12-01/P1M,124
E06000018,Eaudio,12-17,2024-01-01/P1M,141
E06000018,Eaudio,12-17,2024-02-01/P1M,133
E06000018,Eaudio,12-17,2024-03-01/P1M,131
E10000024,Physical book,Adult,2023-04-01/P1M,93926
E10000024,Physical book,Adult,2023-05-01/P1M,95928
E10000024,Physical book,Adult,2023-06-01/P1M,96324
E10000024,Physical book,Adult,2023-07-01/P1M,96618
E10000024,Physical book,Adult,2023-08-01/P1M,97014
E10000024,Physical book,Adult,2023-09-01/P1M,93884
E10000024,Physical book,Adult,2023-10-01/P1M,98376
E10000024,Physical book,Adult,2023-11-01/P1M,95256
E10000024,Physical book,Adult,2023-12-01/P1M,72566
E10000024,Physical book,Adult,2024-01-01/P1M,103084
E10000024,Physical book,Adult,2024-02-01/P1M,86016
E10000024,Physical book,Adult,2024-03-01/P1M,93719
E10000024,Physical book,Under 12,2023-04-01/P1M,87207
E10000024,Physical book,Under 12,2023-05-01/P1M,77920
E10000024,Physical book,Under 12,2023-06-01/P1M,77509
E10000024,Physical book,Under 12,2023-07-01/P1M,101866
E10000024,Physical book,Under 12,2023-08-01/P1M,103839
E10000024,Physical book,Under 12,2023-09-01/P1M,82158
E10000024,Physical book,Under 12,2023-10-01/P1M,90386
E10000024,Physical book,Under 12,2023-11-01/P1M,86688
E10000024,Physical book,Under 12,2023-12-01/P1M,53288
E10000024,Physical book,Under 12,2024-01-01/P1M,82875
E10000024,Physical book,Under 12,2024-02-01/P1M,80686
E10000024,Physical book,Under 12,2024-03-01/P1M,81644
E10000024,Physical book,12-17,2023-04-01/P1M,1894
E10000024,Physical book,12-17,2023-05-01/P1M,1709
E10000024,Physical book,12-17,2023-06-01/P1M,1717
E10000024,Physical book,12-17,2023-07-01/P1M,2156
E10000024,Physical book,12-17,2023-08-01/P1M,2210
E10000024,Physical book,12-17,2023-09-01/P1M,1853
E10000024,Physical book,12-17,2023-10-01/P1M,1831
E10000024,Physical book,12-17,2023-11-01/P1M,1567
E10000024,Physical book,12-17,2023-12-01/P1M,1151
E10000024,Physical book,12-17,2024-01-01/P1M,1755
E10000024,Physical book,12-17,2024-02-01/P1M,1566
E10000024,Physical book,12-17,2024-03-01/P1M,1653
E10000024,Physical audiobook,Adult,2023-04-01/P1M,2840
E10000024,Physical audiobook,Adult,2023-05-01/P1M,3057
E10000024,Physical audiobook,Adult,2023-06-01/P1M,3034
E10000024,Physical audiobook,Adult,2023-07-01/P1M,2843
E10000024,Physical audiobook,Adult,2023-08-01/P1M,3080
E10000024,Physical audiobook,Adult,2023-09-01/P1M,2601
E10000024,Physical audiobook,Adult,2023-10-01/P1M,3060
E10000024,Physical audiobook,Adult,2023-11-01/P1M,2920
E10000024,Physical audiobook,Adult,2023-12-01/P1M,2219
E10000024,Physical audiobook,Adult,2024-01-01/P1M,3011
E10000024,Physical audiobook,Adult,2024-02-01/P1M,2718
E10000024,Physical audiobook,Adult,2024-03-01/P1M,2520
E10000024,Physical audiobook,Under 12,2023-04-01/P1M,447
E10000024,Physical audiobook,Under 12,2023-05-01/P1M,431
E10000024,Physical audiobook,Under 12,2023-06-01/P1M,359
E10000024,Physical audiobook,Under 12,2023-07-01/P1M,559
E10000024,Physical audiobook,Under 12,2023-08-01/P1M,610
E10000024,Physical audiobook,Under 12,2023-09-01/P1M,372
E10000024,Physical audiobook,Under 12,2023-10-01/P1M,446
E10000024,Physical audiobook,Under 12,2023-11-01/P1M,352
E10000024,Physical audiobook,Under 12,2023-12-01/P1M,242
E10000024,Physical audiobook,Under 12,2024-01-01/P1M,368
E10000024,Physical audiobook,Under 12,2024-02-01/P1M,330
E10000024,Physical audiobook,Under 12,2024-03-01/P1M,406
E10000024,Ebook,Adult,2023-04-01/P1M,5499
E10000024,Ebook,Adult,2023-05-01/P1M,5363
E10000024,Ebook,Adult,2023-06-01/P1M,5902
E10000024,Ebook,Adult,2023-07-01/P1M,5446
E10000024,Ebook,Adult,2023-08-01/P1M,5341
E10000024,Ebook,Adult,2023-09-01/P1M,5070
E10000024,Ebook,Adult,2023-10-01/P1M,5114
E10000024,Ebook,Adult,2023-11-01/P1M,4921
E10000024,Ebook,Adult,2023-12-01/P1M,4889
E10000024,Ebook,Adult,2024-01-01/P1M,5107
E10000024,Ebook,Adult,2024-02-01/P1M,4602
E10000024,Ebook,Adult,2024-03-01/P1M,5168
E10000024,Ebook,Under 12,2023-04-01/P1M,514
E10000024,Ebook,Under 12,2023-05-01/P1M,469
E10000024,Ebook,Under 12,2023-06-01/P1M,432
E10000024,Ebook,Under 12,2023-07-01/P1M,445
E10000024,Ebook,Under 12,2023-08-01/P1M,509
E10000024,Ebook,Under 12,2023-09-01/P1M,407
E10000024,Ebook,Under 12,2023-10-01/P1M,541
E10000024,Ebook,Under 12,2023-11-01/P1M,444
E10000024,Ebook,Under 12,2023-12-01/P1M,449
E10000024,Ebook,Under 12,2024-01-01/P1M,411
E10000024,Ebook,Under 12,2024-02-01/P1M,462
E10000024,Ebook,Under 12,2024-03-01/P1M,487
E10000024,Ebook,12-17,2023-04-01/P1M,325
E10000024,Ebook,12-17,2023-05-01/P1M,340
E10000024,Ebook,12-17,2023-06-01/P1M,311
E10000024,Ebook,12-17,2023-07-01/P1M,339
E10000024,Ebook,12-17,2023-08-01/P1M,360
E10000024,Ebook,12-17,2023-09-01/P1M,289
E10000024,Ebook,12-17,2023-10-01/P1M,311
E10000024,Ebook,12-17,2023-11-01/P1M,241
E10000024,Ebook,12-17,2023-12-01/P1M,255
E10000024,Ebook,12-17,2024-01-01/P1M,567
E10000024,Ebook,12-17,2024-02-01/P1M,254
E10000024,Ebook,12-17,2024-03-01/P1M,304
E10000024,Eaudio,Adult,2023-04-01/P1M,8183
E10000024,Eaudio,Adult,2023-05-01/P1M,8254
E10000024,Eaudio,Adult,2023-06-01/P1M,7875
E10000024,Eaudio,Adult,2023-07-01/P1M,8568
E10000024,Eaudio,Adult,2023-08-01/P1M,8853
E10000024,Eaudio,Adult,2023-09-01/P1M,8746
E10000024,Eaudio,Adult,2023-10-01/P1M,8720
E10000024,Eaudio,Adult,2023-11-01/P1M,8566
E10000024,Eaudio,Adult,2023-12-01/P1M,8006
E10000024,Eaudio,Adult,2024-01-01/P1M,9076
E10000024,Eaudio,Adult,2024-02-01/P1M,8820
E10000024,Eaudio,Adult,2024-03-01/P1M,8071
E10000024,Eaudio,Under 12,2023-04-01/P1M,1163
E10000024,Eaudio,Under 12,2023-05-01/P1M,1113
E10000024,Eaudio,Under 12,2023-06-01/P1M,992
E10000024,Eaudio,Under 12,2023-07-01/P1M,1344
E10000024,Eaudio,Under 12,2023-08-01/P1M,1505
E10000024,Eaudio,Under 12,2023-09-01/P1M,1160
E10000024,Eaudio,Under 12,2023-10-01/P1M,1383
E10000024,Eaudio,Under 12,2023-11-01/P1M,1181
E10000024,Eaudio,Under 12,2023-12-01/P1M,1223
E10000024,Eaudio,Under 12,2024-01-01/P1M,1201
E10000024,Eaudio,Under 12,2024-02-01/P1M,1086
E10000024,Eaudio,Under 12,2024-03-01/P1M,1009
E10000024,Eaudio,12-17,2023-04-01/P1M,371
E10000024,Eaudio,12-17,2023-05-01/P1M,399
E10000024,Eaudio,12-17,2023-06-01/P1M,375
E10000024,Eaudio,12-17,2023-07-01/P1M,382
E10000024,Eaudio,12-17,2023-08-01/P1M,358
E10000024,Eaudio,12-17,2023-09-01/P1M,315
E10000024,Eaudio,12-17,2023-10-01/P1M,387
E10000024,Eaudio,12-17,2023-11-01/P1M,289
E10000024,Eaudio,12-17,2023-12-01/P1M,330
E10000024,Eaudio,12-17,2024-01-01/P1M,369
E10000024,Eaudio,12-17,2024-02-01/P1M,379
E10000024,Eaudio,12-17,2024-03-01/P1M,282
E08000004,Physical book,Adult,2023-04-01/P1M,10444
E08000004,Physical book,Adult,2023-05-01/P1M,11174
E08000004,Physical book,Adult,2023-06-01/P1M,11258
E08000004,Physical book,Adult,2023-07-01/P1M,12256
E08000004,Physical book,Adult,2023-08-01/P1M,13123
E08000004,Physical book,Adult,2023-09-01/P1M,11663
E08000004,Physical book,Adult,2023-10-01/P1M,11555
E08000004,Physical book,Adult,2023-11-01/P1M,10640
E08000004,Physical book,Adult,2023-12-01/P1M,8483
E08000004,Physical book,Adult,2024-01-01/P1M,11184
E08000004,Physical book,Adult,2024-02-01/P1M,10429
E08000004,Physical book,Adult,2024-03-01/P1M,10747
E08000004,Physical book,Under 12,2023-04-01/P1M,8912
E08000004,Physical book,Under 12,2023-05-01/P1M,7962
E08000004,Physical book,Under 12,2023-06-01/P1M,7817
E08000004,Physical book,Under 12,2023-07-01/P1M,13328
E08000004,Physical book,Under 12,2023-08-01/P1M,15152
E08000004,Physical book,Under 12,2023-09-01/P1M,9027
E08000004,Physical book,Under 12,2023-10-01/P1M,9121
E08000004,Physical book,Under 12,2023-11-01/P1M,8278
E08000004,Physical book,Under 12,2023-12-01/P1M,5612
E08000004,Physical book,Under 12,2024-01-01/P1M,8656
E08000004,Physical book,Under 12,2024-02-01/P1M,9257
E08000004,Physical book,Under 12,2024-03-01/P1M,7902
E08000004,Physical book,12-17,2023-04-01/P1M,43
E08000004,Physical book,12-17,2023-05-01/P1M,55
E08000004,Physical book,12-17,2023-06-01/P1M,57
E08000004,Physical book,12-17,2023-07-01/P1M,68
E08000004,Physical book,12-17,2023-08-01/P1M,76
E08000004,Physical book,12-17,2023-09-01/P1M,70
E08000004,Physical book,12-17,2023-10-01/P1M,49
E08000004,Physical book,12-17,2023-11-01/P1M,181
E08000004,Physical book,12-17,2023-12-01/P1M,268
E08000004,Physical book,12-17,2024-01-01/P1M,167
E08000004,Physical book,12-17,2024-02-01/P1M,151
E08000004,Physical book,12-17,2024-03-01/P1M,72
E08000004,Physical audiobook,Adult,2023-04-01/P1M,141
E08000004,Physical audiobook,Adult,2023-05-01/P1M,161
E08000004,Physical audiobook,Adult,2023-06-01/P1M,126
E08000004,Physical audiobook,Adult,2023-07-01/P1M,148
E08000004,Physical audiobook,Adult,2023-08-01/P1M,122
E08000004,Physical audiobook,Adult,2023-09-01/P1M,125
E08000004,Physical audiobook,Adult,2023-10-01/P1M,98
E08000004,Physical audiobook,Adult,2023-11-01/P1M,108
E08000004,Physical audiobook,Adult,2023-12-01/P1M,98
E08000004,Physical audiobook,Adult,2024-01-01/P1M,81
E08000004,Physical audiobook,Adult,2024-02-01/P1M,84
E08000004,Physical audiobook,Adult,2024-03-01/P1M,104
E08000004,Physical audiobook,Under 12,2023-04-01/P1M,16
E08000004,Physical audiobook,Under 12,2023-05-01/P1M,11
E08000004,Physical audiobook,Under 12,2023-06-01/P1M,13
E08000004,Physical audiobook,Under 12,2023-07-01/P1M,15
E08000004,Physical audiobook,Under 12,2023-08-01/P1M,13
E08000004,Physical audiobook,Under 12,2023-09-01/P1M,11
E08000004,Physical audiobook,Under 12,2023-10-01/P1M,5
E08000004,Physical audiobook,Under 12,2023-11-01/P1M,9
E08000004,Physical audiobook,Under 12,2023-12-01/P1M,5
E08000004,Physical audiobook,Under 12,2024-01-01/P1M,10
E08000004,Physical audiobook,Under 12,2024-02-01/P1M,16
E08000004,Physical audiobook,Under 12,2024-03-01/P1M,6
E08000004,Physical audiobook,12-17,2023-04-01/P1M,1
E08000004,Physical audiobook,12-17,2023-07-01/P1M,2
E08000004,Physical audiobook,12-17,2023-08-01/P1M,5
E08000004,Physical audiobook,12-17,2023-09-01/P1M,3
E08000004,Physical audiobook,12-17,2024-02-01/P1M,1
E08000004,Physical audiobook,12-17,2024-03-01/P1M,1
E08000004,Ebook,Adult,2023-04-01/P1M,2934
E08000004,Ebook,Adult,2023-05-01/P1M,2869
E08000004,Ebook,Adult,2023-06-01/P1M,3157
E08000004,Ebook,Adult,2023-07-01/P1M,3278
E08000004,Ebook,Adult,2023-08-01/P1M,3505
E08000004,Ebook,Adult,2023-09-01/P1M,3244
E08000004,Ebook,Adult,2023-10-01/P1M,3421
E08000004,Ebook,Adult,2023-11-01/P1M,3211
E08000004,Ebook,Adult,2023-12-01/P1M,3161
E08000004,Ebook,Adult,2024-01-01/P1M,3499
E08000004,Ebook,Adult,2024-02-01/P1M,3062
E08000004,Ebook,Adult,2024-03-01/P1M,3370
E08000004,Ebook,Under 12,2023-04-01/P1M,271
E08000004,Ebook,Under 12,2023-05-01/P1M,361
E08000004,Ebook,Under 12,2023-06-01/P1M,229
E08000004,Ebook,Under 12,2023-07-01/P1M,237
E08000004,Ebook,Under 12,2023-08-01/P1M,299
E08000004,Ebook,Under 12,2023-09-01/P1M,244
E08000004,Ebook,Under 12,2023-10-01/P1M,253
E08000004,Ebook,Under 12,2023-11-01/P1M,249
E08000004,Ebook,Under 12,2023-12-01/P1M,251
E08000004,Ebook,Under 12,2024-01-01/P1M,238
E08000004,Ebook,Under 12,2024-02-01/P1M,193
E08000004,Ebook,Under 12,2024-03-01/P1M,210
E08000004,Ebook,12-17,2023-04-01/P1M,154
E08000004,Ebook,12-17,2023-05-01/P1M,239
E08000004,Ebook,12-17,2023-06-01/P1M,135
E08000004,Ebook,12-17,2023-07-01/P1M,130
E08000004,Ebook,12-17,2023-08-01/P1M,168
E08000004,Ebook,12-17,2023-09-01/P1M,163
E08000004,Ebook,12-17,2023-10-01/P1M,159
E08000004,Ebook,12-17,2023-11-01/P1M,157
E08000004,Ebook,12-17,2023-12-01/P1M,125
E08000004,Ebook,12-17,2024-01-01/P1M,156
E08000004,Ebook,12-17,2024-02-01/P1M,145
E08000004,Ebook,12-17,2024-03-01/P1M,123
E08000004,Eaudio,Adult,2023-04-01/P1M,3499
E08000004,Eaudio,Adult,2023-05-01/P1M,3626
E08000004,Eaudio,Adult,2023-06-01/P1M,3508
E08000004,Eaudio,Adult,2023-07-01/P1M,3794
E08000004,Eaudio,Adult,2023-08-01/P1M,3883
E08000004,Eaudio,Adult,2023-09-01/P1M,3745
E08000004,Eaudio,Adult,2023-10-01/P1M,3846
E08000004,Eaudio,Adult,2023-11-01/P1M,3643
E08000004,Eaudio,Adult,2023-12-01/P1M,3518
E08000004,Eaudio,Adult,2024-01-01/P1M,4075
E08000004,Eaudio,Adult,2024-02-01/P1M,3931
E08000004,Eaudio,Adult,2024-03-01/P1M,4066
E08000004,Eaudio,Under 12,2023-04-01/P1M,334
E08000004,Eaudio,Under 12,2023-05-01/P1M,373
E08000004,Eaudio,Under 12,2023-06-01/P1M,354
E08000004,Eaudio,Under 12,2023-07-01/P1M,407
E08000004,Eaudio,Under 12,2023-08-01/P1M,608
E08000004,Eaudio,Under 12,2023-09-01/P1M,405
E08000004,Eaudio,Under 12,2023-10-01/P1M,428
E08000004,Eaudio,Under 12,2023-11-01/P1M,389
E08000004,Eaudio,Under 12,2023-12-01/P1M,441
E08000004,Eaudio,Under 12,2024-01-01/P1M,468
E08000004,Eaudio,Under 12,2024-02-01/P1M,392
E08000004,Eaudio,Under 12,2024-03-01/P1M,395
E08000004,Eaudio,12-17,2023-04-01/P1M,187
E08000004,Eaudio,12-17,2023-05-01/P1M,163
E08000004,Eaudio,12-17,2023-06-01/P1M,168
E08000004,Eaudio,12-17,2023-07-01/P1M,148
E08000004,Eaudio,12-17,2023-08-01/P1M,161
E08000004,Eaudio,12-17,2023-09-01/P1M,154
E08000004,Eaudio,12-17,2023-10-01/P1M,141
E08000004,Eaudio,12-17,2023-11-01/P1M,139
E08000004,Eaudio,12-17,2023-12-01/P1M,176
E08000004,Eaudio,12-17,2024-01-01/P1M,181
E08000004,Eaudio,12-17,2024-02-01/P1M,189
E08000004,Eaudio,12-17,2024-03-01/P1M,191
E10000025,Physical book,Adult,2023-04-01/P1M,115643
E10000025,Physical book,Adult,2023-05-01/P1M,116584
E10000025,Physical book,Adult,2023-06-01/P1M,118161
E10000025,Physical book,Adult,2023-07-01/P1M,121136
E10000025,Physical book,Adult,2023-08-01/P1M,127771
E10000025,Physical book,Adult,2023-09-01/P1M,121676
E10000025,Physical book,Adult,2023-10-01/P1M,120233
E10000025,Physical book,Adult,2023-11-01/P1M,114541
E10000025,Physical book,Adult,2023-12-01/P1M,91502
E10000025,Physical book,Adult,2024-01-01/P1M,127643
E10000025,Physical book,Adult,2024-02-01/P1M,107253
E10000025,Physical book,Adult,2024-03-01/P1M,115830
E10000025,Physical book,Under 12,2023-04-01/P1M,135591
E10000025,Physical book,Under 12,2023-05-01/P1M,130124
E10000025,Physical book,Under 12,2023-06-01/P1M,130507
E10000025,Physical book,Under 12,2023-07-01/P1M,153380
E10000025,Physical book,Under 12,2023-08-01/P1M,172147
E10000025,Physical book,Under 12,2023-09-01/P1M,148242
E10000025,Physical book,Under 12,2023-10-01/P1M,145495
E10000025,Physical book,Under 12,2023-11-01/P1M,138651
E10000025,Physical book,Under 12,2023-12-01/P1M,103755
E10000025,Physical book,Under 12,2024-01-01/P1M,143828
E10000025,Physical book,Under 12,2024-02-01/P1M,126144
E10000025,Physical book,Under 12,2024-03-01/P1M,135617
E10000025,Physical audiobook,Unknown,2023-04-01/P1M,989
E10000025,Physical audiobook,Unknown,2023-05-01/P1M,1002
E10000025,Physical audiobook,Unknown,2023-06-01/P1M,1026
E10000025,Physical audiobook,Unknown,2023-07-01/P1M,1047
E10000025,Physical audiobook,Unknown,2023-08-01/P1M,1080
E10000025,Physical audiobook,Unknown,2023-09-01/P1M,1026
E10000025,Physical audiobook,Unknown,2023-10-01/P1M,928
E10000025,Physical audiobook,Unknown,2023-11-01/P1M,1060
