Authority,Format,Content age group,Period,Count
E06000013,Physical book,12-17,2023-09-01/P1M,55
E06000013,Physical book,12-17,2023-10-01/P1M,56
E06000013,Physical book,12-17,2023-11-01/P1M,50
E06000013,Physical book,12-17,2023-12-01/P1M,38
E06000013,Physical book,12-17,2024-01-01/P1M,52
E06000013,Physical book,12-17,2024-02-01/P1M,50
E06000013,Physical book,12-17,2024-03-01/P1M,59
E06000013,Physical audiobook,Adult,2023-04-01/P1M,241
E06000013,Physical audiobook,Adult,2023-05-01/P1M,292
E06000013,Physical audiobook,Adult,2023-06-01/P1M,222
E06000013,Physical audiobook,Adult,2023-07-01/P1M,309
E06000013,Physical audiobook,Adult,2023-08-01/P1M,271
E06000013,Physical audiobook,Adult,2023-09-01/P1M,220
E06000013,Physical audiobook,Adult,2023-10-01/P1M,357
E06000013,Physical audiobook,Adult,2023-11-01/P1M,240
E06000013,Physical audiobook,Adult,2023-12-01/P1M,215
E06000013,Physical audiobook,Adult,2024-01-01/P1M,333
E06000013,Physical audiobook,Adult,2024-02-01/P1M,227
E06000013,Physical audiobook,Adult,2024-03-01/P1M,266
E06000013,Physical audiobook,Under 12,2023-04-01/P1M,2
E06000013,Physical audiobook,Under 12,2023-06-01/P1M,1
E06000013,Physical audiobook,Under 12,2023-07-01/P1M,1
E06000013,Physical audiobook,Under 12,2023-12-01/P1M,1
E06000013,Ebook,Unknown,2023-04-01/P1M,2061
E06000013,Ebook,Unknown,2023-05-01/P1M,2014
E06000013,Ebook,Unknown,2023-06-01/P1M,1965
E06000013,Ebook,Unknown,2023-07-01/P1M,2072
E06000013,Ebook,Unknown,2023-08-01/P1M,2293
E06000013,Ebook,Unknown,2023-09-01/P1M,2135
E06000013,Ebook,Unknown,2023-10-01/P1M,2156
E06000013,Ebook,Unknown,2023-11-01/P1M,1953
E06000013,Ebook,Unknown,2023-12-01/P1M,1974
E06000013,Ebook,Unknown,2024-01-01/P1M,2154
E06000013,Ebook,Unknown,2024-02-01/P1M,2140
E06000013,Ebook,Unknown,2024-03-01/P1M,2142
E06000013,Physical audiobook,Unknown,2023-04-01/P1M,2173
E06000013,Physical audiobook,Unknown,2023-05-01/P1M,2176
E06000013,Physical audiobook,Unknown,2023-06-01/P1M,2102
E06000013,Physical audiobook,Unknown,2023-07-01/P1M,2182
E06000013,Physical audiobook,Unknown,2023-08-01/P1M,2433
E06000013,Physical audiobook,Unknown,2023-09-01/P1M,2431
E06000013,Physical audiobook,Unknown,2023-10-01/P1M,2432
E06000013,Physical audiobook,Unknown,2023-11-01/P1M,2298
E06000013,Physical audiobook,Unknown,2023-12-01/P1M,2115
E06000013,Physical audiobook,Unknown,2024-01-01/P1M,2504
E06000013,Physical audiobook,Unknown,2024-02-01/P1M,2301
E06000013,Physical audiobook,Unknown,2024-03-01/P1M,2437
E06000024,Physical book,Adult,2023-04-01/P1M,25117
E06000024,Physical book,Adult,2023-05-01/P1M,26758
E06000024,Physical book,Adult,2023-06-01/P1M,26784
E06000024,Physical book,Adult,2023-07-01/P1M,25517
E06000024,Physical book,Adult,2023-08-01/P1M,28558
E06000024,Physical book,Adult,2023-09-01/P1M,27533
E06000024,Physical book,Adult,2023-10-01/P1M,25856
E06000024,Physical book,Adult,2023-11-01/P1M,25750
E06000024,Physical book,Adult,2023-12-01/P1M,24960
E06000024,Physical book,Adult,2024-01-01/P1M,26439
E06000024,Physical book,Adult,2024-02-01/P1M,24394
E06000024,Physical book,Adult,2024-03-01/P1M,26727
E06000024,Physical book,Under 12,2023-04-01/P1M,20790
E06000024,Physical book,Under 12,2023-05-01/P1M,21055
E06000024,Physical book,Under 12,2023-06-01/P1M,20615
E06000024,Physical book,Under 12,2023-07-01/P1M,27587
E06000024,Physical book,Under 12,2023-08-01/P1M,33952
E06000024,Physical book,Under 12,2023-09-01/P1M,25580
E06000024,Physical book,Under 12,2023-10-01/P1M,23344
E06000024,Physical book,Under 12,2023-11-01/P1M,22074
E06000024,Physical book,Under 12,2023-12-01/P1M,18882
E06000024,Physical book,Under 12,2024-01-01/P1M,21191
E06000024,Physical book,Under 12,2024-02-01/P1M,20817
E06000024,Physical book,Under 12,2024-03-01/P1M,21661
E06000024,Physical book,12-17,2023-04-01/P1M,664
E06000024,Physical book,12-17,2023-05-01/P1M,773
E06000024,Physical book,12-17,2023-06-01/P1M,779
E06000024,Physical book,12-17,2023-07-01/P1M,884
E06000024,Physical book,12-17,2023-08-01/P1M,1070
E06000024,Physical book,12-17,2023-09-01/P1M,921
E06000024,Physical book,12-17,2023-10-01/P1M,787
E06000024,Physical book,12-17,2023-11-01/P1M,753
E06000024,Physical book,12-17,2023-12-01/P1M,622
E06000024,Physical book,12-17,2024-01-01/P1M,668
E06000024,Physical book,12-17,2024-02-01/P1M,656
E06000024,Physical book,12-17,2024-03-01/P1M,731
E06000024,Physical audiobook,Adult,2023-04-01/P1M,490
E06000024,Physical audiobook,Adult,2023-05-01/P1M,516
E06000024,Physical audiobook,Adult,2023-06-01/P1M,488
E06000024,Physical audiobook,Adult,2023-07-01/P1M,489
E06000024,Physical audiobook,Adult,2023-08-01/P1M,586
E06000024,Physical audiobook,Adult,2023-09-01/P1M,514
E06000024,Physical audiobook,Adult,2023-10-01/P1M,484
E06000024,Physical audiobook,Adult,2023-11-01/P1M,506
E06000024,Physical audiobook,Adult,2023-12-01/P1M,441
E06000024,Physical audiobook,Adult,2024-01-01/P1M,448
E06000024,Physical audiobook,Adult,2024-02-01/P1M,381
E06000024,Physical audiobook,Adult,2024-03-01/P1M,468
E06000024,Physical audiobook,Under 12,2023-04-01/P1M,207
E06000024,Physical audiobook,Under 12,2023-05-01/P1M,224
E06000024,Physical audiobook,Under 12,2023-06-01/P1M,233
E06000024,Physical audiobook,Under 12,2023-07-01/P1M,300
E06000024,Physical audiobook,Under 12,2023-08-01/P1M,374
E06000024,Physical audiobook,Under 12,2023-09-01/P1M,322
E06000024,Physical audiobook,Under 12,2023-10-01/P1M,279
E06000024,Physical audiobook,Under 12,2023-11-01/P1M,258
E06000024,Physical audiobook,Under 12,2023-12-01/P1M,289
E06000024,Physical audiobook,Under 12,2024-01-01/P1M,234
E06000024,Physical audiobook,Under 12,2024-02-01/P1M,251
E06000024,Physical audiobook,Under 12,2024-03-01/P1M,245
E06000024,Ebook,Unknown,2023-04-01/P1M,3058
E06000024,Ebook,Unknown,2023-05-01/P1M,3020
E06000024,Ebook,Unknown,2023-06-01/P1M,2902
E06000024,Ebook,Unknown,2023-07-01/P1M,3074
E06000024,Ebook,Unknown,2023-08-01/P1M,3002
E06000024,Ebook,Unknown,2023-09-01/P1M,2864
E06000024,Ebook,Unknown,2023-10-01/P1M,2873
E06000024,Ebook,Unknown,2023-11-01/P1M,2722
E06000024,Ebook,Unknown,2023-12-01/P1M,2676
E06000024,Ebook,Unknown,2024-01-01/P1M,2701
E06000024,Ebook,Unknown,2024-02-01/P1M,2623
E06000024,Ebook,Unknown,2024-03-01/P1M,2822
E06000024,Physical audiobook,Unknown,2023-04-01/P1M,6781
E06000024,Physical audiobook,Unknown,2023-05-01/P1M,6872
E06000024,Physical audiobook,Unknown,2023-06-01/P1M,6855
E06000024,Physical audiobook,Unknown,2023-07-01/P1M,7003
E06000024,Physical audiobook,Unknown,2023-08-01/P1M,7219
E06000024,Physical audiobook,Unknown,2023-09-01/P1M,7078
E06000024,Physical audiobook,Unknown,2023-10-01/P1M,7597
E06000024,Physical audiobook,Unknown,2023-11-01/P1M,7300
E06000024,Physical audiobook,Unknown,2023-12-01/P1M,7141
E06000024,Physical audiobook,Unknown,2024-01-01/P1M,7700
E06000024,Physical audiobook,Unknown,2024-02-01/P1M,7563
E06000024,Physical audiobook,Unknown,2024-03-01/P1M,8214
E08000022,Physical book,Adult,2023-04-01/P1M,17375
E08000022,Physical book,Adult,2023-05-01/P1M,18051
E08000022,Physical book,Adult,2023-06-01/P1M,17860
E08000022,Physical book,Adult,2023-07-01/P1M,18339
E08000022,Physical book,Adult,2023-08-01/P1M,20184
E08000022,Physical book,Adult,2023-09-01/P1M,18486
E08000022,Physical book,Adult,2023-10-01/P1M,18312
E08000022,Physical book,Adult,2023-11-01/P1M,17514
E08000022,Physical book,Adult,2023-12-01/P1M,13558
E08000022,Physical book,Adult,2024-01-01/P1M,18489
E08000022,Physical book,Adult,2024-02-01/P1M,17381
E08000022,Physical book,Adult,2024-03-01/P1M,17938
E08000022,Physical book,Under 12,2023-04-01/P1M,14970
E08000022,Physical book,Under 12,2023-05-01/P1M,8172
E08000022,Physical book,Under 12,2023-06-01/P1M,7862
E08000022,Physical book,Under 12,2023-07-01/P1M,14903
E08000022,Physical book,Under 12,2023-08-01/P1M,19206
E08000022,Physical book,Under 12,2023-09-01/P1M,11670
E08000022,Physical book,Under 12,2023-10-01/P1M,11238
E08000022,Physical book,Under 12,2023-11-01/P1M,10553
E08000022,Physical book,Under 12,2023-12-01/P1M,10862
E08000022,Physical book,Under 12,2024-01-01/P1M,12838
E08000022,Physical book,Under 12,2024-02-01/P1M,9844
E08000022,Physical book,Under 12,2024-03-01/P1M,12269
E08000022,Physical book,12-17,2023-04-01/P1M,321
E08000022,Physical book,12-17,2023-05-01/P1M,193
E08000022,Physical book,12-17,2023-06-01/P1M,313
E08000022,Physical book,12-17,2023-07-01/P1M,346
E08000022,Physical book,12-17,2023-08-01/P1M,489
E08000022,Physical book,12-17,2023-09-01/P1M,248
E08000022,Physical book,12-17,2023-10-01/P1M,247
E08000022,Physical book,12-17,2023-11-01/P1M,238
E08000022,Physical book,12-17,2023-12-01/P1M,142
E08000022,Physical book,12-17,2024-01-01/P1M,315
E08000022,Physical book,12-17,2024-02-01/P1M,261
E08000022,Physical book,12-17,2024-03-01/P1M,237
E08000022,Physical audiobook,Adult,2023-04-01/P1M,433
E08000022,Physical audiobook,Adult,2023-05-01/P1M,495
E08000022,Physical audiobook,Adult,2023-06-01/P1M,478
E08000022,Physical audiobook,Adult,2023-07-01/P1M,558
E08000022,Physical audiobook,Adult,2023-08-01/P1M,510
E08000022,Physical audiobook,Adult,2023-09-01/P1M,482
E08000022,Physical audiobook,Adult,2023-10-01/P1M,546
E08000022,Physical audiobook,Adult,2023-11-01/P1M,517
E08000022,Physical audiobook,Adult,2023-12-01/P1M,454
E08000022,Physical audiobook,Adult,2024-01-01/P1M,514
E08000022,Physical audiobook,Adult,2024-02-01/P1M,468
E08000022,Physical audiobook,Adult,2024-03-01/P1M,491
E08000022,Physical audiobook,Under 12,2023-05-01/P1M,1
E08000022,Physical audiobook,Under 12,2023-06-01/P1M,1
E08000022,Physical audiobook,Under 12,2023-09-01/P1M,1
E08000022,Physical audiobook,Under 12,2023-10-01/P1M,1
E08000022,Physical audiobook,Under 12,2024-02-01/P1M,1
E08000022,Ebook,Adult,2023-04-01/P1M,1631
E08000022,Ebook,Adult,2023-05-01/P1M,1559
E08000022,Ebook,Adult,2023-06-01/P1M,1504
E08000022,Ebook,Adult,2023-07-01/P1M,1525
E08000022,Ebook,Adult,2023-08-01/P1M,1675
E08000022,Ebook,Adult,2023-09-01/P1M,1578
E08000022,Ebook,Adult,2023-10-01/P1M,1708
E08000022,Ebook,Adult,2023-11-01/P1M,1512
E08000022,Ebook,Adult,2023-12-01/P1M,1498
E08000022,Ebook,Adult,2024-01-01/P1M,1645
E08000022,Ebook,Adult,2024-02-01/P1M,1586
E08000022,Ebook,Adult,2024-03-01/P1M,1653
E08000022,Ebook,Under 12,2023-04-01/P1M,154
E08000022,Ebook,Under 12,2023-05-01/P1M,110
E08000022,Ebook,Under 12,2023-06-01/P1M,125
E08000022,Ebook,Under 12,2023-07-01/P1M,129
E08000022,Ebook,Under 12,2023-08-01/P1M,150
E08000022,Ebook,Under 12,2023-09-01/P1M,136
E08000022,Ebook,Under 12,2023-10-01/P1M,135
E08000022,Ebook,Under 12,2023-11-01/P1M,132
E08000022,Ebook,Under 12,2023-12-01/P1M,107
E08000022,Ebook,Under 12,2024-01-01/P1M,114
E08000022,Ebook,Under 12,2024-02-01/P1M,119
E08000022,Ebook,Under 12,2024-03-01/P1M,116
E08000022,Ebook,12-17,2023-04-01/P1M,62
E08000022,Ebook,12-17,2023-05-01/P1M,85
E08000022,Ebook,12-17,2023-06-01/P1M,66
E08000022,Ebook,12-17,2023-07-01/P1M,63
E08000022,Ebook,12-17,2023-08-01/P1M,91
E08000022,Ebook,12-17,2023-09-01/P1M,69
E08000022,Ebook,12-17,2023-10-01/P1M,76
E08000022,Ebook,12-17,2023-11-01/P1M,58
E08000022,Ebook,12-17,2023-12-01/P1M,51
E08000022,Ebook,12-17,2024-01-01/P1M,67
E08000022,Ebook,12-17,2024-02-01/P1M,57
E08000022,Ebook,12-17,2024-03-01/P1M,77
E08000022,Eaudio,Adult,2023-04-01/P1M,2432
E08000022,Eaudio,Adult,2023-05-01/P1M,2319
E08000022,Eaudio,Adult,2023-06-01/P1M,2428
E08000022,Eaudio,Adult,2023-07-01/P1M,2389
E08000022,Eaudio,Adult,2023-08-01/P1M,2609
E08000022,Eaudio,Adult,2023-09-01/P1M,2522
E08000022,Eaudio,Adult,2023-10-01/P1M,2600
E08000022,Eaudio,Adult,2023-11-01/P1M,2432
E08000022,Eaudio,Adult,2023-12-01/P1M,2264
E08000022,Eaudio,Adult,2024-01-01/P1M,2651
E08000022,Eaudio,Adult,2024-02-01/P1M,2515
E08000022,Eaudio,Adult,2024-03-01/P1M,2648
E08000022,Eaudio,Under 12,2023-04-01/P1M,542
E08000022,Eaudio,Under 12,2023-05-01/P1M,527
E08000022,Eaudio,Under 12,2023-06-01/P1M,474
E08000022,Eaudio,Under 12,2023-07-01/P1M,596
E08000022,Eaudio,Under 12,2023-08-01/P1M,588
E08000022,Eaudio,Under 12,2023-09-01/P1M,473
E08000022,Eaudio,Under 12,2023-10-01/P1M,610
E08000022,Eaudio,Under 12,2023-11-01/P1M,573
E08000022,Eaudio,Under 12,2023-12-01/P1M,563
E08000022,Eaudio,Under 12,2024-01-01/P1M,529
E08000022,Eaudio,Under 12,2024-02-01/P1M,559
E08000022,Eaudio,Under 12,2024-03-01/P1M,605
E08000022,Eaudio,12-17,2023-04-01/P1M,74
E08000022,Eaudio,12-17,2023-05-01/P1M,124
E08000022,Eaudio,12-17,2023-06-01/P1M,88
E08000022,Eaudio,12-17,2023-07-01/P1M,140
E08000022,Eaudio,12-17,2023-08-01/P1M,122
E08000022,Eaudio,12-17,2023-09-01/P1M,124
E08000022,Eaudio,12-17,2023-10-01/P1M,136
E08000022,Eaudio,12-17,2023-11-01/P1M,107
E08000022,Eaudio,12-17,2023-12-01/P1M,117
E08000022,Eaudio,12-17,2024-01-01/P1M,111
E08000022,Eaudio,12-17,2024-02-01/P1M,133
E08000022,Eaudio,12-17,2024-03-01/P1M,135
E10000023,Physical book,Adult,2023-04-01/P1M,70815
E10000023,Physical book,Adult,2023-05-01/P1M,74773
E10000023,Physical book,Adult,2023-06-01/P1M,79803
E10000023,Physical book,Adult,2023-07-01/P1M,80388
E10000023,Physical book,Adult,2023-08-01/P1M,83599
E10000023,Physical book,Adult,2023-09-01/P1M,80091
E10000023,Physical book,Adult,2023-10-01/P1M,80627
E10000023,Physical book,Adult,2023-11-01/P1M,76125
E10000023,Physical book,Adult,2023-12-01/P1M,57500
E10000023,Physical book,Adult,2024-01-01/P1M,83298
E10000023,Physical book,Adult,2024-02-01/P1M,75293
E10000023,Physical book,Adult,2024-03-01/P1M,74183
E10000023,Physical book,Under 12,2023-04-01/P1M,503540
E10000023,Physical book,Under 12,2023-05-01/P1M,49255
E10000023,Physical book,Under 12,2023-06-01/P1M,50516
E10000023,Physical book,Under 12,2023-07-01/P1M,77900
E10000023,Physical book,Under 12,2023-08-01/P1M,90922
E10000023,Physical book,Under 12,2023-09-01/P1M,61073
E10000023,Physical book,Under 12,2023-10-01/P1M,56571
E10000023,Physical book,Under 12,2023-11-01/P1M,56900
E10000023,Physical book,Under 12,2023-12-01/P1M,33844
E10000023,Physical book,Under 12,2024-01-01/P1M,51761
E10000023,Physical book,Under 12,2024-02-01/P1M,51013
E10000023,Physical book,Under 12,2024-03-01/P1M,52372
E10000023,Physical book,12-17,2023-04-01/P1M,12430
E10000023,Physical book,12-17,2023-05-01/P1M,1311
E10000023,Physical book,12-17,2023-06-01/P1M,1502
E10000023,Physical book,12-17,2023-07-01/P1M,1987
E10000023,Physical book,12-17,2023-08-01/P1M,2357
E10000023,Physical book,12-17,2023-09-01/P1M,1679
E10000023,Physical book,12-17,2023-10-01/P1M,1596
E10000023,Physical book,12-17,2023-11-01/P1M,1394
E10000023,Physical book,12-17,2023-12-01/P1M,875
E10000023,Physical book,12-17,2024-01-01/P1M,1300
E10000023,Physical book,12-17,2024-02-01/P1M,1418
E10000023,Physical book,12-17,2024-03-01/P1M,1333
E10000023,Physical audiobook,Adult,2023-04-01/P1M,2356
E10000023,Physical audiobook,Adult,2023-05-01/P1M,2500
E10000023,Physical audiobook,Adult,2023-06-01/P1M,2669
E10000023,Physical audiobook,Adult,2023-07-01/P1M,2421
E10000023,Physical audiobook,Adult,2023-08-01/P1M,2698
E10000023,Physical audiobook,Adult,2023-09-01/P1M,2392
E10000023,Physical audiobook,Adult,2023-10-01/P1M,2785
E10000023,Physical audiobook,Adult,2023-11-01/P1M,2410
E10000023,Physical audiobook,Adult,2023-12-01/P1M,1775
E10000023,Physical audiobook,Adult,2024-01-01/P1M,2461
E10000023,Physical audiobook,Adult,2024-02-01/P1M,2319
E10000023,Physical audiobook,Adult,2024-03-01/P1M,2143
E10000023,Physical audiobook,Under 12,2023-04-01/P1M,196
E10000023,Physical audiobook,Under 12,2023-05-01/P1M,196
E10000023,Physical audiobook,Under 12,2023-06-01/P1M,194
E10000023,Physical audiobook,Under 12,2023-07-01/P1M,250
E10000023,Physical audiobook,Under 12,2023-08-01/P1M,336
E10000023,Physical audiobook,Under 12,2023-09-01/P1M,177
E10000023,Physical audiobook,Under 12,2023-10-01/P1M,195
E10000023,Physical audiobook,Under 12,2023-11-01/P1M,194
E10000023,Physical audiobook,Under 12,2023-12-01/P1M,140
E10000023,Physical audiobook,Under 12,2024-01-01/P1M,183
E10000023,Physical audiobook,Under 12,2024-02-01/P1M,159
E10000023,Physical audiobook,Under 12,2024-03-01/P1M,178
E10000023,Ebook,Unknown,2023-04-01/P1M,15174
E10000023,Ebook,Unknown,2023-05-01/P1M,15131
E10000023,Ebook,Unknown,2023-06-01/P1M,15016
E10000023,Ebook,Unknown,2023-07-01/P1M,15979
E10000023,Ebook,Unknown,2023-08-01/P1M,16634
E10000023,Ebook,Unknown,2023-09-01/P1M,15744
E10000023,Ebook,Unknown,2023-10-01/P1M,16226
E10000023,Ebook,Unknown,2023-11-01/P1M,15570
E10000023,Ebook,Unknown,2023-12-01/P1M,15890
E10000023,Ebook,Unknown,2024-01-01/P1M,17769
E10000023,Ebook,Unknown,2024-02-01/P1M,17873
E10000023,Physical audiobook,Unknown,2023-04-01/P1M,12492
E10000023,Physical audiobook,Unknown,2023-05-01/P1M,12473
E10000023,Physical audiobook,Unknown,2023-06-01/P1M,12064
E10000023,Physical audiobook,Unknown,2023-07-01/P1M,12777
E10000023,Physical audiobook,Unknown,2023-08-01/P1M,13656
E10000023,Physical audiobook,Unknown,2023-09-01/P1M,12951
E10000023,Physical audiobook,Unknown,2023-10-01/P1M,13446
E10000023,Physical audiobook,Unknown,2023-11-01/P1M,13090
E10000023,Physical audiobook,Unknown,2023-12-01/P1M,12813
E10000023,Physical audiobook,Unknown,2024-01-01/P1M,14733
E10000023,Physical audiobook,Unknown,2024-02-01/P1M,14205
E10000023,Physical audiobook,Unknown,2024-03-01/P1M,15588
E06000057,Physical book,Adult,2023-04-01/P1M,22309
E06000057,Physical book,Adult,2023-05-01/P1M,23623
E06000057,Physical book,Adult,2023-06-01/P1M,24702
E06000057,Physical book,Adult,2023-07-01/P1M,23872
E06000057,Physical book,Adult,2023-08-01/P1M,26458
E06000057,Physical book,Adult,2023-09-01/P1M,24910
E06000057,Physical book,Adult,2023-10-01/P1M,26115
E06000057,Physical book,Adult,2023-11-01/P1M,24337
E06000057,Physical book,Adult,2023-12-01/P1M,20229
E06000057,Physical book,Adult,2024-01-01/P1M,25601
E06000057,Physical book,Adult,2024-02-01/P1M,23504
E06000057,Physical book,Adult,2024-03-01/P1M,24498
E06000057,Physical book,Under 12,2023-04-01/P1M,13258
E06000057,Physical book,Under 12,2023-05-01/P1M,12127
E06000057,Physical book,Under 12,2023-06-01/P1M,12026
E06000057,Physical book,Under 12,2023-07-01/P1M,17681
E06000057,Physical book,Under 12,2023-08-01/P1M,20183
E06000057,Physical book,Under 12,2023-09-01/P1M,15987
E06000057,Physical book,Under 12,2023-10-01/P1M,14973
E06000057,Physical book,Under 12,2023-11-01/P1M,14526
E06000057,Physical book,Under 12,2023-12-01/P1M,9705
E06000057,Physical book,Under 12,2024-01-01/P1M,14194
E06000057,Physical book,Under 12,2024-02-01/P1M,13819
E06000057,Physical book,Under 12,2024-03-01/P1M,14374
E06000057,Physical book,12-17,2023-04-01/P1M,296
E06000057,Physical book,12-17,2023-05-01/P1M,314
E06000057,Physical book,12-17,2023-06-01/P1M,273
E06000057,Physical book,12-17,2023-07-01/P1M,335
E06000057,Physical book,12-17,2023-08-01/P1M,428
E06000057,Physical book,12-17,2023-09-01/P1M,347
E06000057,Physical book,12-17,2023-10-01/P1M,311
E06000057,Physical book,12-17,2023-11-01/P1M,305
E06000057,Physical book,12-17,2023-12-01/P1M,202
E06000057,Physical book,12-17,2024-01-01/P1M,326
E06000057,Physical book,12-17,2024-02-01/P1M,342
E06000057,Physical book,12-17,2024-03-01/P1M,323
E06000057,Physical audiobook,Adult,2023-04-01/P1M,488
E06000057,Physical audiobook,Adult,2023-05-01/P1M,494
E06000057,Physical audiobook,Adult,2023-06-01/P1M,482
E06000057,Physical audiobook,Adult,2023-07-01/P1M,490
E06000057,Physical audiobook,Adult,2023-08-01/P1M,505
E06000057,Physical audiobook,Adult,2023-09-01/P1M,572
E06000057,Physical audiobook,Adult,2023-10-01/P1M,525
E06000057,Physical audiobook,Adult,2023-11-01/P1M,545
E06000057,Physical audiobook,Adult,2023-12-01/P1M,572
E06000057,Physical audiobook,Adult,2024-01-01/P1M,636
E06000057,Physical audiobook,Adult,2024-02-01/P1M,557
E06000057,Physical audiobook,Adult,2024-03-01/P1M,575
E06000057,Physical audiobook,Under 12,2023-04-01/P1M,44
E06000057,Physical audiobook,Under 12,2023-05-01/P1M,41
E06000057,Physical audiobook,Under 12,2023-06-01/P1M,41
E06000057,Physical audiobook,Under 12,2023-07-01/P1M,66
E06000057,Physical audiobook,Under 12,2023-08-01/P1M,92
E06000057,Physical audiobook,Under 12,2023-09-01/P1M,67
E06000057,Physical audiobook,Under 12,2023-10-01/P1M,54
E06000057,Physical audiobook,Under 12,2023-11-01/P1M,63
E06000057,Physical audiobook,Under 12,2023-12-01/P1M,16
E06000057,Physical audiobook,Under 12,2024-01-01/P1M,36
E06000057,Physical audiobook,Under 12,2024-02-01/P1M,35
E06000057,Physical audiobook,Under 12,2024-03-01/P1M,34
E06000057,Ebook,Adult,2023-04-01/P1M,3833
E06000057,Ebook,Adult,2023-05-01/P1M,3730
E06000057,Ebook,Adult,2023-06-01/P1M,3531
E06000057,Ebook,Adult,2023-07-01/P1M,3652
E06000057,Ebook,Adult,2023-08-01/P1M,3769
E06000057,Ebook,Adult,2023-09-01/P1M,3912
E06000057,Ebook,Adult,2023-10-01/P1M,3992
E06000057,Ebook,Adult,2023-11-01/P1M,3706
E06000057,Ebook,Adult,2023-12-01/P1M,3665
E06000057,Ebook,Adult,2024-01-01/P1M,3893
E06000057,Ebook,Adult,2024-02-01/P1M,3651
E06000057,Ebook,Adult,2024-03-01/P1M,3827
E06000057,Ebook,Under 12,2023-04-01/P1M,178
E06000057,Ebook,Under 12,2023-05-01/P1M,181
E06000057,Ebook,Under 12,2023-06-01/P1M,148
E06000057,Ebook,Under 12,2023-07-01/P1M,214
E06000057,Ebook,Under 12,2023-08-01/P1M,215
E06000057,Ebook,Under 12,2023-09-01/P1M,173
E06000057,Ebook,Under 12,2023-10-01/P1M,140
E06000057,Ebook,Under 12,2023-11-01/P1M,166
E06000057,Ebook,Under 12,2023-12-01/P1M,117
E06000057,Ebook,Under 12,2024-01-01/P1M,154
E06000057,Ebook,Under 12,2024-02-01/P1M,145
E06000057,Ebook,Under 12,2024-03-01/P1M,166
E06000057,Ebook,12-17,2023-04-01/P1M,122
E06000057,Ebook,12-17,2023-05-01/P1M,166
E06000057,Ebook,12-17,2023-06-01/P1M,131
E06000057,Ebook,12-17,2023-07-01/P1M,125
E06000057,Ebook,12-17,2023-08-01/P1M,171
E06000057,Ebook,12-17,2023-09-01/P1M,159
E06000057,Ebook,12-17,2023-10-01/P1M,130
E06000057,Ebook,12-17,2023-11-01/P1M,100
E06000057,Ebook,12-17,2023-12-01/P1M,134
E06000057,Ebook,12-17,2024-01-01/P1M,120
E06000057,Ebook,12-17,2024-02-01/P1M,127
E06000057,Ebook,12-17,2024-03-01/P1M,133
E06000057,Eaudio,Adult,2023-04-01/P1M,4802
E06000057,Eaudio,Adult,2023-05-01/P1M,4817
E06000057,Eaudio,Adult,2023-06-01/P1M,4840
E06000057,Eaudio,Adult,2023-07-01/P1M,4926
E06000057,Eaudio,Adult,2023-08-01/P1M,5101
E06000057,Eaudio,Adult,2023-09-01/P1M,4965
E06000057,Eaudio,Adult,2023-10-01/P1M,5236
E06000057,Eaudio,Adult,2023-11-01/P1M,5304
E06000057,Eaudio,Adult,2023-12-01/P1M,5041
E06000057,Eaudio,Adult,2024-01-01/P1M,5532
E06000057,Eaudio,Adult,2024-02-01/P1M,5316
E06000057,Eaudio,Adult,2024-03-01/P1M,5681
E06000057,Eaudio,Under 12,2023-04-01/P1M,855
E06000057,Eaudio,Under 12,2023-05-01/P1M,874
E06000057,Eaudio,Under 12,2023-06-01/P1M,746
E06000057,Eaudio,Under 12,2023-07-01/P1M,1007
E06000057,Eaudio,Under 12,2023-08-01/P1M,1216
E06000057,Eaudio,Under 12,2023-09-01/P1M,1020
E06000057,Eaudio,Under 12,2023-10-01/P1M,1110
E06000057,Eaudio,Under 12,2023-11-01/P1M,1024
E06000057,Eaudio,Under 12,2023-12-01/P1M,1034
E06000057,Eaudio,Under 12,2024-01-01/P1M,994
E06000057,Eaudio,Under 12,2024-02-01/P1M,868
E06000057,Eaudio,Under 12,2024-03-01/P1M,896
E06000057,Eaudio,12-17,2023-04-01/P1M,110
E06000057,Eaudio,12-17,2023-05-01/P1M,159
E06000057,Eaudio,12-17,2023-06-01/P1M,123
E06000057,Eaudio,12-17,2023-07-01/P1M,153
E06000057,Eaudio,12-17,2023-08-01/P1M,180
E06000057,Eaudio,12-17,2023-09-01/P1M,171
E06000057,Eaudio,12-17,2023-10-01/P1M,190
E06000057,Eaudio,12-17,2023-11-01/P1M,155
E06000057,Eaudio,12-17,2023-12-01/P1M,159
E06000057,Eaudio,12-17,2024-01-01/P1M,184
E06000057,Eaudio,12-17,2024-02-01/P1M,157
E06000057,Eaudio,12-17,2024-03-01/P1M,166
E06000018,Physical book,Adult,2023-04-01/P1M,13840
E06000018,Physical book,Adult,2023-05-01/P1M,14032
E06000018,Physical book,Adult,2023-06-01/P1M,13829
E06000018,Physical book,Adult,2023-07-01/P1M,14361
E06000018,Physical book,Adult,2023-08-01/P1M,15774
E06000018,Physical book,Adult,2023-09-01/P1M,14227
E06000018,Physical book,Adult,2023-10-01/P1M,14450
E06000018,Physical book,Adult,2023-11-01/P1M,15228
E06000018,Physical book,Adult,2023-12-01/P1M,15952
E06000018,Physical book,Adult,2024-01-01/P1M,21263
E06000018,Physical book,Adult,2024-02-01/P1M,17606
