Authority,Event type,Age group,Period,Count
E06000005,Physical,All ages,2023-12-01/P1M,84
E06000005,Physical,All ages,2024-01-01/P1M,69
E06000005,Physical,All ages,2024-02-01/P1M,114
E06000005,Physical,All ages,2024-03-01/P1M,120
E06000005,Physical,Adults,2023-04-01/P1M,11
E06000005,Physical,Adults,2023-05-01/P1M,11
E06000005,Physical,Adults,2023-06-01/P1M,9
E06000005,Physical,Adults,2023-07-01/P1M,6
E06000005,Physical,Adults,2023-08-01/P1M,2
E06000005,Physical,Adults,2023-09-01/P1M,28
E06000005,Physical,Adults,2023-10-01/P1M,35
E06000005,Physical,Adults,2023-11-01/P1M,35
E06000005,Physical,Adults,2023-12-01/P1M,24
E06000005,Physical,Adults,2024-01-01/P1M,4
E06000005,Physical,Adults,2024-02-01/P1M,33
E06000005,Physical,Adults,2024-03-01/P1M,26
E06000005,Physical,Under 12,2023-04-01/P1M,40
E06000005,Physical,Under 12,2023-05-01/P1M,47
E06000005,Physical,Under 12,2023-06-01/P1M,31
E06000005,Physical,Under 12,2023-07-01/P1M,49
E06000005,Physical,Under 12,2023-08-01/P1M,47
E06000005,Physical,Under 12,2023-09-01/P1M,38
E06000005,Physical,Under 12,2023-10-01/P1M,72
E06000005,Physical,Under 12,2023-11-01/P1M,91
E06000005,Physical,Under 12,2023-12-01/P1M,58
E06000005,Physical,Under 12,2024-01-01/P1M,64
E06000005,Physical,Under 12,2024-02-01/P1M,80
E06000005,Physical,Under 12,2024-03-01/P1M,93
E06000005,Physical,12-17,2023-04-01/P1M,1
E06000005,Physical,12-17,2023-05-01/P1M,2
E06000005,Physical,12-17,2023-06-01/P1M,1
E06000005,Physical,12-17,2023-07-01/P1M,5
E06000005,Physical,12-17,2023-09-01/P1M,1
E06000005,Physical,12-17,2023-10-01/P1M,1
E06000005,Physical,12-17,2023-11-01/P1M,1
E06000005,Physical,12-17,2023-12-01/P1M,1
E06000005,Physical,12-17,2024-01-01/P1M,1
E06000005,Physical,12-17,2024-02-01/P1M,1
E06000005,Physical,12-17,2024-03-01/P1M,1
E06000005,Physical,All Ages,2023-08-01/P3M,2
E06000005,Physical,All Ages,2023-09-01/P3M,4
E06000005,Physical,All Ages,2023-11-01/P3M,2
E06000005,Physical,All Ages,2023-12-01/P3M,1
E06000005,Physical,All ages,2023-04-01/P1M,52
E06000005,Physical,All ages,2023-05-01/P1M,60
E06000005,Physical,All ages,2023-06-01/P1M,71
E06000005,Physical,All ages,2023-07-01/P1M,60
E06000005,Physical,All ages,2023-08-01/P1M,51
E06000005,Physical,All ages,2023-09-01/P1M,71
E06000005,Physical,All ages,2023-10-01/P1M,108
E06000005,Physical,All ages,2023-11-01/P1M,219
E06000005,Physical,All ages,2023-12-01/P1M,84
E06000005,Physical,All ages,2024-01-01/P1M,69
E06000005,Physical,All ages,2024-02-01/P1M,114
E06000005,Physical,All ages,2024-03-01/P1M,120
E06000005,Physical,Adults,2023-04-01/P1M,11
E06000005,Physical,Adults,2023-05-01/P1M,11
E06000005,Physical,Adults,2023-06-01/P1M,9
E06000005,Physical,Adults,2023-07-01/P1M,6
E06000005,Physical,Adults,2023-08-01/P1M,2
E06000005,Physical,Adults,2023-09-01/P1M,28
E06000005,Physical,Adults,2023-10-01/P1M,35
E06000005,Physical,Adults,2023-11-01/P1M,35
E06000005,Physical,Adults,2023-12-01/P1M,24
E06000005,Physical,Adults,2024-01-01/P1M,4
E06000005,Physical,Adults,2024-02-01/P1M,33
E06000005,Physical,Adults,2024-03-01/P1M,26
E06000005,Physical,Under 12,2023-04-01/P1M,40
E06000005,Physical,Under 12,2023-05-01/P1M,47
E06000005,Physical,Under 12,2023-06-01/P1M,31
E06000005,Physical,Under 12,2023-07-01/P1M,49
E06000005,Physical,Under 12,2023-08-01/P1M,47
E06000005,Physical,Under 12,2023-09-01/P1M,38
E06000005,Physical,Under 12,2023-10-01/P1M,72
E06000005,Physical,Under 12,2023-11-01/P1M,91
E06000005,Physical,Under 12,2023-12-01/P1M,58
E06000005,Physical,Under 12,2024-01-01/P1M,64
E06000005,Physical,Under 12,2024-02-01/P1M,80
E06000005,Physical,Under 12,2024-03-01/P1M,93
E06000005,Physical,12-17,2023-04-01/P1M,1
E06000005,Physical,12-17,2023-05-01/P1M,2
E06000005,Physical,12-17,2023-06-01/P1M,1
E06000005,Physical,12-17,2023-07-01/P1M,5
E06000005,Physical,12-17,2023-09-01/P1M,1
E06000005,Physical,12-17,2023-10-01/P1M,1
E06000005,Physical,12-17,2023-11-01/P1M,1
E06000005,Physical,12-17,2023-12-01/P1M,1
E06000005,Physical,12-17,2024-01-01/P1M,1
E06000005,Physical,12-17,2024-02-01/P1M,1
E06000005,Physical,12-17,2024-03-01/P1M,1
E06000005,Physical,All Ages,2023-08-01/P3M,2
E06000005,Physical,All Ages,2023-09-01/P3M,4
E06000005,Physical,All Ages,2023-11-01/P3M,2
E06000005,Physical,All Ages,2023-12-01/P3M,1
E06000015,Physical,All ages,2023-04-01/P1M,141
E06000015,Physical,All ages,2023-05-01/P1M,172
E06000015,Physical,All ages,2023-06-01/P1M,187
E06000015,Physical,All ages,2023-07-01/P1M,153
E06000015,Physical,All ages,2023-08-01/P1M,118
E06000015,Physical,All ages,2023-09-01/P1M,143
E06000015,Physical,All ages,2023-10-01/P1M,169
E06000015,Physical,All ages,2023-11-01/P1M,135
E06000015,Physical,All ages,2023-12-01/P1M,140
E06000015,Physical,All ages,2024-01-01/P1M,184
E06000015,Physical,All ages,2024-02-01/P1M,191
E06000015,Physical,All ages,2024-03-01/P1M,179
E06000015,Physical,Adults,2023-04-01/P1M,89
E06000015,Physical,Adults,2023-05-01/P1M,110
E06000015,Physical,Adults,2023-06-01/P1M,106
E06000015,Physical,Adults,2023-07-01/P1M,96
E06000015,Physical,Adults,2023-08-01/P1M,80
E06000015,Physical,Adults,2023-09-01/P1M,85
E06000015,Physical,Adults,2023-10-01/P1M,107
E06000015,Physical,Adults,2023-11-01/P1M,83
E06000015,Physical,Adults,2023-12-01/P1M,83
E06000015,Physical,Adults,2024-01-01/P1M,118
E06000015,Physical,Adults,2024-02-01/P1M,122
E06000015,Physical,Adults,2024-03-01/P1M,117
E06000015,Physical,Under 12,2023-04-01/P1M,52
E06000015,Physical,Under 12,2023-05-01/P1M,62
E06000015,Physical,Under 12,2023-06-01/P1M,81
E06000015,Physical,Under 12,2023-07-01/P1M,57
E06000015,Physical,Under 12,2023-08-01/P1M,38
E06000015,Physical,Under 12,2023-09-01/P1M,58
E06000015,Physical,Under 12,2023-10-01/P1M,62
E06000015,Physical,Under 12,2023-11-01/P1M,52
E06000015,Physical,Under 12,2023-12-01/P1M,57
E06000015,Physical,Under 12,2024-01-01/P1M,66
E06000015,Physical,Under 12,2024-02-01/P1M,69
E06000015,Physical,Under 12,2024-03-01/P1M,62
E06000015,Physical,All ages,2023-04-01/P1M,141
E06000015,Physical,All ages,2023-05-01/P1M,172
E06000015,Physical,All ages,2023-06-01/P1M,187
E06000015,Physical,All ages,2023-07-01/P1M,153
E06000015,Physical,All ages,2023-08-01/P1M,118
E06000015,Physical,All ages,2023-09-01/P1M,143
E06000015,Physical,All ages,2023-10-01/P1M,169
E06000015,Physical,All ages,2023-11-01/P1M,135
E06000015,Physical,All ages,2023-12-01/P1M,140
E06000015,Physical,All ages,2024-01-01/P1M,184
E06000015,Physical,All ages,2024-02-01/P1M,191
E06000015,Physical,All ages,2024-03-01/P1M,179
E06000015,Physical,Adults,2023-04-01/P1M,89
E06000015,Physical,Adults,2023-05-01/P1M,110
E06000015,Physical,Adults,2023-06-01/P1M,106
E06000015,Physical,Adults,2023-07-01/P1M,96
E06000015,Physical,Adults,2023-08-01/P1M,80
E06000015,Physical,Adults,2023-09-01/P1M,85
E06000015,Physical,Adults,2023-10-01/P1M,107
E06000015,Physical,Adults,2023-11-01/P1M,83
E06000015,Physical,Adults,2023-12-01/P1M,83
E06000015,Physical,Adults,2024-01-01/P1M,118
E06000015,Physical,Adults,2024-02-01/P1M,122
E06000015,Physical,Adults,2024-03-01/P1M,117
E06000015,Physical,Under 12,2023-04-01/P1M,52
E06000015,Physical,Under 12,2023-05-01/P1M,62
E06000015,Physical,Under 12,2023-06-01/P1M,81
E06000015,Physical,Under 12,2023-07-01/P1M,57
E06000015,Physical,Under 12,2023-08-01/P1M,38
E06000015,Physical,Under 12,2023-09-01/P1M,58
E06000015,Physical,Under 12,2023-10-01/P1M,62
E06000015,Physical,Under 12,2023-11-01/P1M,52
E06000015,Physical,Under 12,2023-12-01/P1M,57
E06000015,Physical,Under 12,2024-01-01/P1M,66
E06000015,Physical,Under 12,2024-02-01/P1M,69
E06000015,Physical,Under 12,2024-03-01/P1M,62
E10000007,Physical,All ages,2023-04-01/P1M,1015
E10000007,Physical,All ages,2023-05-01/P1M,1103
E10000007,Physical,All ages,2023-06-01/P1M,637
E10000007,Physical,All ages,2023-07-01/P1M,1052
E10000007,Physical,All ages,2023-08-01/P1M,1059
E10000007,Physical,All ages,2023-09-01/P1M,1024
E10000007,Physical,All ages,2023-10-01/P1M,1757
E10000007,Physical,All ages,2023-11-01/P1M,1025
E10000007,Physical,All ages,2023-12-01/P1M,625
E10000007,Physical,All ages,2024-01-01/P1M,898
E10000007,Physical,All ages,2024-02-01/P1M,1011
E10000007,Physical,All ages,2024-03-01/P1M,1044
E10000007,Physical,All ages,2023-04-01/P1M,1015
E10000007,Physical,All ages,2023-05-01/P1M,1103
E10000007,Physical,All ages,2023-06-01/P1M,637
E10000007,Physical,All ages,2023-07-01/P1M,1052
E10000007,Physical,All ages,2023-08-01/P1M,1059
E10000007,Physical,All ages,2023-09-01/P1M,1024
E10000007,Physical,All ages,2023-10-01/P1M,1757
E10000007,Physical,All ages,2023-11-01/P1M,1025
E10000007,Physical,All ages,2023-12-01/P1M,625
E10000007,Physical,All ages,2024-01-01/P1M,898
E10000007,Physical,All ages,2024-02-01/P1M,1011
E10000007,Physical,All ages,2024-03-01/P1M,1044
E10000008,Physical,All ages,2023-04-01/P1M,866
E10000008,Physical,All ages,2023-05-01/P1M,957
E10000008,Physical,All ages,2023-06-01/P1M,972
E10000008,Physical,All ages,2023-07-01/P1M,972
E10000008,Physical,All ages,2023-08-01/P1M,974
E10000008,Physical,All ages,2023-09-01/P1M,908
E10000008,Physical,All ages,2023-10-01/P1M,1002
E10000008,Physical,All ages,2023-11-01/P1M,941
E10000008,Physical,All ages,2023-12-01/P1M,690
E10000008,Physical,All ages,2024-01-01/P1M,926
E10000008,Physical,All ages,2024-02-01/P1M,1002
E10000008,Physical,All ages,2024-03-01/P1M,891
E10000008,Physical,All ages,2023-04-01/P1M,866
E10000008,Physical,All ages,2023-05-01/P1M,957
E10000008,Physical,All ages,2023-06-01/P1M,972
E10000008,Physical,All ages,2023-07-01/P1M,972
E10000008,Physical,All ages,2023-08-01/P1M,974
E10000008,Physical,All ages,2023-09-01/P1M,908
E10000008,Physical,All ages,2023-10-01/P1M,1002
E10000008,Physical,All ages,2023-11-01/P1M,941
E10000008,Physical,All ages,2023-12-01/P1M,690
E10000008,Physical,All ages,2024-01-01/P1M,926
E10000008,Physical,All ages,2024-02-01/P1M,1002
E10000008,Physical,All ages,2024-03-01/P1M,891
E06000059,Physical,All ages,2023-04-01/P1M,508
E06000059,Physical,All ages,2023-05-01/P1M,545
E06000059,Physical,All ages,2023-06-01/P1M,593
E06000059,Physical,All ages,2023-07-01/P1M,589
E06000059,Physical,All ages,2023-08-01/P1M,556
E06000059,Physical,All ages,2023-09-01/P1M,583
E06000059,Physical,All ages,2023-10-01/P1M,697
E06000059,Physical,All ages,2023-11-01/P1M,596
E06000059,Physical,All ages,2023-12-01/P1M,494
E06000059,Physical,All ages,2024-01-01/P1M,573
E06000059,Physical,All ages,2024-02-01/P1M,622
E06000059,Physical,All ages,2024-03-01/P1M,653
E06000059,Digital,All ages,2023-04-01/P1M,7
E06000059,Digital,All ages,2023-05-01/P1M,8
E06000059,Digital,All ages,2023-06-01/P1M,8
E06000059,Digital,All ages,2023-07-01/P1M,8
E06000059,Digital,All ages,2023-08-01/P1M,5
E06000059,Digital,All ages,2023-09-01/P1M,8
E06000059,Digital,All ages,2023-10-01/P1M,9
E06000059,Digital,All ages,2023-11-01/P1M,6
E06000059,Digital,All ages,2023-12-01/P1M,2
E06000059,Digital,All ages,2024-01-01/P1M,6
E06000059,Digital,All ages,2024-02-01/P1M,3
E06000059,Digital,All ages,2024-03-01/P1M,6
E06000059,Physical,All ages,2023-04-01/P1M,508
E06000059,Physical,All ages,2023-05-01/P1M,545
E06000059,Physical,All ages,2023-06-01/P1M,593
E06000059,Physical,All ages,2023-07-01/P1M,589
E06000059,Physical,All ages,2023-08-01/P1M,556
E06000059,Physical,All ages,2023-09-01/P1M,583
E06000059,Physical,All ages,2023-10-01/P1M,697
E06000059,Physical,All ages,2023-11-01/P1M,596
E06000059,Physical,All ages,2023-12-01/P1M,494
E06000059,Physical,All ages,2024-01-01/P1M,573
E06000059,Physical,All ages,2024-02-01/P1M,622
E06000059,Physical,All ages,2024-03-01/P1M,653
E06000059,Digital,All ages,2023-04-01/P1M,7
E06000059,Digital,All ages,2023-05-01/P1M,8
E06000059,Digital,All ages,2023-06-01/P1M,8
E06000059,Digital,All ages,2023-07-01/P1M,8
E06000059,Digital,All ages,2023-08-01/P1M,5
E06000059,Digital,All ages,2023-09-01/P1M,8
E06000059,Digital,All ages,2023-10-01/P1M,9
E06000059,Digital,All ages,2023-11-01/P1M,6
E06000059,Digital,All ages,2023-12-01/P1M,2
E06000059,Digital,All ages,2024-01-01/P1M,6
E06000059,Digital,All ages,2024-02-01/P1M,3
E06000059,Digital,All ages,2024-03-01/P1M,6
E08000027,Physical,All ages,2023-04-01/P1M,562
E08000027,Physical,All ages,2023-05-01/P1M,544
E08000027,Physical,All ages,2023-06-01/P1M,592
E08000027,Physical,All ages,2023-07-01/P1M,644
E08000027,Physical,All ages,2023-08-01/P1M,566
E08000027,Physical,All ages,2023-09-01/P1M,554
E08000027,Physical,All ages,2023-10-01/P1M,572
E08000027,Physical,All ages,2023-11-01/P1M,659
E08000027,Physical,All ages,2023-12-01/P1M,524
E08000027,Physical,All ages,2024-01-01/P1M,949
E08000027,Physical,All ages,2024-02-01/P1M,1075
E08000027,Physical,All ages,2024-03-01/P1M,778
E08000027,Physical,All ages,2023-04-01/P1M,562
E08000027,Physical,All ages,2023-05-01/P1M,544
E08000027,Physical,All ages,2023-06-01/P1M,592
E08000027,Physical,All ages,2023-07-01/P1M,644
E08000027,Physical,All ages,2023-08-01/P1M,566
E08000027,Physical,All ages,2023-09-01/P1M,554
E08000027,Physical,All ages,2023-10-01/P1M,572
E08000027,Physical,All ages,2023-11-01/P1M,659
E08000027,Physical,All ages,2023-12-01/P1M,524
E08000027,Physical,All ages,2024-01-01/P1M,949
E08000027,Physical,All ages,2024-02-01/P1M,1075
E08000027,Physical,All ages,2024-03-01/P1M,778
E10000011,Physical,All ages,2023-04-01/P1M,407
E10000011,Physical,All ages,2023-05-01/P1M,487
E10000011,Physical,All ages,2023-06-01/P1M,482
E10000011,Physical,All ages,2023-07-01/P1M,448
E10000011,Physical,All ages,2023-08-01/P1M,515
E10000011,Physical,All ages,2023-09-01/P1M,533
E10000011,Physical,All ages,2023-10-01/P1M,472
E10000011,Physical,All ages,2023-11-01/P1M,514
E10000011,Physical,All ages,2023-12-01/P1M,404
E10000011,Physical,All ages,2024-01-01/P1M,448
E10000011,Physical,All ages,2024-02-01/P1M,522
E10000011,Physical,All ages,2024-03-01/P1M,534
E10000011,Physical,All ages,2023-04-01/P1M,407
E10000011,Physical,All ages,2023-05-01/P1M,487
E10000011,Physical,All ages,2023-06-01/P1M,482
E10000011,Physical,All ages,2023-07-01/P1M,448
E10000011,Physical,All ages,2023-08-01/P1M,515
E10000011,Physical,All ages,2023-09-01/P1M,533
E10000011,Physical,All ages,2023-10-01/P1M,472
E10000011,Physical,All ages,2023-11-01/P1M,514
E10000011,Physical,All ages,2023-12-01/P1M,404
E10000011,Physical,All ages,2024-01-01/P1M,448
E10000011,Physical,All ages,2024-02-01/P1M,522
E10000011,Physical,All ages,2024-03-01/P1M,534
E06000014,Physical,All ages,2023-04-01/P1M,279
E06000014,Physical,All ages,2023-05-01/P1M,274
E06000014,Physical,All ages,2023-06-01/P1M,233
E06000014,Physical,All ages,2023-07-01/P1M,254
E06000014,Physical,All ages,2023-08-01/P1M,288
E06000014,Physical,All ages,2023-09-01/P1M,246
E06000014,Physical,All ages,2023-10-01/P1M,271
E06000014,Physical,All ages,2023-11-01/P1M,270
E06000014,Physical,All ages,2023-12-01/P1M,191
E06000014,Physical,All ages,2024-01-01/P1M,267
E06000014,Physical,All ages,2024-02-01/P1M,103
E06000014,Physical,All ages,2024-03-01/P1M,280
E06000014,Physical,Adults,2023-04-01/P1M,84
E06000014,Physical,Adults,2023-05-01/P1M,86
E06000014,Physical,Adults,2023-06-01/P1M,55
E06000014,Physical,Adults,2023-07-01/P1M,50
E06000014,Physical,Adults,2023-08-01/P1M,55
E06000014,Physical,Adults,2023-09-01/P1M,70
E06000014,Physical,Adults,2023-10-01/P1M,73
E06000014,Physical,Adults,2023-11-01/P1M,69
E06000014,Physical,Adults,2023-12-01/P1M,50
E06000014,Physical,Adults,2024-01-01/P1M,76
E06000014,Physical,Adults,2024-02-01/P1M,80
E06000014,Physical,Adults,2024-03-01/P1M,83
E06000014,Physical,Under 12,2023-04-01/P1M,193
E06000014,Physical,Under 12,2023-05-01/P1M,186
E06000014,Physical,Under 12,2023-06-01/P1M,177
E06000014,Physical,Under 12,2023-07-01/P1M,201
E06000014,Physical,Under 12,2023-08-01/P1M,222
E06000014,Physical,Under 12,2023-09-01/P1M,173
E06000014,Physical,Under 12,2023-10-01/P1M,195
E06000014,Physical,Under 12,2023-11-01/P1M,198
E06000014,Physical,Under 12,2023-12-01/P1M,140
E06000014,Physical,Under 12,2024-01-01/P1M,189
E06000014,Physical,Under 12,2024-02-01/P1M,209
E06000014,Physical,Under 12,2024-03-01/P1M,194
E06000014,Physical,12-17,2023-04-01/P1M,2
E06000014,Physical,12-17,2023-05-01/P1M,2
E06000014,Physical,12-17,2023-06-01/P1M,1
E06000014,Physical,12-17,2023-07-01/P1M,3
E06000014,Physical,12-17,2023-08-01/P1M,11
E06000014,Physical,12-17,2023-09-01/P1M,3
E06000014,Physical,12-17,2023-10-01/P1M,3
E06000014,Physical,12-17,2023-11-01/P1M,3
E06000014,Physical,12-17,2023-12-01/P1M,1
E06000014,Physical,12-17,2024-01-01/P1M,2
E06000014,Physical,12-17,2024-02-01/P1M,3
E06000014,Physical,12-17,2024-03-01/P1M,3
E06000014,Digital,Adults,2023-04-01/P1M,9
E06000014,Digital,Adults,2023-05-01/P1M,9
E06000014,Digital,Adults,2023-06-01/P1M,5
E06000014,Digital,Adults,2023-07-01/P1M,5
E06000014,Digital,Adults,2023-08-01/P1M,9
E06000014,Digital,Adults,2023-09-01/P1M,6
E06000014,Digital,Adults,2023-10-01/P1M,8
E06000014,Digital,Adults,2023-11-01/P1M,8
E06000014,Digital,Adults,2023-12-01/P1M,8
E06000014,Digital,Adults,2024-01-01/P1M,16
E06000014,Digital,Adults,2024-02-01/P1M,11
E06000014,Digital,Adults,2024-03-01/P1M,11
E06000014,Digital,12-17,2024-03-01/P1M,2
E06000014,Physical,All ages,2023-04-01/P1M,279
E06000014,Physical,All ages,2023-05-01/P1M,274
E06000014,Physical,All ages,2023-06-01/P1M,233
E06000014,Physical,All ages,2023-07-01/P1M,254
E06000014,Physical,All ages,2023-08-01/P1M,288
E06000014,Physical,All ages,2023-09-01/P1M,246
E06000014,Physical,All ages,2023-10-01/P1M,271
E06000014,Physical,All ages,2023-11-01/P1M,270
E06000014,Physical,All ages,2023-12-01/P1M,191
E06000014,Physical,All ages,2024-01-01/P1M,267
E06000014,Physical,All ages,2024-02-01/P1M,103
E06000014,Physical,All ages,2024-03-01/P1M,280
E06000014,Physical,Adults,2023-04-01/P1M,84
E06000014,Physical,Adults,2023-05-01/P1M,86
E06000014,Physical,Adults,2023-06-01/P1M,55
E06000014,Physical,Adults,2023-07-01/P1M,50
E06000014,Physical,Adults,2023-08-01/P1M,55
E06000014,Physical,Adults,2023-09-01/P1M,70
E06000014,Physical,Adults,2023-10-01/P1M,73
E06000014,Physical,Adults,2023-11-01/P1M,69
E06000014,Physical,Adults,2023-12-01/P1M,50
E06000014,Physical,Adults,2024-01-01/P1M,76
E06000014,Physical,Adults,2024-02-01/P1M,80
E06000014,Physical,Adults,2024-03-01/P1M,83
E06000014,Physical,Under 12,2023-04-01/P1M,193
E06000014,Physical,Under 12,2023-05-01/P1M,186
E06000014,Physical,Under 12,2023-06-01/P1M,177
E06000014,Physical,Under 12,2023-07-01/P1M,201
E06000014,Physical,Under 12,2023-08-01/P1M,222
E06000014,Physical,Under 12,2023-09-01/P1M,173
E06000014,Physical,Under 12,2023-10-01/P1M,195
E06000014,Physical,Under 12,2023-11-01/P1M,198
E06000014,Physical,Under 12,2023-12-01/P1M,140
E06000014,Physical,Under 12,2024-01-01/P1M,189
E06000014,Physical,Under 12,2024-02-01/P1M,209
E06000014,Physical,Under 12,2024-03-01/P1M,194
E06000014,Physical,12-17,2023-04-01/P1M,2
E06000014,Physical,12-17,2023-05-01/P1M,2
E06000014,Physical,12-17,2023-06-01/P1M,1
E06000014,Physical,12-17,2023-07-01/P1M,3
E06000014,Physical,12-17,2023-08-01/P1M,11
E06000014,Physical,12-17,2023-09-01/P1M,3
E06000014,Physical,12-17,2023-10-01/P1M,3
E06000014,Physical,12-17,2023-11-01/P1M,3
E06000014,Physical,12-17,2023-12-01/P1M,1
E06000014,Physical,12-17,2024-01-01/P1M,2
E06000014,Physical,12-17,2024-02-01/P1M,3
E06000014,Physical,12-17,2024-03-01/P1M,3
E06000014,Digital,Adults,2023-04-01/P1M,9
E06000014,Digital,Adults,2023-05-01/P1M,9
E06000014,Digital,Adults,2023-06-01/P1M,5
E06000014,Digital,Adults,2023-07-01/P1M,5
E06000014,Digital,Adults,2023-08-01/P1M,9
E06000014,Digital,Adults,2023-09-01/P1M,6
E06000014,Digital,Adults,2023-10-01/P1M,8
E06000014,Digital,Adults,2023-11-01/P1M,8
E06000014,Digital,Adults,2023-12-01/P1M,8
E06000014,Digital,Adults,2024-01-01/P1M,16
E06000014,Digital,Adults,2024-02-01/P1M,11
E06000014,Digital,Adults,2024-03-01/P1M,11
E06000014,Digital,12-17,2024-03-01/P1M,2
E08000037,Physical,All ages,2023-04-01/P1M,139
E08000037,Physical,All ages,2023-05-01/P1M,191
E08000037,Physical,All ages,2023-06-01/P1M,204
E08000037,Physical,All ages,2023-07-01/P1M,154
E08000037,Physical,All ages,2023-08-01/P1M,132
E08000037,Physical,All ages,2023-09-01/P1M,138
E08000037,Physical,All ages,2023-10-01/P1M,184
E08000037,Physical,All ages,2023-11-01/P1M,206
E08000037,Physical,All ages,2023-12-01/P1M,123
E08000037,Physical,All ages,2024-01-01/P1M,131
E08000037,Physical,All ages,2024-02-01/P1M,178
E08000037,Physical,All ages,2024-03-01/P1M,170
E08000037,Physical,Adults,2023-04-01/P1M,33
E08000037,Physical,Adults,2023-05-01/P1M,45
E08000037,Physical,Adults,2023-06-01/P1M,38
E08000037,Physical,Adults,2023-07-01/P1M,30
E08000037,Physical,Adults,2023-08-01/P1M,17
E08000037,Physical,Adults,2023-09-01/P1M,42
E08000037,Physical,Adults,2023-10-01/P1M,47
E08000037,Physical,Adults,2023-11-01/P1M,56
E08000037,Physical,Adults,2023-12-01/P1M,32
E08000037,Physical,Adults,2024-01-01/P1M,36
E08000037,Physical,Adults,2024-02-01/P1M,39
E08000037,Physical,Adults,2024-03-01/P1M,37
E08000037,Physical,Under 12,2023-04-01/P1M,89
E08000037,Physical,Under 12,2023-05-01/P1M,126
E08000037,Physical,Under 12,2023-06-01/P1M,135
E08000037,Physical,Under 12,2023-07-01/P1M,108
E08000037,Physical,Under 12,2023-08-01/P1M,105
E08000037,Physical,Under 12,2023-09-01/P1M,81
E08000037,Physical,Under 12,2023-10-01/P1M,113
E08000037,Physical,Under 12,2023-11-01/P1M,131
E08000037,Physical,Under 12,2023-12-01/P1M,77
E08000037,Physical,Under 12,2024-01-01/P1M,78
E08000037,Physical,Under 12,2024-02-01/P1M,120
E08000037,Physical,Under 12,2024-03-01/P1M,114
E08000037,Physical,12-17,2023-04-01/P1M,10
E08000037,Physical,12-17,2023-05-01/P1M,14
E08000037,Physical,12-17,2023-06-01/P1M,16
E08000037,Physical,12-17,2023-07-01/P1M,9
E08000037,Physical,12-17,2023-08-01/P1M,9
E08000037,Physical,12-17,2023-09-01/P1M,12
E08000037,Physical,12-17,2023-10-01/P1M,11
E08000037,Physical,12-17,2023-11-01/P1M,14
E08000037,Physical,12-17,2023-12-01/P1M,2
E08000037,Physical,12-17,2024-01-01/P1M,3
E08000037,Physical,12-17,2024-02-01/P1M,4
E08000037,Physical,12-17,2024-03-01/P1M,7
E08000037,Physical,All Ages,2023-04-01/P1M,7
E08000037,Physical,All Ages,2023-05-01/P1M,6
E08000037,Physical,All Ages,2023-06-01/P1M,15
E08000037,Physical,All Ages,2023-07-01/P1M,7
E08000037,Physical,All Ages,2023-08-01/P1M,1
E08000037,Physical,All Ages,2023-09-01/P1M,3
E08000037,Physical,All Ages,2023-10-01/P1M,13
E08000037,Physical,All Ages,2023-11-01/P1M,5
E08000037,Physical,All Ages,2023-12-01/P1M,12
E08000037,Physical,All Ages,2024-01-01/P1M,14
E08000037,Physical,All Ages,2024-02-01/P1M,15
E08000037,Physical,All Ages,2024-03-01/P1M,12
E08000037,Physical,All ages,2023-04-01/P1M,139
E08000037,Physical,All ages,2023-05-01/P1M,191
E08000037,Physical,All ages,2023-06-01/P1M,204
E08000037,Physical,All ages,2023-07-01/P1M,154
E08000037,Physical,All ages,2023-08-01/P1M,132
E08000037,Physical,All ages,2023-09-01/P1M,138
E08000037,Physical,All ages,2023-10-01/P1M,184
E08000037,Physical,All ages,2023-11-01/P1M,206
E08000037,Physical,All ages,2023-12-01/P1M,123
E08000037,Physical,All ages,2024-01-01/P1M,131
E08000037,Physical,All ages,2024-02-01/P1M,178
E08000037,Physical,All ages,2024-03-01/P1M,170
E08000037,Physical,Adults,2023-04-01/P1M,33
E08000037,Physical,Adults,2023-05-01/P1M,45
E08000037,Physical,Adults,2023-06-01/P1M,38
E08000037,Physical,Adults,2023-07-01/P1M,30
E08000037,Physical,Adults,2023-08-01/P1M,17
E08000037,Physical,Adults,2023-09-01/P1M,42
E08000037,Physical,Adults,2023-10-01/P1M,47
E08000037,Physical,Adults,2023-11-01/P1M,56
E08000037,Physical,Adults,2023-12-01/P1M,32
E08000037,Physical,Adults,2024-01-01/P1M,36
E08000037,Physical,Adults,2024-02-01/P1M,39
E08000037,Physical,Adults,2024-03-01/P1M,37
E08000037,Physical,Under 12,2023-04-01/P1M,89
E08000037,Physical,Under 12,2023-05-01/P1M,126
E08000037,Physical,Under 12,2023-06-01/P1M,135
E08000037,Physical,Under 12,2023-07-01/P1M,108
E08000037,Physical,Under 12,2023-08-01/P1M,105
E08000037,Physical,Under 12,2023-09-01/P1M,81
E08000037,Physical,Under 12,2023-10-01/P1M,113
E08000037,Physical,Under 12,2023-11-01/P1M,131
E08000037,Physical,Under 12,2023-12-01/P1M,77
E08000037,Physical,Under 12,2024-01-01/P1M,78
E08000037,Physical,Under 12,2024-02-01/P1M,120
E08000037,Physical,Under 12,2024-03-01/P1M,114
E08000037,Physical,12-17,2023-04-01/P1M,10
E08000037,Physical,12-17,2023-05-01/P1M,14
E08000037,Physical,12-17,2023-06-01/P1M,16
E08000037,Physical,12-17,2023-07-01/P1M,9
