Authority,Event type,Age group,Month,Count
Merton,Physical,Adults,2023-06,373
Merton,Physical,Adults,2023-07,379
Merton,Physical,Adults,2023-08,249
Merton,Physical,Adults,2023-09,352
Merton,Physical,Adults,2023-10,433
Merton,Physical,Adults,2023-11,434
Merton,Physical,Adults,2023-12,251
Merton,Physical,Adults,2024-01,420
Merton,Physical,Adults,2024-02,448
Merton,Physical,Adults,2024-03,409
Merton,Physical,Under 12,2023-04,159
Merton,Physical,Under 12,2023-05,217
Merton,Physical,Under 12,2023-06,213
Merton,Physical,Under 12,2023-07,197
Merton,Physical,Under 12,2023-08,210
Merton,Physical,Under 12,2023-09,247
Merton,Physical,Under 12,2023-10,293
Merton,Physical,Under 12,2023-11,276
Merton,Physical,Under 12,2023-12,214
Merton,Physical,Under 12,2024-01,254
Merton,Physical,Under 12,2024-02,276
Merton,Physical,Under 12,2024-03,311
Merton,Physical,12-17,2023-04,10
Merton,Physical,12-17,2023-05,2
Merton,Physical,12-17,2023-06,2
Merton,Physical,12-17,2023-07,24
Merton,Physical,12-17,2023-08,2
Merton,Physical,12-17,2023-09,3
Merton,Physical,12-17,2023-10,5
Merton,Physical,12-17,2023-11,5
Merton,Physical,12-17,2023-12,
Merton,Physical,12-17,2024-01,4
Merton,Physical,12-17,2024-02,3
Merton,Physical,12-17,2024-03,5
Merton,Physical,All Ages,2023-04,46
Merton,Physical,All Ages,2023-05,47
Merton,Physical,All Ages,2023-06,27
Merton,Physical,All Ages,2023-07,49
Merton,Physical,All Ages,2023-08,45
Merton,Physical,All Ages,2023-09,35
Merton,Physical,All Ages,2023-10,46
Merton,Physical,All Ages,2023-11,40
Merton,Physical,All Ages,2023-12,38
Merton,Physical,All Ages,2024-01,33
Merton,Physical,All Ages,2024-02,39
Merton,Physical,All Ages,2024-03,38
Merton,Digital,Adults,2023-04,
Merton,Digital,Adults,2023-05,
Merton,Digital,Adults,2023-06,
Merton,Digital,Adults,2023-07,
Merton,Digital,Adults,2023-08,
Merton,Digital,Adults,2023-09,
Merton,Digital,Adults,2023-10,
Merton,Digital,Adults,2023-11,
Merton,Digital,Adults,2023-12,
Merton,Digital,Adults,2024-01,
Merton,Digital,Adults,2024-02,
Merton,Digital,Adults,2024-03,
Merton,Digital,Under 12,2023-04,
Merton,Digital,Under 12,2023-05,
Merton,Digital,Under 12,2023-06,
Merton,Digital,Under 12,2023-07,
Merton,Digital,Under 12,2023-08,
Merton,Digital,Under 12,2023-09,
Merton,Digital,Under 12,2023-10,
Merton,Digital,Under 12,2023-11,
Merton,Digital,Under 12,2023-12,
Merton,Digital,Under 12,2024-01,
Merton,Digital,Under 12,2024-02,
Merton,Digital,Under 12,2024-03,
Merton,Digital,12-17,2023-04,
Merton,Digital,12-17,2023-05,
Merton,Digital,12-17,2023-06,
Merton,Digital,12-17,2023-07,
Merton,Digital,12-17,2023-08,
Merton,Digital,12-17,2023-09,
Merton,Digital,12-17,2023-10,
Merton,Digital,12-17,2023-11,
Merton,Digital,12-17,2023-12,
Merton,Digital,12-17,2024-01,
Merton,Digital,12-17,2024-02,
Merton,Digital,12-17,2024-03,
Merton,Digital,All Ages,2023-04,
Merton,Digital,All Ages,2023-05,
Merton,Digital,All Ages,2023-06,
Merton,Digital,All Ages,2023-07,
Merton,Digital,All Ages,2023-08,
Merton,Digital,All Ages,2023-09,
Merton,Digital,All Ages,2023-10,
Merton,Digital,All Ages,2023-11,
Merton,Digital,All Ages,2023-12,
Merton,Digital,All Ages,2024-01,
Merton,Digital,All Ages,2024-02,
Merton,Digital,All Ages,2024-03,
Middlesbrough,Physical,Adults,2023-04,
Middlesbrough,Physical,Adults,2023-05,
Middlesbrough,Physical,Adults,2023-06,
Middlesbrough,Physical,Adults,2023-07,
Middlesbrough,Physical,Adults,2023-08,
Middlesbrough,Physical,Adults,2023-09,
Middlesbrough,Physical,Adults,2023-10,
Middlesbrough,Physical,Adults,2023-11,
Middlesbrough,Physical,Adults,2023-12,
Middlesbrough,Physical,Adults,2024-01,
Middlesbrough,Physical,Adults,2024-02,
Middlesbrough,Physical,Adults,2024-03,
Middlesbrough,Physical,Under 12,2023-04,
Middlesbrough,Physical,Under 12,2023-05,
Middlesbrough,Physical,Under 12,2023-06,
Middlesbrough,Physical,Under 12,2023-07,
Middlesbrough,Physical,Under 12,2023-08,
Middlesbrough,Physical,Under 12,2023-09,
Middlesbrough,Physical,Under 12,2023-10,
Middlesbrough,Physical,Under 12,2023-11,
Middlesbrough,Physical,Under 12,2023-12,
Middlesbrough,Physical,Under 12,2024-01,
Middlesbrough,Physical,Under 12,2024-02,
Middlesbrough,Physical,Under 12,2024-03,
Middlesbrough,Physical,12-17,2023-04,
Middlesbrough,Physical,12-17,2023-05,
Middlesbrough,Physical,12-17,2023-06,
Middlesbrough,Physical,12-17,2023-07,
Middlesbrough,Physical,12-17,2023-08,
Middlesbrough,Physical,12-17,2023-09,
Middlesbrough,Physical,12-17,2023-10,
Middlesbrough,Physical,12-17,2023-11,
Middlesbrough,Physical,12-17,2023-12,
Middlesbrough,Physical,12-17,2024-01,
Middlesbrough,Physical,12-17,2024-02,
Middlesbrough,Physical,12-17,2024-03,
Middlesbrough,Physical,All Ages,2023-04,
Middlesbrough,Physical,All Ages,2023-05,
Middlesbrough,Physical,All Ages,2023-06,
Middlesbrough,Physical,All Ages,2023-07,
Middlesbrough,Physical,All Ages,2023-08,
Middlesbrough,Physical,All Ages,2023-09,
Middlesbrough,Physical,All Ages,2023-10,
Middlesbrough,Physical,All Ages,2023-11,
Middlesbrough,Physical,All Ages,2023-12,
Middlesbrough,Physical,All Ages,2024-01,
Middlesbrough,Physical,All Ages,2024-02,
Middlesbrough,Physical,All Ages,2024-03,
Middlesbrough,Digital,Adults,2023-04,
Middlesbrough,Digital,Adults,2023-05,
Middlesbrough,Digital,Adults,2023-06,
Middlesbrough,Digital,Adults,2023-07,
Middlesbrough,Digital,Adults,2023-08,
Middlesbrough,Digital,Adults,2023-09,
Middlesbrough,Digital,Adults,2023-10,
Middlesbrough,Digital,Adults,2023-11,
Middlesbrough,Digital,Adults,2023-12,
Middlesbrough,Digital,Adults,2024-01,
Middlesbrough,Digital,Adults,2024-02,
Middlesbrough,Digital,Adults,2024-03,
Middlesbrough,Digital,Under 12,2023-04,
Middlesbrough,Digital,Under 12,2023-05,
Middlesbrough,Digital,Under 12,2023-06,
Middlesbrough,Digital,Under 12,2023-07,
Middlesbrough,Digital,Under 12,2023-08,
Middlesbrough,Digital,Under 12,2023-09,
Middlesbrough,Digital,Under 12,2023-10,
Middlesbrough,Digital,Under 12,2023-11,
Middlesbrough,Digital,Under 12,2023-12,
Middlesbrough,Digital,Under 12,2024-01,
Middlesbrough,Digital,Under 12,2024-02,
Middlesbrough,Digital,Under 12,2024-03,
Middlesbrough,Digital,12-17,2023-04,
Middlesbrough,Digital,12-17,2023-05,
Middlesbrough,Digital,12-17,2023-06,
Middlesbrough,Digital,12-17,2023-07,
Middlesbrough,Digital,12-17,2023-08,
Middlesbrough,Digital,12-17,2023-09,
Middlesbrough,Digital,12-17,2023-10,
Middlesbrough,Digital,12-17,2023-11,
Middlesbrough,Digital,12-17,2023-12,
Middlesbrough,Digital,12-17,2024-01,
Middlesbrough,Digital,12-17,2024-02,
Middlesbrough,Digital,12-17,2024-03,
Middlesbrough,Digital,All Ages,2023-04,
Middlesbrough,Digital,All Ages,2023-05,
Middlesbrough,Digital,All Ages,2023-06,
Middlesbrough,Digital,All Ages,2023-07,
Middlesbrough,Digital,All Ages,2023-08,
Middlesbrough,Digital,All Ages,2023-09,
Middlesbrough,Digital,All Ages,2023-10,
Middlesbrough,Digital,All Ages,2023-11,
Middlesbrough,Digital,All Ages,2023-12,
Middlesbrough,Digital,All Ages,2024-01,
Middlesbrough,Digital,All Ages,2024-02,
Middlesbrough,Digital,All Ages,2024-03,
Newcastle Upon Tyne,Physical,Adults,2023-04,
Newcastle Upon Tyne,Physical,Adults,2023-05,
Newcastle Upon Tyne,Physical,Adults,2023-06,
Newcastle Upon Tyne,Physical,Adults,2023-07,
Newcastle Upon Tyne,Physical,Adults,2023-08,
Newcastle Upon Tyne,Physical,Adults,2023-09,
Newcastle Upon Tyne,Physical,Adults,2023-10,
Newcastle Upon Tyne,Physical,Adults,2023-11,
Newcastle Upon Tyne,Physical,Adults,2023-12,
Newcastle Upon Tyne,Physical,Adults,2024-01,
Newcastle Upon Tyne,Physical,Adults,2024-02,
Newcastle Upon Tyne,Physical,Adults,2024-03,
Newcastle Upon Tyne,Physical,Under 12,2023-04,
Newcastle Upon Tyne,Physical,Under 12,2023-05,
Newcastle Upon Tyne,Physical,Under 12,2023-06,
Newcastle Upon Tyne,Physical,Under 12,2023-07,
Newcastle Upon Tyne,Physical,Under 12,2023-08,
Newcastle Upon Tyne,Physical,Under 12,2023-09,
Newcastle Upon Tyne,Physical,Under 12,2023-10,
Newcastle Upon Tyne,Physical,Under 12,2023-11,
Newcastle Upon Tyne,Physical,Under 12,2023-12,
Newcastle Upon Tyne,Physical,Under 12,2024-01,
Newcastle Upon Tyne,Physical,Under 12,2024-02,
Newcastle Upon Tyne,Physical,Under 12,2024-03,
Newcastle Upon Tyne,Physical,12-17,2023-04,
Newcastle Upon Tyne,Physical,12-17,2023-05,
Newcastle Upon Tyne,Physical,12-17,2023-06,
Newcastle Upon Tyne,Physical,12-17,2023-07,
Newcastle Upon Tyne,Physical,12-17,2023-08,
Newcastle Upon Tyne,Physical,12-17,2023-09,
Newcastle Upon Tyne,Physical,12-17,2023-10,
Newcastle Upon Tyne,Physical,12-17,2023-11,
Newcastle Upon Tyne,Physical,12-17,2023-12,
Newcastle Upon Tyne,Physical,12-17,2024-01,
Newcastle Upon Tyne,Physical,12-17,2024-02,
Newcastle Upon Tyne,Physical,12-17,2024-03,
Newcastle Upon Tyne,Physical,All Ages,2023-04,
Newcastle Upon Tyne,Physical,All Ages,2023-05,
Newcastle Upon Tyne,Physical,All Ages,2023-06,
Newcastle Upon Tyne,Physical,All Ages,2023-07,
Newcastle Upon Tyne,Physical,All Ages,2023-08,
Newcastle Upon Tyne,Physical,All Ages,2023-09,
Newcastle Upon Tyne,Physical,All Ages,2023-10,
Newcastle Upon Tyne,Physical,All Ages,2023-11,
Newcastle Upon Tyne,Physical,All Ages,2023-12,
Newcastle Upon Tyne,Physical,All Ages,2024-01,
Newcastle Upon Tyne,Physical,All Ages,2024-02,
Newcastle Upon Tyne,Physical,All Ages,2024-03,
Newcastle Upon Tyne,Digital,Adults,2023-04,
Newcastle Upon Tyne,Digital,Adults,2023-05,
Newcastle Upon Tyne,Digital,Adults,2023-06,
Newcastle Upon Tyne,Digital,Adults,2023-07,
Newcastle Upon Tyne,Digital,Adults,2023-08,
Newcastle Upon Tyne,Digital,Adults,2023-09,
Newcastle Upon Tyne,Digital,Adults,2023-10,
Newcastle Upon Tyne,Digital,Adults,2023-11,
Newcastle Upon Tyne,Digital,Adults,2023-12,
Newcastle Upon Tyne,Digital,Adults,2024-01,
Newcastle Upon Tyne,Digital,Adults,2024-02,
Newcastle Upon Tyne,Digital,Adults,2024-03,
Newcastle Upon Tyne,Digital,Under 12,2023-04,
Newcastle Upon Tyne,Digital,Under 12,2023-05,
Newcastle Upon Tyne,Digital,Under 12,2023-06,
Newcastle Upon Tyne,Digital,Under 12,2023-07,
Newcastle Upon Tyne,Digital,Under 12,2023-08,
Newcastle Upon Tyne,Digital,Under 12,2023-09,
Newcastle Upon Tyne,Digital,Under 12,2023-10,
Newcastle Upon Tyne,Digital,Under 12,2023-11,
Newcastle Upon Tyne,Digital,Under 12,2023-12,
Newcastle Upon Tyne,Digital,Under 12,2024-01,
Newcastle Upon Tyne,Digital,Under 12,2024-02,
Newcastle Upon Tyne,Digital,Under 12,2024-03,
Newcastle Upon Tyne,Digital,12-17,2023-04,
Newcastle Upon Tyne,Digital,12-17,2023-05,
Newcastle Upon Tyne,Digital,12-17,2023-06,
Newcastle Upon Tyne,Digital,12-17,2023-07,
Newcastle Upon Tyne,Digital,12-17,2023-08,
Newcastle Upon Tyne,Digital,12-17,2023-09,
Newcastle Upon Tyne,Digital,12-17,2023-10,
Newcastle Upon Tyne,Digital,12-17,2023-11,
Newcastle Upon Tyne,Digital,12-17,2023-12,
Newcastle Upon Tyne,Digital,12-17,2024-01,
Newcastle Upon Tyne,Digital,12-17,2024-02,
Newcastle Upon Tyne,Digital,12-17,2024-03,
Newcastle Upon Tyne,Digital,All Ages,2023-04,
Newcastle Upon Tyne,Digital,All Ages,2023-05,
Newcastle Upon Tyne,Digital,All Ages,2023-06,
Newcastle Upon Tyne,Digital,All Ages,2023-07,
Newcastle Upon Tyne,Digital,All Ages,2023-08,
Newcastle Upon Tyne,Digital,All Ages,2023-09,
Newcastle Upon Tyne,Digital,All Ages,2023-10,
Newcastle Upon Tyne,Digital,All Ages,2023-11,
Newcastle Upon Tyne,Digital,All Ages,2023-12,
Newcastle Upon Tyne,Digital,All Ages,2024-01,
Newcastle Upon Tyne,Digital,All Ages,2024-02,
Newcastle Upon Tyne,Digital,All Ages,2024-03,
Newham,Physical,Adults,2023-04,
Newham,Physical,Adults,2023-05,
Newham,Physical,Adults,2023-06,
Newham,Physical,Adults,2023-07,
Newham,Physical,Adults,2023-08,
Newham,Physical,Adults,2023-09,
Newham,Physical,Adults,2023-10,
Newham,Physical,Adults,2023-11,
Newham,Physical,Adults,2023-12,
Newham,Physical,Adults,2024-01,
Newham,Physical,Adults,2024-02,
Newham,Physical,Adults,2024-03,
Newham,Physical,Under 12,2023-04,
Newham,Physical,Under 12,2023-05,
Newham,Physical,Under 12,2023-06,
Newham,Physical,Under 12,2023-07,
Newham,Physical,Under 12,2023-08,
Newham,Physical,Under 12,2023-09,
Newham,Physical,Under 12,2023-10,
Newham,Physical,Under 12,2023-11,
Newham,Physical,Under 12,2023-12,
Newham,Physical,Under 12,2024-01,
Newham,Physical,Under 12,2024-02,
Newham,Physical,Under 12,2024-03,
Newham,Physical,12-17,2023-04,
Newham,Physical,12-17,2023-05,
Newham,Physical,12-17,2023-06,
Newham,Physical,12-17,2023-07,
Newham,Physical,12-17,2023-08,
Newham,Physical,12-17,2023-09,
Newham,Physical,12-17,2023-10,
Newham,Physical,12-17,2023-11,
Newham,Physical,12-17,2023-12,
Newham,Physical,12-17,2024-01,
Newham,Physical,12-17,2024-02,
Newham,Physical,12-17,2024-03,
Newham,Physical,All Ages,2023-04,
Newham,Physical,All Ages,2023-05,
Newham,Physical,All Ages,2023-06,
Newham,Physical,All Ages,2023-07,
Newham,Physical,All Ages,2023-08,
Newham,Physical,All Ages,2023-09,
Newham,Physical,All Ages,2023-10,
Newham,Physical,All Ages,2023-11,
Newham,Physical,All Ages,2023-12,
Newham,Physical,All Ages,2024-01,
Newham,Physical,All Ages,2024-02,
Newham,Physical,All Ages,2024-03,
Newham,Digital,Adults,2023-04,
Newham,Digital,Adults,2023-05,
Newham,Digital,Adults,2023-06,
Newham,Digital,Adults,2023-07,
Newham,Digital,Adults,2023-08,
Newham,Digital,Adults,2023-09,
Newham,Digital,Adults,2023-10,
Newham,Digital,Adults,2023-11,
Newham,Digital,Adults,2023-12,
Newham,Digital,Adults,2024-01,
Newham,Digital,Adults,2024-02,
Newham,Digital,Adults,2024-03,
Newham,Digital,Under 12,2023-04,
Newham,Digital,Under 12,2023-05,
Newham,Digital,Under 12,2023-06,
Newham,Digital,Under 12,2023-07,
Newham,Digital,Under 12,2023-08,
Newham,Digital,Under 12,2023-09,
Newham,Digital,Under 12,2023-10,
Newham,Digital,Under 12,2023-11,
Newham,Digital,Under 12,2023-12,
Newham,Digital,Under 12,2024-01,
Newham,Digital,Under 12,2024-02,
Newham,Digital,Under 12,2024-03,
Newham,Digital,12-17,2023-04,
Newham,Digital,12-17,2023-05,
Newham,Digital,12-17,2023-06,
Newham,Digital,12-17,2023-07,
Newham,Digital,12-17,2023-08,
Newham,Digital,12-17,2023-09,
Newham,Digital,12-17,2023-10,
Newham,Digital,12-17,2023-11,
Newham,Digital,12-17,2023-12,
Newham,Digital,12-17,2024-01,
Newham,Digital,12-17,2024-02,
Newham,Digital,12-17,2024-03,
Newham,Digital,All Ages,2023-04,
Newham,Digital,All Ages,2023-05,
Newham,Digital,All Ages,2023-06,
Newham,Digital,All Ages,2023-07,
Newham,Digital,All Ages,2023-08,
Newham,Digital,All Ages,2023-09,
Newham,Digital,All Ages,2023-10,
Newham,Digital,All Ages,2023-11,
Newham,Digital,All Ages,2023-12,
Newham,Digital,All Ages,2024-01,
Newham,Digital,All Ages,2024-02,
Newham,Digital,All Ages,2024-03,
Norfolk,Physical,Adults,2023-04,
Norfolk,Physical,Adults,2023-05,
Norfolk,Physical,Adults,2023-06,
Norfolk,Physical,Adults,2023-07,
Norfolk,Physical,Adults,2023-08,
Norfolk,Physical,Adults,2023-09,
Norfolk,Physical,Adults,2023-10,
Norfolk,Physical,Adults,2023-11,
Norfolk,Physical,Adults,2023-12,
Norfolk,Physical,Adults,2024-01,
Norfolk,Physical,Adults,2024-02,
Norfolk,Physical,Adults,2024-03,
Norfolk,Physical,Under 12,2023-04,
Norfolk,Physical,Under 12,2023-05,
Norfolk,Physical,Under 12,2023-06,
Norfolk,Physical,Under 12,2023-07,
Norfolk,Physical,Under 12,2023-08,
Norfolk,Physical,Under 12,2023-09,
Norfolk,Physical,Under 12,2023-10,
Norfolk,Physical,Under 12,2023-11,
Norfolk,Physical,Under 12,2023-12,
Norfolk,Physical,Under 12,2024-01,
Norfolk,Physical,Under 12,2024-02,
Norfolk,Physical,Under 12,2024-03,
Norfolk,Physical,12-17,2023-04,
Norfolk,Physical,12-17,2023-05,
Norfolk,Physical,12-17,2023-06,
Norfolk,Physical,12-17,2023-07,
Norfolk,Physical,12-17,2023-08,
Norfolk,Physical,12-17,2023-09,
Norfolk,Physical,12-17,2023-10,
Norfolk,Physical,12-17,2023-11,
Norfolk,Physical,12-17,2023-12,
Norfolk,Physical,12-17,2024-01,
Norfolk,Physical,12-17,2024-02,
Norfolk,Physical,12-17,2024-03,
Norfolk,Physical,All Ages,2023-04,
Norfolk,Physical,All Ages,2023-05,
Norfolk,Physical,All Ages,2023-06,
Norfolk,Physical,All Ages,2023-07,
Norfolk,Physical,All Ages,2023-08,
Norfolk,Physical,All Ages,2023-09,
Norfolk,Physical,All Ages,2023-10,
Norfolk,Physical,All Ages,2023-11,
Norfolk,Physical,All Ages,2023-12,
Norfolk,Physical,All Ages,2024-01,
Norfolk,Physical,All Ages,2024-02,
Norfolk,Physical,All Ages,2024-03,
Norfolk,Digital,Adults,2023-04,
Norfolk,Digital,Adults,2023-05,
Norfolk,Digital,Adults,2023-06,
Norfolk,Digital,Adults,2023-07,
Norfolk,Digital,Adults,2023-08,
Norfolk,Digital,Adults,2023-09,
Norfolk,Digital,Adults,2023-10,
Norfolk,Digital,Adults,2023-11,
Norfolk,Digital,Adults,2023-12,
Norfolk,Digital,Adults,2024-01,
Norfolk,Digital,Adults,2024-02,
Norfolk,Digital,Adults,2024-03,
Norfolk,Digital,Under 12,2023-04,
Norfolk,Digital,Under 12,2023-05,
Norfolk,Digital,Under 12,2023-06,
Norfolk,Digital,Under 12,2023-07,
Norfolk,Digital,Under 12,2023-08,
Norfolk,Digital,Under 12,2023-09,
Norfolk,Digital,Under 12,2023-10,
Norfolk,Digital,Under 12,2023-11,
Norfolk,Digital,Under 12,2023-12,
Norfolk,Digital,Under 12,2024-01,
Norfolk,Digital,Under 12,2024-02,
Norfolk,Digital,Under 12,2024-03,
Norfolk,Digital,12-17,2023-04,
Norfolk,Digital,12-17,2023-05,
Norfolk,Digital,12-17,2023-06,
Norfolk,Digital,12-17,2023-07,
Norfolk,Digital,12-17,2023-08,
Norfolk,Digital,12-17,2023-09,
Norfolk,Digital,12-17,2023-10,
Norfolk,Digital,12-17,2023-11,
Norfolk,Digital,12-17,2023-12,
Norfolk,Digital,12-17,2024-01,
Norfolk,Digital,12-17,2024-02,
Norfolk,Digital,12-17,2024-03,
Norfolk,Digital,All Ages,2023-04,
Norfolk,Digital,All Ages,2023-05,
Norfolk,Digital,All Ages,2023-06,
Norfolk,Digital,All Ages,2023-07,
Norfolk,Digital,All Ages,2023-08,
Norfolk,Digital,All Ages,2023-09,
Norfolk,Digital,All Ages,2023-10,
Norfolk,Digital,All Ages,2023-11,
Norfolk,Digital,All Ages,2023-12,
Norfolk,Digital,All Ages,2024-01,
Norfolk,Digital,All Ages,2024-02,
Norfolk,Digital,All Ages,2024-03,
North East Lincolnshire,Physical,Adults,2023-04,6
North East Lincolnshire,Physical,Adults,2023-05,16
North East Lincolnshire,Physical,Adults,2023-06,7
North East Lincolnshire,Physical,Adults,2023-07,13
North East Lincolnshire,Physical,Adults,2023-08,5
North East Lincolnshire,Physical,Adults,2023-09,9
North East Lincolnshire,Physical,Adults,2023-10,14
North East Lincolnshire,Physical,Adults,2023-11,8
North East Lincolnshire,Physical,Adults,2023-12,4
North East Lincolnshire,Physical,Adults,2024-01,9
North East Lincolnshire,Physical,Adults,2024-02,7
North East Lincolnshire,Physical,Adults,2024-03,5
North East Lincolnshire,Physical,Under 12,2023-04,27
North East Lincolnshire,Physical,Under 12,2023-05,36
North East Lincolnshire,Physical,Under 12,2023-06,29
North East Lincolnshire,Physical,Under 12,2023-07,27
North East Lincolnshire,Physical,Under 12,2023-08,32
North East Lincolnshire,Physical,Under 12,2023-09,32
North East Lincolnshire,Physical,Under 12,2023-10,33
North East Lincolnshire,Physical,Under 12,2023-11,37
North East Lincolnshire,Physical,Under 12,2023-12,21
North East Lincolnshire,Physical,Under 12,2024-01,32
North East Lincolnshire,Physical,Under 12,2024-02,37
North East Lincolnshire,Physical,Under 12,2024-03,31
North East Lincolnshire,Physical,12-17,2023-04,
North East Lincolnshire,Physical,12-17,2023-05,
North East Lincolnshire,Physical,12-17,2023-06,
North East Lincolnshire,Physical,12-17,2023-07,
North East Lincolnshire,Physical,12-17,2023-08,
North East Lincolnshire,Physical,12-17,2023-09,
North East Lincolnshire,Physical,12-17,2023-10,
North East Lincolnshire,Physical,12-17,2023-11,
North East Lincolnshire,Physical,12-17,2023-12,
North East Lincolnshire,Physical,12-17,2024-01,
North East Lincolnshire,Physical,12-17,2024-02,
North East Lincolnshire,Physical,12-17,2024-03,
North East Lincolnshire,Physical,All Ages,2023-04,
North East Lincolnshire,Physical,All Ages,2023-05,
North East Lincolnshire,Physical,All Ages,2023-06,
North East Lincolnshire,Physical,All Ages,2023-07,
North East Lincolnshire,Physical,All Ages,2023-08,
North East Lincolnshire,Physical,All Ages,2023-09,
North East Lincolnshire,Physical,All Ages,2023-10,
North East Lincolnshire,Physical,All Ages,2023-11,
North East Lincolnshire,Physical,All Ages,2023-12,
North East Lincolnshire,Physical,All Ages,2024-01,
North East Lincolnshire,Physical,All Ages,2024-02,
North East Lincolnshire,Physical,All Ages,2024-03,
North East Lincolnshire,Digital,Adults,2023-04,2
North East Lincolnshire,Digital,Adults,2023-05,6
North East Lincolnshire,Digital,Adults,2023-06,2
North East Lincolnshire,Digital,Adults,2023-07,1
North East Lincolnshire,Digital,Adults,2023-08,1
North East Lincolnshire,Digital,Adults,2023-09,1
North East Lincolnshire,Digital,Adults,2023-10,2
North East Lincolnshire,Digital,Adults,2023-11,8
North East Lincolnshire,Digital,Adults,2023-12,
North East Lincolnshire,Digital,Adults,2024-01,2
North East Lincolnshire,Digital,Adults,2024-02,2
North East Lincolnshire,Digital,Adults,2024-03,4
North East Lincolnshire,Digital,Under 12,2023-04,
North East Lincolnshire,Digital,Under 12,2023-05,
North East Lincolnshire,Digital,Under 12,2023-06,
North East Lincolnshire,Digital,Under 12,2023-07,
North East Lincolnshire,Digital,Under 12,2023-08,
North East Lincolnshire,Digital,Under 12,2023-09,
North East Lincolnshire,Digital,Under 12,2023-10,
North East Lincolnshire,Digital,Under 12,2023-11,
North East Lincolnshire,Digital,Under 12,2023-12,
North East Lincolnshire,Digital,Under 12,2024-01,
North East Lincolnshire,Digital,Under 12,2024-02,
North East Lincolnshire,Digital,Under 12,2024-03,
North East Lincolnshire,Digital,12-17,2023-04,
North East Lincolnshire,Digital,12-17,2023-05,
North East Lincolnshire,Digital,12-17,2023-06,
North East Lincolnshire,Digital,12-17,2023-07,
North East Lincolnshire,Digital,12-17,2023-08,
North East Lincolnshire,Digital,12-17,2023-09,
North East Lincolnshire,Digital,12-17,2023-10,
North East Lincolnshire,Digital,12-17,2023-11,
North East Lincolnshire,Digital,12-17,2023-12,
North East Lincolnshire,Digital,12-17,2024-01,
North East Lincolnshire,Digital,12-17,2024-02,
North East Lincolnshire,Digital,12-17,2024-03,
North East Lincolnshire,Digital,All Ages,2023-04,
North East Lincolnshire,Digital,All Ages,2023-05,
North East Lincolnshire,Digital,All Ages,2023-06,
North East Lincolnshire,Digital,All Ages,2023-07,
North East Lincolnshire,Digital,All Ages,2023-08,
North East Lincolnshire,Digital,All Ages,2023-09,
North East Lincolnshire,Digital,All Ages,2023-10,
North East Lincolnshire,Digital,All Ages,2023-11,
North East Lincolnshire,Digital,All Ages,2023-12,
North East Lincolnshire,Digital,All Ages,2024-01,
North East Lincolnshire,Digital,All Ages,2024-02,
North East Lincolnshire,Digital,All Ages,2024-03,
North Lincolnshire,Physical,Adults,2023-04,3
North Lincolnshire,Physical,Adults,2023-05,9
North Lincolnshire,Physical,Adults,2023-06,4
North Lincolnshire,Physical,Adults,2023-07,3
North Lincolnshire,Physical,Adults,2023-08,3
North Lincolnshire,Physical,Adults,2023-09,7
North Lincolnshire,Physical,Adults,2023-10,10
North Lincolnshire,Physical,Adults,2023-11,10
North Lincolnshire,Physical,Adults,2023-12,6
North Lincolnshire,Physical,Adults,2024-01,5
North Lincolnshire,Physical,Adults,2024-02,7
North Lincolnshire,Physical,Adults,2024-03,5
North Lincolnshire,Physical,Under 12,2023-04,30
North Lincolnshire,Physical,Under 12,2023-05,35
North Lincolnshire,Physical,Under 12,2023-06,21
North Lincolnshire,Physical,Under 12,2023-07,21
North Lincolnshire,Physical,Under 12,2023-08,38
North Lincolnshire,Physical,Under 12,2023-09,10
North Lincolnshire,Physical,Under 12,2023-10,15
North Lincolnshire,Physical,Under 12,2023-11,15
North Lincolnshire,Physical,Under 12,2023-12,4
North Lincolnshire,Physical,Under 12,2024-01,13
North Lincolnshire,Physical,Under 12,2024-02,23
North Lincolnshire,Physical,Under 12,2024-03,17
North Lincolnshire,Physical,12-17,2023-04,
North Lincolnshire,Physical,12-17,2023-05,
North Lincolnshire,Physical,12-17,2023-06,
North Lincolnshire,Physical,12-17,2023-07,
North Lincolnshire,Physical,12-17,2023-08,6
North Lincolnshire,Physical,12-17,2023-09,
North Lincolnshire,Physical,12-17,2023-10,
North Lincolnshire,Physical,12-17,2023-11,
North Lincolnshire,Physical,12-17,2023-12,
North Lincolnshire,Physical,12-17,2024-01,
North Lincolnshire,Physical,12-17,2024-02,1
North Lincolnshire,Physical,12-17,2024-03,1
North Lincolnshire,Physical,All Ages,2023-04,4
North Lincolnshire,Physical,All Ages,2023-05,6
North Lincolnshire,Physical,All Ages,2023-06,6
North Lincolnshire,Physical,All Ages,2023-07,5
North Lincolnshire,Physical,All Ages,2023-08,5
North Lincolnshire,Physical,All Ages,2023-09,5
North Lincolnshire,Physical,All Ages,2023-10,5
North Lincolnshire,Physical,All Ages,2023-11,6
North Lincolnshire,Physical,All Ages,2023-12,4
North Lincolnshire,Physical,All Ages,2024-01,5
North Lincolnshire,Physical,All Ages,2024-02,5
North Lincolnshire,Physical,All Ages,2024-03,9
North Lincolnshire,Digital,Adults,2023-04,
North Lincolnshire,Digital,Adults,2023-05,
North Lincolnshire,Digital,Adults,2023-06,
North Lincolnshire,Digital,Adults,2023-07,
