Authority,Event type,Age group,Month,Count
"Bournemouth, Christchurch and Poole",Physical,All Ages,2023-09,
"Bournemouth, Christchurch and Poole",Physical,All Ages,2023-10,
"Bournemouth, Christchurch and Poole",Physical,All Ages,2023-11,
"Bournemouth, Christchurch and Poole",Physical,All Ages,2023-12,
"Bournemouth, Christchurch and Poole",Physical,All Ages,2024-01,
"Bournemouth, Christchurch and Poole",Physical,All Ages,2024-02,
"Bournemouth, Christchurch and Poole",Physical,All Ages,2024-03,
"Bournemouth, Christchurch and Poole",Digital,Adults,2023-04,
"Bournemouth, Christchurch and Poole",Digital,Adults,2023-05,
"Bournemouth, Christchurch and Poole",Digital,Adults,2023-06,
"Bournemouth, Christchurch and Poole",Digital,Adults,2023-07,
"Bournemouth, Christchurch and Poole",Digital,Adults,2023-08,
"Bournemouth, Christchurch and Poole",Digital,Adults,2023-09,
"Bournemouth, Christchurch and Poole",Digital,Adults,2023-10,
"Bournemouth, Christchurch and Poole",Digital,Adults,2023-11,
"Bournemouth, Christchurch and Poole",Digital,Adults,2023-12,
"Bournemouth, Christchurch and Poole",Digital,Adults,2024-01,
"Bournemouth, Christchurch and Poole",Digital,Adults,2024-02,
"Bournemouth, Christchurch and Poole",Digital,Adults,2024-03,
"Bournemouth, Christchurch and Poole",Digital,Under 12,2023-04,
"Bournemouth, Christchurch and Poole",Digital,Under 12,2023-05,
"Bournemouth, Christchurch and Poole",Digital,Under 12,2023-06,
"Bournemouth, Christchurch and Poole",Digital,Under 12,2023-07,
"Bournemouth, Christchurch and Poole",Digital,Under 12,2023-08,
"Bournemouth, Christchurch and Poole",Digital,Under 12,2023-09,
"Bournemouth, Christchurch and Poole",Digital,Under 12,2023-10,
"Bournemouth, Christchurch and Poole",Digital,Under 12,2023-11,
"Bournemouth, Christchurch and Poole",Digital,Under 12,2023-12,
"Bournemouth, Christchurch and Poole",Digital,Under 12,2024-01,
"Bournemouth, Christchurch and Poole",Digital,Under 12,2024-02,
"Bournemouth, Christchurch and Poole",Digital,Under 12,2024-03,
"Bournemouth, Christchurch and Poole",Digital,12-17,2023-04,
"Bournemouth, Christchurch and Poole",Digital,12-17,2023-05,
"Bournemouth, Christchurch and Poole",Digital,12-17,2023-06,
"Bournemouth, Christchurch and Poole",Digital,12-17,2023-07,
"Bournemouth, Christchurch and Poole",Digital,12-17,2023-08,
"Bournemouth, Christchurch and Poole",Digital,12-17,2023-09,
"Bournemouth, Christchurch and Poole",Digital,12-17,2023-10,
"Bournemouth, Christchurch and Poole",Digital,12-17,2023-11,
"Bournemouth, Christchurch and Poole",Digital,12-17,2023-12,
"Bournemouth, Christchurch and Poole",Digital,12-17,2024-01,
"Bournemouth, Christchurch and Poole",Digital,12-17,2024-02,
"Bournemouth, Christchurch and Poole",Digital,12-17,2024-03,
"Bournemouth, Christchurch and Poole",Digital,All Ages,2023-04,
"Bournemouth, Christchurch and Poole",Digital,All Ages,2023-05,
"Bournemouth, Christchurch and Poole",Digital,All Ages,2023-06,
"Bournemouth, Christchurch and Poole",Digital,All Ages,2023-07,
"Bournemouth, Christchurch and Poole",Digital,All Ages,2023-08,
"Bournemouth, Christchurch and Poole",Digital,All Ages,2023-09,
"Bournemouth, Christchurch and Poole",Digital,All Ages,2023-10,
"Bournemouth, Christchurch and Poole",Digital,All Ages,2023-11,
"Bournemouth, Christchurch and Poole",Digital,All Ages,2023-12,
"Bournemouth, Christchurch and Poole",Digital,All Ages,2024-01,
"Bournemouth, Christchurch and Poole",Digital,All Ages,2024-02,
"Bournemouth, Christchurch and Poole",Digital,All Ages,2024-03,
Bracknell Forest,Physical,Adults,2023-04,78
Bracknell Forest,Physical,Adults,2023-05,78
Bracknell Forest,Physical,Adults,2023-06,83
Bracknell Forest,Physical,Adults,2023-07,78
Bracknell Forest,Physical,Adults,2023-08,59
Bracknell Forest,Physical,Adults,2023-09,80
Bracknell Forest,Physical,Adults,2023-10,80
Bracknell Forest,Physical,Adults,2023-11,70
Bracknell Forest,Physical,Adults,2023-12,56
Bracknell Forest,Physical,Adults,2024-01,66
Bracknell Forest,Physical,Adults,2024-02,72
Bracknell Forest,Physical,Adults,2024-03,71
Bracknell Forest,Physical,Under 12,2023-04,61
Bracknell Forest,Physical,Under 12,2023-05,59
Bracknell Forest,Physical,Under 12,2023-06,67
Bracknell Forest,Physical,Under 12,2023-07,56
Bracknell Forest,Physical,Under 12,2023-08,55
Bracknell Forest,Physical,Under 12,2023-09,60
Bracknell Forest,Physical,Under 12,2023-10,47
Bracknell Forest,Physical,Under 12,2023-11,54
Bracknell Forest,Physical,Under 12,2023-12,45
Bracknell Forest,Physical,Under 12,2024-01,53
Bracknell Forest,Physical,Under 12,2024-02,62
Bracknell Forest,Physical,Under 12,2024-03,71
Bracknell Forest,Physical,12-17,2023-04,4
Bracknell Forest,Physical,12-17,2023-05,16
Bracknell Forest,Physical,12-17,2023-06,3
Bracknell Forest,Physical,12-17,2023-07,15
Bracknell Forest,Physical,12-17,2023-08,8
Bracknell Forest,Physical,12-17,2023-09,16
Bracknell Forest,Physical,12-17,2023-10,13
Bracknell Forest,Physical,12-17,2023-11,21
Bracknell Forest,Physical,12-17,2023-12,23
Bracknell Forest,Physical,12-17,2024-01,4
Bracknell Forest,Physical,12-17,2024-02,4
Bracknell Forest,Physical,12-17,2024-03,17
Bracknell Forest,Physical,All Ages,2023-04,4
Bracknell Forest,Physical,All Ages,2023-05,7
Bracknell Forest,Physical,All Ages,2023-06,3
Bracknell Forest,Physical,All Ages,2023-07,2
Bracknell Forest,Physical,All Ages,2023-08,
Bracknell Forest,Physical,All Ages,2023-09,
Bracknell Forest,Physical,All Ages,2023-10,
Bracknell Forest,Physical,All Ages,2023-11,
Bracknell Forest,Physical,All Ages,2023-12,
Bracknell Forest,Physical,All Ages,2024-01,
Bracknell Forest,Physical,All Ages,2024-02,
Bracknell Forest,Physical,All Ages,2024-03,
Bracknell Forest,Digital,Adults,2023-04,1
Bracknell Forest,Digital,Adults,2023-05,
Bracknell Forest,Digital,Adults,2023-06,
Bracknell Forest,Digital,Adults,2023-07,
Bracknell Forest,Digital,Adults,2023-08,3
Bracknell Forest,Digital,Adults,2023-09,
Bracknell Forest,Digital,Adults,2023-10,1
Bracknell Forest,Digital,Adults,2023-11,2
Bracknell Forest,Digital,Adults,2023-12,3
Bracknell Forest,Digital,Adults,2024-01,1
Bracknell Forest,Digital,Adults,2024-02,2
Bracknell Forest,Digital,Adults,2024-03,1
Bracknell Forest,Digital,Under 12,2023-04,
Bracknell Forest,Digital,Under 12,2023-05,
Bracknell Forest,Digital,Under 12,2023-06,
Bracknell Forest,Digital,Under 12,2023-07,
Bracknell Forest,Digital,Under 12,2023-08,
Bracknell Forest,Digital,Under 12,2023-09,
Bracknell Forest,Digital,Under 12,2023-10,
Bracknell Forest,Digital,Under 12,2023-11,
Bracknell Forest,Digital,Under 12,2023-12,
Bracknell Forest,Digital,Under 12,2024-01,
Bracknell Forest,Digital,Under 12,2024-02,
Bracknell Forest,Digital,Under 12,2024-03,
Bracknell Forest,Digital,12-17,2023-04,1
Bracknell Forest,Digital,12-17,2023-05,5
Bracknell Forest,Digital,12-17,2023-06,3
Bracknell Forest,Digital,12-17,2023-07,3
Bracknell Forest,Digital,12-17,2023-08,
Bracknell Forest,Digital,12-17,2023-09,
Bracknell Forest,Digital,12-17,2023-10,
Bracknell Forest,Digital,12-17,2023-11,4
Bracknell Forest,Digital,12-17,2023-12,1
Bracknell Forest,Digital,12-17,2024-01,2
Bracknell Forest,Digital,12-17,2024-02,2
Bracknell Forest,Digital,12-17,2024-03,8
Bracknell Forest,Digital,All Ages,2023-04,
Bracknell Forest,Digital,All Ages,2023-05,
Bracknell Forest,Digital,All Ages,2023-06,
Bracknell Forest,Digital,All Ages,2023-07,
Bracknell Forest,Digital,All Ages,2023-08,
Bracknell Forest,Digital,All Ages,2023-09,
Bracknell Forest,Digital,All Ages,2023-10,
Bracknell Forest,Digital,All Ages,2023-11,
Bracknell Forest,Digital,All Ages,2023-12,
Bracknell Forest,Digital,All Ages,2024-01,
Bracknell Forest,Digital,All Ages,2024-02,
Bracknell Forest,Digital,All Ages,2024-03,
Bradford,Physical,Adults,2023-04,
Bradford,Physical,Adults,2023-05,
Bradford,Physical,Adults,2023-06,
Bradford,Physical,Adults,2023-07,
Bradford,Physical,Adults,2023-08,
Bradford,Physical,Adults,2023-09,
Bradford,Physical,Adults,2023-10,
Bradford,Physical,Adults,2023-11,
Bradford,Physical,Adults,2023-12,
Bradford,Physical,Adults,2024-01,
Bradford,Physical,Adults,2024-02,
Bradford,Physical,Adults,2024-03,
Bradford,Physical,Under 12,2023-04,
Bradford,Physical,Under 12,2023-05,
Bradford,Physical,Under 12,2023-06,
Bradford,Physical,Under 12,2023-07,
Bradford,Physical,Under 12,2023-08,
Bradford,Physical,Under 12,2023-09,
Bradford,Physical,Under 12,2023-10,
Bradford,Physical,Under 12,2023-11,
Bradford,Physical,Under 12,2023-12,
Bradford,Physical,Under 12,2024-01,
Bradford,Physical,Under 12,2024-02,
Bradford,Physical,Under 12,2024-03,
Bradford,Physical,12-17,2023-04,
Bradford,Physical,12-17,2023-05,
Bradford,Physical,12-17,2023-06,
Bradford,Physical,12-17,2023-07,
Bradford,Physical,12-17,2023-08,
Bradford,Physical,12-17,2023-09,
Bradford,Physical,12-17,2023-10,
Bradford,Physical,12-17,2023-11,
Bradford,Physical,12-17,2023-12,
Bradford,Physical,12-17,2024-01,
Bradford,Physical,12-17,2024-02,
Bradford,Physical,12-17,2024-03,
Bradford,Physical,All Ages,2023-04,
Bradford,Physical,All Ages,2023-05,
Bradford,Physical,All Ages,2023-06,
Bradford,Physical,All Ages,2023-07,
Bradford,Physical,All Ages,2023-08,
Bradford,Physical,All Ages,2023-09,
Bradford,Physical,All Ages,2023-10,
Bradford,Physical,All Ages,2023-11,
Bradford,Physical,All Ages,2023-12,
Bradford,Physical,All Ages,2024-01,
Bradford,Physical,All Ages,2024-02,
Bradford,Physical,All Ages,2024-03,
Bradford,Digital,Adults,2023-04,
Bradford,Digital,Adults,2023-05,
Bradford,Digital,Adults,2023-06,
Bradford,Digital,Adults,2023-07,
Bradford,Digital,Adults,2023-08,
Bradford,Digital,Adults,2023-09,
Bradford,Digital,Adults,2023-10,
Bradford,Digital,Adults,2023-11,
Bradford,Digital,Adults,2023-12,
Bradford,Digital,Adults,2024-01,
Bradford,Digital,Adults,2024-02,
Bradford,Digital,Adults,2024-03,
Bradford,Digital,Under 12,2023-04,
Bradford,Digital,Under 12,2023-05,
Bradford,Digital,Under 12,2023-06,
Bradford,Digital,Under 12,2023-07,
Bradford,Digital,Under 12,2023-08,
Bradford,Digital,Under 12,2023-09,
Bradford,Digital,Under 12,2023-10,
Bradford,Digital,Under 12,2023-11,
Bradford,Digital,Under 12,2023-12,
Bradford,Digital,Under 12,2024-01,
Bradford,Digital,Under 12,2024-02,
Bradford,Digital,Under 12,2024-03,
Bradford,Digital,12-17,2023-04,
Bradford,Digital,12-17,2023-05,
Bradford,Digital,12-17,2023-06,
Bradford,Digital,12-17,2023-07,
Bradford,Digital,12-17,2023-08,
Bradford,Digital,12-17,2023-09,
Bradford,Digital,12-17,2023-10,
Bradford,Digital,12-17,2023-11,
Bradford,Digital,12-17,2023-12,
Bradford,Digital,12-17,2024-01,
Bradford,Digital,12-17,2024-02,
Bradford,Digital,12-17,2024-03,
Bradford,Digital,All Ages,2023-04,
Bradford,Digital,All Ages,2023-05,
Bradford,Digital,All Ages,2023-06,
Bradford,Digital,All Ages,2023-07,
Bradford,Digital,All Ages,2023-08,
Bradford,Digital,All Ages,2023-09,
Bradford,Digital,All Ages,2023-10,
Bradford,Digital,All Ages,2023-11,
Bradford,Digital,All Ages,2023-12,
Bradford,Digital,All Ages,2024-01,
Bradford,Digital,All Ages,2024-02,
Bradford,Digital,All Ages,2024-03,
Brent,Physical,Adults,2023-04,31
Brent,Physical,Adults,2023-05,59
Brent,Physical,Adults,2023-06,67
Brent,Physical,Adults,2023-07,53
Brent,Physical,Adults,2023-08,26
Brent,Physical,Adults,2023-09,55
Brent,Physical,Adults,2023-10,70
Brent,Physical,Adults,2023-11,63
Brent,Physical,Adults,2023-12,26
Brent,Physical,Adults,2024-01,66
Brent,Physical,Adults,2024-02,67
Brent,Physical,Adults,2024-03,67
Brent,Physical,Under 12,2023-04,24
Brent,Physical,Under 12,2023-05,42
Brent,Physical,Under 12,2023-06,65
Brent,Physical,Under 12,2023-07,60
Brent,Physical,Under 12,2023-08,64
Brent,Physical,Under 12,2023-09,24
Brent,Physical,Under 12,2023-10,60
Brent,Physical,Under 12,2023-11,58
Brent,Physical,Under 12,2023-12,26
Brent,Physical,Under 12,2024-01,37
Brent,Physical,Under 12,2024-02,39
Brent,Physical,Under 12,2024-03,31
Brent,Physical,12-17,2023-04,
Brent,Physical,12-17,2023-05,
Brent,Physical,12-17,2023-06,
Brent,Physical,12-17,2023-07,
Brent,Physical,12-17,2023-08,
Brent,Physical,12-17,2023-09,
Brent,Physical,12-17,2023-10,
Brent,Physical,12-17,2023-11,
Brent,Physical,12-17,2023-12,
Brent,Physical,12-17,2024-01,
Brent,Physical,12-17,2024-02,
Brent,Physical,12-17,2024-03,
Brent,Physical,All Ages,2023-04,8
Brent,Physical,All Ages,2023-05,8
Brent,Physical,All Ages,2023-06,7
Brent,Physical,All Ages,2023-07,12
Brent,Physical,All Ages,2023-08,5
Brent,Physical,All Ages,2023-09,4
Brent,Physical,All Ages,2023-10,5
Brent,Physical,All Ages,2023-11,5
Brent,Physical,All Ages,2023-12,5
Brent,Physical,All Ages,2024-01,6
Brent,Physical,All Ages,2024-02,2
Brent,Physical,All Ages,2024-03,2
Brent,Digital,Adults,2023-04,
Brent,Digital,Adults,2023-05,
Brent,Digital,Adults,2023-06,
Brent,Digital,Adults,2023-07,
Brent,Digital,Adults,2023-08,
Brent,Digital,Adults,2023-09,
Brent,Digital,Adults,2023-10,
Brent,Digital,Adults,2023-11,
Brent,Digital,Adults,2023-12,
Brent,Digital,Adults,2024-01,
Brent,Digital,Adults,2024-02,
Brent,Digital,Adults,2024-03,
Brent,Digital,Under 12,2023-04,
Brent,Digital,Under 12,2023-05,
Brent,Digital,Under 12,2023-06,
Brent,Digital,Under 12,2023-07,
Brent,Digital,Under 12,2023-08,
Brent,Digital,Under 12,2023-09,
Brent,Digital,Under 12,2023-10,
Brent,Digital,Under 12,2023-11,
Brent,Digital,Under 12,2023-12,
Brent,Digital,Under 12,2024-01,
Brent,Digital,Under 12,2024-02,
Brent,Digital,Under 12,2024-03,
Brent,Digital,12-17,2023-04,
Brent,Digital,12-17,2023-05,
Brent,Digital,12-17,2023-06,
Brent,Digital,12-17,2023-07,
Brent,Digital,12-17,2023-08,
Brent,Digital,12-17,2023-09,
Brent,Digital,12-17,2023-10,
Brent,Digital,12-17,2023-11,
Brent,Digital,12-17,2023-12,
Brent,Digital,12-17,2024-01,
Brent,Digital,12-17,2024-02,
Brent,Digital,12-17,2024-03,
Brent,Digital,All Ages,2023-04,
Brent,Digital,All Ages,2023-05,
Brent,Digital,All Ages,2023-06,
Brent,Digital,All Ages,2023-07,
Brent,Digital,All Ages,2023-08,
Brent,Digital,All Ages,2023-09,
Brent,Digital,All Ages,2023-10,
Brent,Digital,All Ages,2023-11,
Brent,Digital,All Ages,2023-12,
Brent,Digital,All Ages,2024-01,
Brent,Digital,All Ages,2024-02,
Brent,Digital,All Ages,2024-03,
"Bristol, City of",Physical,Adults,2023-04,
"Bristol, City of",Physical,Adults,2023-05,
"Bristol, City of",Physical,Adults,2023-06,421
"Bristol, City of",Physical,Adults,2023-07,
"Bristol, City of",Physical,Adults,2023-08,
"Bristol, City of",Physical,Adults,2023-09,445
"Bristol, City of",Physical,Adults,2023-10,
"Bristol, City of",Physical,Adults,2023-11,
"Bristol, City of",Physical,Adults,2023-12,511
"Bristol, City of",Physical,Adults,2024-01,
"Bristol, City of",Physical,Adults,2024-02,
"Bristol, City of",Physical,Adults,2024-03,431
"Bristol, City of",Physical,Under 12,2023-04,
"Bristol, City of",Physical,Under 12,2023-05,
"Bristol, City of",Physical,Under 12,2023-06,639
"Bristol, City of",Physical,Under 12,2023-07,
"Bristol, City of",Physical,Under 12,2023-08,
"Bristol, City of",Physical,Under 12,2023-09,528
"Bristol, City of",Physical,Under 12,2023-10,
"Bristol, City of",Physical,Under 12,2023-11,
"Bristol, City of",Physical,Under 12,2023-12,613
"Bristol, City of",Physical,Under 12,2024-01,
"Bristol, City of",Physical,Under 12,2024-02,
"Bristol, City of",Physical,Under 12,2024-03,611
"Bristol, City of",Physical,12-17,2023-04,
"Bristol, City of",Physical,12-17,2023-05,
"Bristol, City of",Physical,12-17,2023-06,20
"Bristol, City of",Physical,12-17,2023-07,
"Bristol, City of",Physical,12-17,2023-08,
"Bristol, City of",Physical,12-17,2023-09,21
"Bristol, City of",Physical,12-17,2023-10,
"Bristol, City of",Physical,12-17,2023-11,
"Bristol, City of",Physical,12-17,2023-12,43
"Bristol, City of",Physical,12-17,2024-01,
"Bristol, City of",Physical,12-17,2024-02,
"Bristol, City of",Physical,12-17,2024-03,61
"Bristol, City of",Physical,All Ages,2023-04,
"Bristol, City of",Physical,All Ages,2023-05,
"Bristol, City of",Physical,All Ages,2023-06,20
"Bristol, City of",Physical,All Ages,2023-07,
"Bristol, City of",Physical,All Ages,2023-08,
"Bristol, City of",Physical,All Ages,2023-09,27
"Bristol, City of",Physical,All Ages,2023-10,
"Bristol, City of",Physical,All Ages,2023-11,
"Bristol, City of",Physical,All Ages,2023-12,81
"Bristol, City of",Physical,All Ages,2024-01,
"Bristol, City of",Physical,All Ages,2024-02,
"Bristol, City of",Physical,All Ages,2024-03,45
"Bristol, City of",Digital,Adults,2023-04,
"Bristol, City of",Digital,Adults,2023-05,
"Bristol, City of",Digital,Adults,2023-06,22
"Bristol, City of",Digital,Adults,2023-07,
"Bristol, City of",Digital,Adults,2023-08,
"Bristol, City of",Digital,Adults,2023-09,19
"Bristol, City of",Digital,Adults,2023-10,
"Bristol, City of",Digital,Adults,2023-11,
"Bristol, City of",Digital,Adults,2023-12,32
"Bristol, City of",Digital,Adults,2024-01,
"Bristol, City of",Digital,Adults,2024-02,
"Bristol, City of",Digital,Adults,2024-03,7
"Bristol, City of",Digital,Under 12,2023-04,
"Bristol, City of",Digital,Under 12,2023-05,
"Bristol, City of",Digital,Under 12,2023-06,
"Bristol, City of",Digital,Under 12,2023-07,
"Bristol, City of",Digital,Under 12,2023-08,
"Bristol, City of",Digital,Under 12,2023-09,
"Bristol, City of",Digital,Under 12,2023-10,
"Bristol, City of",Digital,Under 12,2023-11,
"Bristol, City of",Digital,Under 12,2023-12,
"Bristol, City of",Digital,Under 12,2024-01,
"Bristol, City of",Digital,Under 12,2024-02,
"Bristol, City of",Digital,Under 12,2024-03,
"Bristol, City of",Digital,12-17,2023-04,
"Bristol, City of",Digital,12-17,2023-05,
"Bristol, City of",Digital,12-17,2023-06,
"Bristol, City of",Digital,12-17,2023-07,
"Bristol, City of",Digital,12-17,2023-08,
"Bristol, City of",Digital,12-17,2023-09,
"Bristol, City of",Digital,12-17,2023-10,
"Bristol, City of",Digital,12-17,2023-11,
"Bristol, City of",Digital,12-17,2023-12,
"Bristol, City of",Digital,12-17,2024-01,
"Bristol, City of",Digital,12-17,2024-02,
"Bristol, City of",Digital,12-17,2024-03,
